// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	x
@FIN	ei
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
s	ɿ	去聲	氏 舐 是 四 肆 示 視 嗜{~好} 似 祀 巳 寺 嗣 士 仕 柿 俟 事 市 恃 試 侍
z	ɿ	陽平	□{形容人膽大不要命} 兒{單用，他~}
z	ɿ	上聲	耳{~朵}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	tʂ	tʂʰ	ʂ	ʐ
@FIN	ʅ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
tʂ	ʅ	陰平	知{~識} 只{一~，兩~} 蜘{~蛛} 執 汁 質 織 職 炙
tʂ	ʅ	去聲	滯{停~} 制 智 雉 致 稚{幼~} 置 治 秩 擲{~骰子} 這{這裏，~搭}
tʂʰ	ʅ	陰平	吃 尺 飭 搋{~，形容打扮自己} 豉{豆~}
tʂʰ	ʅ	陽平	池 馳 遲 持 姪 植 直 值 殖
tʂʰ	ʅ	上聲	侈 恥
tʂʰ	ʅ	去聲	赤 斥
ʂ	ʅ	陰平	濕 失 室 識 式 飾 釋 適
ʂ	ʅ	陽平	十 什 拾{撿起，~起來} 實 食 蝕 石
ʂ	ʅ	上聲	世 勢 誓 逝
ʐ	ʅ	去聲	日{~子}
// HSD Syllabary Data Partition
// 地区：陝西省-渭南市-大荔縣-朝邑鎮
// 来源：段蓓蕾《大荔（朝邑）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	陝西省-渭南市-大荔縣-朝邑鎮
@SRC	段蓓蕾《大荔（朝邑）方言語音研究》

@INI	p	pʰ	m	pf	pfʰ	f	v	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	ẽ
@TON	陰平	31
@TON	陽平	24
@TON	上聲	53
@TON	去聲	55

// Initial	Final	Tone	CharList (Space separated)
p	ẽ	陰平	奔
p	ẽ	上聲	本
p	ẽ	去聲	□{伸手去夠，~不著} 笨
pʰ	ẽ	陰平	噴{~水}
pʰ	ẽ	陽平	盆
pʰ	ẽ	去聲	噴{~嚏}
m	ẽ	陰平	燜{~鍋} 們
m	ẽ	陽平	門
m	ẽ	去聲	悶 笨{~得很，~慫}
pf	ẽ	上聲	準
pfʰ	ẽ	陰平	春 椿 舂
pfʰ	ẽ	陽平	純 醇 唇 蓴{~菜}
pfʰ	ẽ	上聲	蠢
f	ẽ	陰平	分{春~} 芬 紛
f	ẽ	陽平	焚 墳
f	ẽ	上聲	粉
f	ẽ	去聲	順 舜 忿 憤 奮 糞 份{一~，兩~}
v	ẽ	陰平	溫 瘟
v	ẽ	陽平	文 蚊 紋 聞
v	ẽ	上聲	穩 吻 刎
v	ẽ	去聲	潤 閏 問 璺{小細縫兒}
ts	ẽ	陰平	臻 榛
tsʰ	ẽ	陰平	參{~差}
tsʰ	ẽ	陽平	岑
tsʰ	ẽ	去聲	襯
s	ẽ	陰平	森 參{人~} 娠 □{包谷~：玉米粒}
s	ẽ	去聲	滲{~水，天氣很冷，天氣~，冰~冰~的}
tʂ	ẽ	陰平	珍 真 診 疹 針 偵 貞 砧{~板} 斟
tʂ	ẽ	陽平	□{現在}
tʂ	ẽ	上聲	枕 □{~子，玉米粒兒}
tʂ	ẽ	去聲	鎮 陣 震 振
tʂʰ	ẽ	陽平	臣 陳 塵 辰{時~} 沉 晨
tʂʰ	ẽ	去聲	趁
ʂ	ẽ	陰平	身 申 伸 深
ʂ	ẽ	陽平	神 晨{早~}
ʂ	ẽ	上聲	嬸 審 沈
ʂ	ẽ	去聲	腎 慎 甚
ʐ	ẽ	陽平	人 仁 壬
ʐ	ẽ	上聲	忍
ʐ	ẽ	去聲	認 韌 任{~務} 刃 紉 縫{~紉}
k	ẽ	陰平	根 跟
kʰ	ẽ	上聲	肯 懇 墾 啃
ŋ	ẽ	陰平	恩
ŋ	ẽ	去聲	摁
x	ẽ	陽平	痕
x	ẽ	上聲	很 狠
x	ẽ	去聲	恨
