"請同時收錄甲乙兩列字，因爲部分不是繁簡關係，只是釋義相同，謝謝！"	""	""	""	""	""
"me"	"mɘ"	"7"	"霡"	""	""
"me"	"mɘ"	"7"	"麥"	""	""
"me"	"mɘ"	"7"	"麦"	""	""
"me"	"mɘ"	"7"	"䴲"	""	""
"me"	"mɘ"	"7"	"冒"	""	""
"me"	"mɘ"	"7"	"万"	""	""
"me"	"mɘ"	"7"	"沒"	""	""
"me"	"mɘ"	"7"	"没"	""	""
"de"	"tɘ"	"7"	"得"	""	""
"de"	"tɘ"	"7"	"德"	""	""
"de"	"tɘ"	"7"	"惪"	""	""
"te"	"tʰɘ"	"7"	"特"	""	""
"te"	"tʰɘ"	"7"	"犆"	""	""
"te"	"tʰɘ"	"7"	"忒"	""	""
"te"	"tʰɘ"	"7"	"鋱"	""	""
"te"	"tʰɘ"	"7"	"铽"	""	""
"te"	"tʰɘ"	"7"	"忑"	""	""
"te"	"tʰɘ"	"7"	"慝"	""	""
"te"	"tʰɘ"	"7"	"貣"	""	""
"te"	"tʰɘ"	"7"	"𰷞"	""	""
"te"	"tʰɘ"	"7"	"貸"	""	""
"te"	"tʰɘ"	"7"	"贷"	""	""
"le"	"l̃ɘ"	"1"	"捋"	""	"～起袖子"
"le"	"l̃ɘ"	"7"	"肋"	""	""
"le"	"l̃ɘ"	"7"	"仂"	""	""
"le"	"l̃ɘ"	"7"	"氻"	""	""
"le"	"l̃ɘ"	"7"	"阞"	""	""
"le"	"l̃ɘ"	"7"	"扐"	""	""
"le"	"l̃ɘ"	"7"	"勒"	""	""
"le"	"l̃ɘ"	"7"	"鰳"	""	""
"le"	"l̃ɘ"	"7"	"鳓"	""	""
"le"	"l̃ɘ"	"7"	"嘞"	""	""
"le"	"l̃ɘ"	"7"	"泐"	""	""
"le"	"l̃ɘ"	"7"	"埒"	""	""
"le"	"l̃ɘ"	"7"	"捋"	""	""
"le"	"l̃ɘ"	"7"	"哷"	""	""
"le"	"l̃ɘ"	"7"	"酹"	""	""
"le"	"l̃ɘ"	"7"	"鋝"	""	""
"le"	"l̃ɘ"	"7"	"锊"	""	""
"ze"	"tsɘ"	"7"	"則"	""	""
"ze"	"tsɘ"	"7"	"则"	""	""
"ze"	"tsɘ"	"7"	"側"	""	""
"ze"	"tsɘ"	"7"	"侧"	""	""
"ze"	"tsɘ"	"7"	"鰂"	""	""
"ze"	"tsɘ"	"7"	"鲗"	""	""
"ze"	"tsɘ"	"7"	"賊"	""	""
"ze"	"tsɘ"	"7"	"贼"	""	""
"ze"	"tsɘ"	"7"	"責"	""	""
"ze"	"tsɘ"	"7"	"责"	""	""
"ze"	"tsɘ"	"7"	"嘖"	""	""
"ze"	"tsɘ"	"7"	"啧"	""	""
"ze"	"tsɘ"	"7"	"幘"	""	""
"ze"	"tsɘ"	"7"	"帻"	""	""
"ze"	"tsɘ"	"7"	"簀"	""	""
"ze"	"tsɘ"	"7"	"箦"	""	""
"ze"	"tsɘ"	"7"	"賾"	""	""
"ze"	"tsɘ"	"7"	"赜"	""	""
"ze"	"tsɘ"	"7"	"窄"	""	""
"ze"	"tsɘ"	"7"	"舴"	""	""
"ze"	"tsɘ"	"7"	"咋"	""	""
"ze"	"tsɘ"	"7"	"柞"	""	""
"ze"	"tsɘ"	"7"	"筰"	""	""
"ze"	"tsɘ"	"7"	"蚱"	""	""
"ze"	"tsɘ"	"7"	"齚"	""	""
"ze"	"tsɘ"	"7"	"𱌬"	""	""
"ze"	"tsɘ"	"7"	"虴"	""	""
"ze"	"tsɘ"	"7"	"仄"	""	""
"ze"	"tsɘ"	"7"	"昃"	""	""
"ze"	"tsɘ"	"7"	"庂"	""	""
"ze"	"tsɘ"	"7"	"唶"	""	""
"ze"	"tsɘ"	"7"	"齰"	""	""
"ze"	"tsɘ"	"7"	"𫜬"	""	""
"ze"	"tsɘ"	"7"	"𢫰"	""	""
"ze"	"tsɘ"	"7"	"摘"	""	""
"ze"	"tsɘ"	"7"	"謫"	""	""
"ze"	"tsɘ"	"7"	"谪"	""	""
"ze"	"tsɘ"	"7"	"讁"	""	""
"ze"	"tsɘ"	"7"	"磔"	""	""
"ze"	"tsɘ"	"7"	"翟"	""	""
"ze"	"tsɘ"	"7"	"廁"	""	""
"ce"	"tsʰɘ"	"5"	"擇"	""	"～菜"
"ce"	"tsʰɘ"	"5"	"择"	""	"～菜"
"ce"	"tsʰɘ"	"5"	"賊"	""	"～牯子：賊"
"ce"	"tsʰɘ"	"7"	"測"	""	""
"ce"	"tsʰɘ"	"7"	"测"	""	""
"ce"	"tsʰɘ"	"7"	"惻"	""	""
"ce"	"tsʰɘ"	"7"	"恻"	""	""
"ce"	"tsʰɘ"	"7"	"廁"	""	""
"ce"	"tsʰɘ"	"7"	"策"	""	""
"ce"	"tsʰɘ"	"7"	"筴"	""	""
"ce"	"tsʰɘ"	"7"	"䇲"	""	""
"ce"	"tsʰɘ"	"7"	"册"	""	""
"ce"	"tsʰɘ"	"7"	"冊"	""	""
"ce"	"tsʰɘ"	"7"	"栅"	""	""
"ce"	"tsʰɘ"	"7"	"矠"	""	""
"ce"	"tsʰɘ"	"7"	"擇"	""	""
"ce"	"tsʰɘ"	"7"	"择"	""	""
"ce"	"tsʰɘ"	"7"	"澤"	""	""
"ce"	"tsʰɘ"	"7"	"泽"	""	""
"ce"	"tsʰɘ"	"7"	"襗"	""	""
"ce"	"tsʰɘ"	"7"	"𫋷"	""	""
"ce"	"tsʰɘ"	"7"	"坼"	""	""
"ce"	"tsʰɘ"	"7"	"拆"	""	""
"ce"	"tsʰɘ"	"7"	"𡍩"	""	""
"ce"	"tsʰɘ"	"7"	"宅"	""	""
"se"	"sɘ"	"7"	"色"	""	""
"se"	"sɘ"	"7"	"𨦺"	""	""
"se"	"sɘ"	"7"	"嗇"	""	""
"se"	"sɘ"	"7"	"啬"	""	""
"se"	"sɘ"	"7"	"穡"	""	""
"se"	"sɘ"	"7"	"穑"	""	""
"se"	"sɘ"	"7"	"濇"	""	""
"se"	"sɘ"	"7"	"𬈧"	""	""
"se"	"sɘ"	"7"	"轖"	""	""
"se"	"sɘ"	"7"	"𰺙"	""	""
"se"	"sɘ"	"7"	"澀"	""	""
"se"	"sɘ"	"7"	"歰"	""	""
"se"	"sɘ"	"7"	"澁"	""	""
"se"	"sɘ"	"7"	"譅"	""	""
"se"	"sɘ"	"7"	"𰶎"	""	""
"se"	"sɘ"	"7"	"塞"	""	""
"se"	"sɘ"	"7"	"瑟"	""	""
"se"	"sɘ"	"7"	"璱"	""	""
"se"	"sɘ"	"7"	"愬"	""	""
"se"	"sɘ"	"7"	"蝨"	""	""
"se"	"sɘ"	"7"	"虱"	""	""
"se"	"sɘ"	"7"	"摵"	""	""
"se"	"sɘ"	"7"	"槭"	""	""
"se"	"sɘ"	"7"	"骰"	""	""
"zhe"	"tʃɘ"	"1"	"遮"	""	""
"zhe"	"tʃɘ"	"1"	"嗻"	""	""
"zhe"	"tʃɘ"	"3"	"者"	""	""
"zhe"	"tʃɘ"	"3"	"赭"	""	""
"zhe"	"tʃɘ"	"5"	"蔗"	""	""
"zhe"	"tʃɘ"	"5"	"鷓"	""	""
"zhe"	"tʃɘ"	"5"	"鹧"	""	""
"zhe"	"tʃɘ"	"5"	"樜"	""	""
"zhe"	"tʃɘ"	"5"	"柘"	""	""
"zhe"	"tʃɘ"	"5"	"䗪"	""	""
"zhe"	"tʃɘ"	"5"	"這"	""	""
"zhe"	"tʃɘ"	"5"	"这"	""	""
"zhe"	"tʃɘ"	"7"	"這"	""	""
"zhe"	"tʃɘ"	"7"	"这"	""	""
"zhe"	"tʃɘ"	"7"	"折"	""	""
"zhe"	"tʃɘ"	"7"	"浙"	""	""
"zhe"	"tʃɘ"	"7"	"哲"	""	""
"zhe"	"tʃɘ"	"7"	"喆"	""	""
"zhe"	"tʃɘ"	"7"	"悊"	""	""
"zhe"	"tʃɘ"	"7"	"蜇"	""	""
"zhe"	"tʃɘ"	"7"	"𧋍"	""	""
"zhe"	"tʃɘ"	"7"	"䇽"	""	""
"zhe"	"tʃɘ"	"7"	"晢"	""	""
"zhe"	"tʃɘ"	"7"	"哳"	""	""
"zhe"	"tʃɘ"	"7"	"淛"	""	""
"zhe"	"tʃɘ"	"7"	"慴"	""	""
"zhe"	"tʃɘ"	"7"	"摺"	""	""
"zhe"	"tʃɘ"	"7"	"褶"	""	""
"zhe"	"tʃɘ"	"7"	"懾"	""	""
"zhe"	"tʃɘ"	"7"	"慑"	""	""
"zhe"	"tʃɘ"	"7"	"襵"	""	""
"zhe"	"tʃɘ"	"7"	"𫌇"	""	""
"zhe"	"tʃɘ"	"7"	"𤮱"	""	""
"zhe"	"tʃɘ"	"7"	"囁"	""	""
"zhe"	"tʃɘ"	"7"	"嗫"	""	""
"zhe"	"tʃɘ"	"7"	"霅"	""	""
"zhe"	"tʃɘ"	"7"	"讋"	""	""
"zhe"	"tʃɘ"	"7"	"詟"	""	""
"zhe"	"tʃɘ"	"7"	"摭"	""	""
"zhe"	"tʃɘ"	"7"	"磔"	""	""
"che"	"tʃʰɘ"	"1"	"車"	""	""
"che"	"tʃʰɘ"	"1"	"车"	""	""
"che"	"tʃʰɘ"	"1"	"硨"	""	""
"che"	"tʃʰɘ"	"1"	"砗"	""	""
"che"	"tʃʰɘ"	"1"	"蛼"	""	""
"che"	"tʃʰɘ"	"1"	"𰲬"	""	""
"che"	"tʃʰɘ"	"1"	"尺"	""	""
"che"	"tʃʰɘ"	"3"	"扯"	""	""
"che"	"tʃʰɘ"	"3"	"撦"	""	""
"che"	"tʃʰɘ"	"3"	"哆"	""	""
"che"	"tʃʰɘ"	"7"	"徹"	""	""
"che"	"tʃʰɘ"	"7"	"彻"	""	""
"che"	"tʃʰɘ"	"7"	"澈"	""	""
"che"	"tʃʰɘ"	"7"	"撤"	""	""
"che"	"tʃʰɘ"	"7"	"轍"	""	""
"che"	"tʃʰɘ"	"7"	"辙"	""	""
"che"	"tʃʰɘ"	"7"	"𠾀"	""	""
"che"	"tʃʰɘ"	"7"	"輒"	""	""
"che"	"tʃʰɘ"	"7"	"辄"	""	""
"che"	"tʃʰɘ"	"7"	"輙"	""	""
"che"	"tʃʰɘ"	"7"	"𰺋"	""	""
"che"	"tʃʰɘ"	"7"	"𦛖"	""	""
"che"	"tʃʰɘ"	"7"	"鮿"	""	""
"che"	"tʃʰɘ"	"7"	"𫚚"	""	""
"che"	"tʃʰɘ"	"7"	"䶹"	""	""
"che"	"tʃʰɘ"	"7"	"瘈"	""	""
"che"	"tʃʰɘ"	"7"	"硩"	""	""
"che"	"tʃʰɘ"	"7"	"掣"	""	""
"che"	"tʃʰɘ"	"7"	"詀"	""	""
"che"	"tʃʰɘ"	"7"	"𧮪"	""	""
"che"	"tʃʰɘ"	"7"	"呫"	""	""
"che"	"tʃʰɘ"	"7"	"䚢"	""	""
"che"	"tʃʰɘ"	"7"	"喢"	""	""
"she"	"ʃɘ"	"1"	"奢"	""	""
"she"	"ʃɘ"	"1"	"賒"	""	""
"she"	"ʃɘ"	"1"	"赊"	""	""
"she"	"ʃɘ"	"1"	"畲"	""	""
"she"	"ʃɘ"	"1"	"畬"	""	""
"she"	"ʃɘ"	"1"	"輋"	""	""
"she"	"ʃɘ"	"1"	"𪨶"	""	""
"she"	"ʃɘ"	"1"	"檨"	""	""
"she"	"ʃɘ"	"2"	"佘"	""	""
"she"	"ʃɘ"	"2"	"蛇"	""	""
"she"	"ʃɘ"	"2"	"虵"	""	""
"she"	"ʃɘ"	"3"	"捨"	""	""
"she"	"ʃɘ"	"3"	"舍"	""	""
"she"	"ʃɘ"	"5"	"舍"	""	""
"she"	"ʃɘ"	"5"	"猞"	""	""
"she"	"ʃɘ"	"5"	"社"	""	""
"she"	"ʃɘ"	"5"	"射"	""	""
"she"	"ʃɘ"	"5"	"麝"	""	""
"she"	"ʃɘ"	"5"	"䠶"	""	""
"she"	"ʃɘ"	"5"	"舓"	"舐"	""
"she"	"ʃɘ"	"5"	"赦"	""	""
"she"	"ʃɘ"	"5"	"貰"	""	""
"she"	"ʃɘ"	"5"	"贳"	""	""
"she"	"ʃɘ"	"5"	"厙"	""	""
"she"	"ʃɘ"	"5"	"厍"	""	""
"she"	"ʃɘ"	"7"	"舌"	""	""
"she"	"ʃɘ"	"7"	"設"	""	""
"she"	"ʃɘ"	"7"	"设"	""	""
"she"	"ʃɘ"	"7"	"攝"	""	""
"she"	"ʃɘ"	"7"	"摄"	""	""
"she"	"ʃɘ"	"7"	"灄"	""	""
"she"	"ʃɘ"	"7"	"滠"	""	""
"she"	"ʃɘ"	"7"	"懾"	""	""
"she"	"ʃɘ"	"7"	"慑"	""	""
"she"	"ʃɘ"	"7"	"葉"	""	""
"she"	"ʃɘ"	"7"	"叶"	""	""
"she"	"ʃɘ"	"7"	"揲"	""	""
"she"	"ʃɘ"	"7"	"歙"	""	""
"she"	"ʃɘ"	"7"	"𢗗"	""	""
"she"	"ʃɘ"	"7"	"涉"	""	""
"she"	"ʃɘ"	"7"	"失"	"失"	""
"re"	"ɹɘ"	"3"	"惹"	""	""
"re"	"ɹɘ"	"3"	"若"	""	""
"re"	"ɹɘ"	"3"	"喏"	""	""
"re"	"ɹɘ"	"3"	"偌"	""	""
"re"	"ɹɘ"	"7"	"𤍠"	""	""
"re"	"ɹɘ"	"7"	"熱"	""	""
"re"	"ɹɘ"	"7"	"热"	""	""
"ge"	"kɘ"	"2"	"蛤"	""	"～蟆：青蛙"
"ge"	"kɘ"	"3"	"弆"	""	"～起：藏著"
"ge"	"kɘ"	"3"	"給"	""	""
"ge"	"kɘ"	"5"	"鋸"	""	""
"ge"	"kɘ"	"5"	"割"	""	""
"ge"	"kɘ"	"6"	"嗝"	""	"打～"
"ge"	"kɘ"	"7"	"格"	""	""
"ge"	"kɘ"	"7"	"胳"	""	""
"ge"	"kɘ"	"7"	"骼"	""	""
"ge"	"kɘ"	"7"	"挌"	""	""
"ge"	"kɘ"	"7"	"鉻"	""	""
"ge"	"kɘ"	"7"	"铬"	""	""
"ge"	"kɘ"	"7"	"觡"	""	""
"ge"	"kɘ"	"7"	"肐"	""	""
"ge"	"kɘ"	"7"	"虼"	""	""
"ge"	"kɘ"	"7"	"疙"	""	""
"ge"	"kɘ"	"7"	"紇"	""	""
"ge"	"kɘ"	"7"	"纥"	""	""
"ge"	"kɘ"	"7"	"革"	""	""
"ge"	"kɘ"	"7"	"隔"	""	""
"ge"	"kɘ"	"7"	"鬲"	""	""
"ge"	"kɘ"	"7"	"槅"	""	""
"ge"	"kɘ"	"7"	"膈"	""	""
"ge"	"kɘ"	"7"	"嗝"	""	""
"ge"	"kɘ"	"7"	"㗆"	""	""
"ge"	"kɘ"	"7"	"鎘"	""	""
"ge"	"kɘ"	"7"	"镉"	""	""
"ge"	"kɘ"	"7"	"翮"	""	""
"ge"	"kɘ"	"7"	"假"	""	""
"ge"	"kɘ"	"7"	"搿"	""	""
"ke"	"kʰɘ"	"3"	"剋"	""	"過分地儉省"
"ke"	"kʰɘ"	"5"	"去"	""	""
"ke"	"kʰɘ"	"7"	"克"	""	""
"ke"	"kʰɘ"	"7"	"剋"	""	""
"ke"	"kʰɘ"	"7"	"尅"	""	""
"ke"	"kʰɘ"	"7"	"氪"	""	""
"ke"	"kʰɘ"	"7"	"刻"	""	""
"ke"	"kʰɘ"	"7"	"咳"	""	""
"ke"	"kʰɘ"	"7"	"欬"	""	""
"ke"	"kʰɘ"	"7"	"頦"	""	""
"ke"	"kʰɘ"	"7"	"颏"	""	""
"ke"	"kʰɘ"	"7"	"緙"	""	""
"ke"	"kʰɘ"	"7"	"缂"	""	""
"ke"	"kʰɘ"	"7"	"客"	""	""
"ke"	"kʰɘ"	"7"	"喀"	""	""
"ke"	"kʰɘ"	"7"	"揢"	""	""
"ke"	"kʰɘ"	"7"	"髂"	""	""
"ke"	"kʰɘ"	"7"	"衉"	""	""
"nge"	"ŋɘ"	"7"	"厄"	""	""
"nge"	"ŋɘ"	"7"	"阨"	""	""
"nge"	"ŋɘ"	"7"	"阸"	""	""
"nge"	"ŋɘ"	"7"	"扼"	""	""
"nge"	"ŋɘ"	"7"	"㧖"	""	""
"nge"	"ŋɘ"	"7"	"呃"	""	""
"nge"	"ŋɘ"	"7"	"軛"	""	""
"nge"	"ŋɘ"	"7"	"轭"	""	""
"nge"	"ŋɘ"	"7"	"搤"	""	""
"nge"	"ŋɘ"	"7"	"詻"	""	""
"nge"	"ŋɘ"	"7"	"𰵤"	""	""
"nge"	"ŋɘ"	"7"	"額"	""	""
"nge"	"ŋɘ"	"7"	"额"	""	""
"nge"	"ŋɘ"	"7"	"䬵"	""	""
"nge"	"ŋɘ"	"7"	"兀"	""	""
"nge"	"ŋɘ"	"7"	"杌"	""	""
"nge"	"ŋɘ"	"7"	"扤"	""	""
"nge"	"ŋɘ"	"7"	"屼"	""	""
"nge"	"ŋɘ"	"7"	"卼"	""	""
"xe"	"xɘ"	"3"	"許"	""	"很也"
"xe"	"xɘ"	"7"	"黑"	""	""
"xe"	"xɘ"	"7"	"劾"	""	""
"xe"	"xɘ"	"7"	"核"	""	""
"xe"	"xɘ"	"7"	"閡"	""	""
"xe"	"xɘ"	"7"	"阂"	""	""
"xe"	"xɘ"	"7"	"覈"	""	""
"xe"	"xɘ"	"7"	"礉"	""	""
"xe"	"xɘ"	"7"	"赫"	""	""
"xe"	"xɘ"	"7"	"嚇"	""	""
"xe"	"xɘ"	"7"	"翮"	""	""
"xe"	"xɘ"	"7"	"紇"	""	""
"xe"	"xɘ"	"7"	"纥"	""	""
"xe"	"xɘ"	"7"	"齕"	""	""
"xe"	"xɘ"	"7"	"龁"	""	""
"xe"	"xɘ"	"7"	"犵"	""	""
"xe"	"xɘ"	"7"	"嚄"	""	""
"xe"	"xɘ"	"7"	"鉿"	""	""
"xe"	"xɘ"	"7"	"铪"	""	""
"e"	"ɘ"	"2"	"而"	""	""
"e"	"ɘ"	"2"	"洏"	""	""
"e"	"ɘ"	"2"	"耏"	""	""
"e"	"ɘ"	"2"	"栭"	""	""
"e"	"ɘ"	"2"	"輀"	""	""
"e"	"ɘ"	"2"	"𮝵"	""	""
"e"	"ɘ"	"2"	"胹"	""	""
"e"	"ɘ"	"2"	"鮞"	""	""
"e"	"ɘ"	"2"	"鲕"	""	""
"e"	"ɘ"	"2"	"陑"	""	""
"e"	"ɘ"	"2"	"鴯"	""	""
"e"	"ɘ"	"2"	"鸸"	""	""
"e"	"ɘ"	"2"	"兒"	""	""
"e"	"ɘ"	"2"	"儿"	""	""
"e"	"ɘ"	"3"	"耳"	""	""
"e"	"ɘ"	"3"	"洱"	""	""
"e"	"ɘ"	"3"	"珥"	""	""
"e"	"ɘ"	"3"	"䋙"	""	""
"e"	"ɘ"	"3"	"䌺"	""	""
"e"	"ɘ"	"3"	"鉺"	""	""
"e"	"ɘ"	"3"	"铒"	""	""
"e"	"ɘ"	"3"	"駬"	""	""
"e"	"ɘ"	"3"	"𱅋"	""	""
"e"	"ɘ"	"3"	"餌"	""	""
"e"	"ɘ"	"3"	"饵"	""	""
"e"	"ɘ"	"3"	"衈"	""	""
"e"	"ɘ"	"3"	"爾"	""	""
"e"	"ɘ"	"3"	"尔"	""	""
"e"	"ɘ"	"5"	"二"	""	""
"e"	"ɘ"	"5"	"弍"	""	""
"e"	"ɘ"	"5"	"貳"	""	""
"e"	"ɘ"	"5"	"贰"	""	""
"e"	"ɘ"	"5"	"樲"	""	""
"e"	"ɘ"	"5"	"𬃘"	""	""
"e"	"ɘ"	"5"	"膩"	""	""
"e"	"ɘ"	"5"	"腻"	""	""
"e"	"ɘ"	"5"	"佴"	""	""
"e"	"ɘ"	"5"	"刵"	""	""
"e"	"ɘ"	"5"	"鉺"	""	""
"e"	"ɘ"	"5"	"铒"	""	""
"e"	"ɘ"	"5"	"咡"	""	""
"e"	"ɘ"	"6"	"二"	""	""
"bie"	"pje"	"3"	"癟"	""	"物體表面凹下去"
"bie"	"pje"	"6"	"癟"	""	"沒有牙齒，用牙齦咀嚼"
"bie"	"pje"	"7"	"屄"	""	"女陰"
"pie"	"pʰje"	"3"	"蹩"	""	"～著腳"
"pie"	"pʰje"	"3"	"撇"	""	"～淡底：很淡"
"pie"	"pʰje"	"7"	"撇"	""	""
"pie"	"pʰje"	"7"	"瞥"	""	""
"pie"	"pʰje"	"7"	"别"	""	""
"pie"	"pʰje"	"7"	"憋"	""	""
"pie"	"pʰje"	"7"	"彆"	""	""
"pie"	"pʰje"	"7"	"撆"	""	""
"pie"	"pʰje"	"7"	"嫳"	""	""
"pie"	"pʰje"	"7"	"鷩"	""	""
"pie"	"pʰje"	"7"	"𫜁"	""	""
"pie"	"pʰje"	"7"	"蹩"	""	""
"pie"	"pʰje"	"7"	"鼈"	""	""
"pie"	"pʰje"	"7"	"鱉"	""	""
"pie"	"pʰje"	"7"	"鳖"	""	""
"pie"	"pʰje"	"7"	"潎"	""	""
"pie"	"pʰje"	"7"	"癟"	""	""
"pie"	"pʰje"	"7"	"㿜"	""	""
"mie"	"mje"	"1"	"𦬒"	""	""
"mie"	"mje"	"1"	"咩"	""	""
"mie"	"mje"	"1"	"咪"	""	""
"mie"	"mje"	"1"	"蛘"	""	""
"mie"	"mje"	"1"	"𥄲"	""	""
"mie"	"mje"	"1"	"乜"	""	""
"mie"	"mje"	"7"	"滅"	""	""
"mie"	"mje"	"7"	"灭"	""	""
"mie"	"mje"	"7"	"搣"	""	""
"mie"	"mje"	"7"	"蔑"	""	""
"mie"	"mje"	"7"	"篾"	""	""
"mie"	"mje"	"7"	"衊"	""	""
"mie"	"mje"	"7"	"蠛"	""	""
"die"	"tje"	"1"	"爹"	""	""
"die"	"tje"	"3"	"喋"	""	"歎詞，給人東西時的招呼語"
"die"	"tje"	"7"	"堞"	""	""
"die"	"tje"	"7"	"喋"	""	""
"die"	"tje"	"7"	"碟"	""	""
"die"	"tje"	"7"	"牒"	""	""
"die"	"tje"	"7"	"諜"	""	""
"die"	"tje"	"7"	"谍"	""	""
"die"	"tje"	"7"	"蝶"	""	""
"die"	"tje"	"7"	"蜨"	""	""
"die"	"tje"	"7"	"蹀"	""	""
"die"	"tje"	"7"	"揲"	""	""
"die"	"tje"	"7"	"惵"	""	""
"die"	"tje"	"7"	"渫"	""	""
"die"	"tje"	"7"	"楪"	""	""
"die"	"tje"	"7"	"鰈"	""	""
"die"	"tje"	"7"	"鲽"	""	""
"die"	"tje"	"7"	"艓"	""	""
"die"	"tje"	"7"	"韘"	""	""
"die"	"tje"	"7"	"䚢"	""	""
"die"	"tje"	"7"	"鍱"	""	""
"die"	"tje"	"7"	"𠝝"	""	""
"die"	"tje"	"7"	"䐑"	""	""
"die"	"tje"	"7"	"屧"	""	""
"die"	"tje"	"7"	"墆"	""	""
"die"	"tje"	"7"	"迭"	""	""
"die"	"tje"	"7"	"瓞"	""	""
"die"	"tje"	"7"	"昳"	""	""
"die"	"tje"	"7"	"跌"	""	""
"die"	"tje"	"7"	"軼"	""	""
"die"	"tje"	"7"	"轶"	""	""
"die"	"tje"	"7"	"胅"	""	""
"die"	"tje"	"7"	"柣"	""	""
"die"	"tje"	"7"	"詄"	""	""
"die"	"tje"	"7"	"垤"	""	""
"die"	"tje"	"7"	"咥"	""	""
"die"	"tje"	"7"	"絰"	""	""
"die"	"tje"	"7"	"绖"	""	""
"die"	"tje"	"7"	"耋"	""	""
"die"	"tje"	"7"	"螲"	""	""
"die"	"tje"	"7"	"褶"	""	""
"die"	"tje"	"7"	"慴"	""	""
"die"	"tje"	"7"	"㬪"	""	""
"die"	"tje"	"7"	"曡"	""	""
"die"	"tje"	"7"	"叠"	""	""
"die"	"tje"	"7"	"㲲"	""	""
"die"	"tje"	"7"	"跕"	""	""
"tie"	"tʰje"	"7"	"貼"	""	""
"tie"	"tʰje"	"7"	"贴"	""	""
"tie"	"tʰje"	"7"	"帖"	""	""
"tie"	"tʰje"	"7"	"怗"	""	""
"tie"	"tʰje"	"7"	"呫"	""	""
"tie"	"tʰje"	"7"	"跕"	""	""
"tie"	"tʰje"	"7"	"沾"	""	""
"tie"	"tʰje"	"7"	"餮"	""	""
"tie"	"tʰje"	"7"	"鐵"	""	""
"tie"	"tʰje"	"7"	"䥫"	""	""
"tie"	"tʰje"	"7"	"銕"	""	""
"tie"	"tʰje"	"7"	"铁"	""	""
"tie"	"tʰje"	"7"	"驖"	""	""
"lie"	"l̃je"	"1"	"捩"	""	"歪；拗"
"lie"	"l̃je"	"7"	"列"	""	""
"lie"	"l̃je"	"7"	"冽"	""	""
"lie"	"l̃je"	"7"	"烈"	""	""
"lie"	"l̃je"	"7"	"裂"	""	""
"lie"	"l̃je"	"7"	"洌"	""	""
"lie"	"l̃je"	"7"	"劽"	""	""
"lie"	"l̃je"	"7"	"茢"	""	""
"lie"	"l̃je"	"7"	"栵"	""	""
"lie"	"l̃je"	"7"	"鴷"	""	""
"lie"	"l̃je"	"7"	"咧"	""	""
"lie"	"l̃je"	"7"	"蛚"	""	""
"lie"	"l̃je"	"7"	"捩"	""	""
"lie"	"l̃je"	"7"	"棙"	""	""
"lie"	"l̃je"	"7"	"劣"	""	""
"lie"	"l̃je"	"7"	"獵"	""	""
"lie"	"l̃je"	"7"	"猎"	""	""
"lie"	"l̃je"	"7"	"躐"	""	""
"lie"	"l̃je"	"7"	"鬣"	""	""
"lie"	"l̃je"	"7"	"擸"	""	""
"lie"	"l̃je"	"7"	"埒"	""	""
"lie"	"l̃je"	"7"	"埓"	""	""
"lie"	"l̃je"	"7"	"哷"	""	""
"lie"	"l̃je"	"7"	"鋝"	""	""
"lie"	"l̃je"	"7"	"锊"	""	""
"lie"	"l̃je"	"7"	"哩"	""	""
"lie"	"l̃je"	"7"	"呢"	""	""
"lie"	"l̃je"	"7"	"綟"	"𫄫"	"麻也"
"zie"	"tsje"	"1"	"嗟"	""	""
"zie"	"tsje"	"3"	"姐"	""	""
"zie"	"tsje"	"3"	"毑"	""	"娭～"
"zie"	"tsje"	"5"	"借"	""	""
"zie"	"tsje"	"5"	"藉"	""	""
"zie"	"tsje"	"5"	"耤"	""	""
"zie"	"tsje"	"5"	"唶"	""	""
"zie"	"tsje"	"5"	"褯"	""	""
"zie"	"tsje"	"7"	"接"	""	""
"zie"	"tsje"	"7"	"椄"	""	""
"zie"	"tsje"	"7"	"節"	""	""
"zie"	"tsje"	"7"	"节"	""	""
"zie"	"tsje"	"7"	"櫛"	""	""
"zie"	"tsje"	"7"	"栉"	""	""
"zie"	"tsje"	"7"	"癤"	""	""
"zie"	"tsje"	"7"	"疖"	""	""
"zie"	"tsje"	"7"	"楖"	""	""
"zie"	"tsje"	"7"	"蝍"	""	""
"zie"	"tsje"	"7"	"截"	""	""
"zie"	"tsje"	"7"	"絶"	""	""
"zie"	"tsje"	"7"	"绝"	""	""
"zie"	"tsje"	"7"	"蕝"	""	""
"zie"	"tsje"	"7"	"𫈵"	""	""
"cie"	"tsʰje"	"3"	"且"	""	""
"cie"	"tsʰje"	"7"	"切"	""	""
"cie"	"tsʰje"	"7"	"竊"	""	""
"cie"	"tsʰje"	"7"	"窃"	""	""
"cie"	"tsʰje"	"7"	"妾"	""	""
"cie"	"tsʰje"	"7"	"踥"	""	""
"cie"	"tsʰje"	"7"	"啑"	""	""
"cie"	"tsʰje"	"7"	"倢"	""	""
"cie"	"tsʰje"	"7"	"婕"	""	""
"cie"	"tsʰje"	"7"	"捷"	""	""
"cie"	"tsʰje"	"7"	"睫"	""	""
"cie"	"tsʰje"	"7"	"箑"	""	""
"cie"	"tsʰje"	"7"	"截"	""	""
"sie"	"sje"	"1"	"些"	""	""
"sie"	"sje"	"2"	"斜"	""	""
"sie"	"sje"	"2"	"邪"	""	""
