			中山石岐話			南蓢白話			珠海唐家話												
	糕		k	ou	55	k	ɐu	45	k	ɐu	55										
	柿		tsʰ	i	213	tsʰ	i	21	tsʰ	i	22										
	糬																				
	糯		n	ɔ	33	n	ɔ	33	n	ɔ	22										
	妞		n	ɐu	213	n	ɐu	21	n	ɐu	21										
	焙		p	ui	33	p	ui	33	p	ui	22										
	妳																				
	妮		n	i	51	n	i	51	n	i	51										
	歪		w	ai	55	w	ai	45	w	ai	55										
	疤		p	a	55	p	a	45	p	a	55										
	污			u	55		u	45		u	55										
	汽		h	i	33	h	i	33	h	i	22										
	粑		p	a	55	p	a	45	p	a	55										
	桕																				
	棕		ts	ʊŋ	55	ts	ʊŋ	45	ts	ʊŋ	55										
	撇		pʰ	it	3	pʰ	it	2	pʰ	it	5										
	撒		s	at	3	s	at	2	s	at	5										
	撐		tsʰ	aŋ	55	tsʰ	aŋ	45	tsʰ	aŋ	22										
	囫		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	囡		n	am	51																
	砸		ts	ak	3	ts	ak	2	ts	ak	5										
	砲																				
	饈		s	ɐu	55	s	ɐu	45	s	ɐu	55										
	掙		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	掙脫									
	掙		ts	aŋ	33	ts	aŋ	33	ts	aŋ	22	掙錢									
	砍		kʰ	am	213	kʰ	am	21	kʰ	am	21										
	聯		l	yn	51	l	in	51	l	in	51										
	棋		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	蹦		p	ɐŋ	55	p	ɐŋ	45	p	ɐŋ	55										
	週																				
	奶		n	ai	55	n	ai	45	n	ai	55	師奶									
	奶		n	ai	213	n	ai	21	n	ai	21	牛奶									
	剷		tsʰ	an	213	tsʰ	an	21	tsʰ	an	21										
	闆		p	an	213	p	an	21	p	an	21										
	剎		s	at	3	s	at	2	s	at	5										
	磁		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	骷		h	u	55	h	u	45	h	u	55										
	嘩		w	a	55	w	a	45	w	a	55										
	磚		ts	yn	55	ts	in	45	ts	yn	55										
	躲		t	ɔ	213	t	ɔ	21	t	ɔ	21										
	磺		w	ɔŋ	51	w	ɔŋ	51	w	ɔŋ	51										
	躺		tʰ	ɔŋ	213	tʰ	ɔŋ	21	tʰ	ɔŋ	21										
	罕		h	an	213	h	an	21	h	an	21										
	耙		pʰ	a	51	pʰ	a	51	pʰ	a	51										
	嘴		ts	ɵy	213	ts	ɐi	21	ts	ui	21										
	瑪		m	a	213	m	a	21	m	a	21										
	間		k	an	55	k	an	45	k	an	55	空間									
	間		k	an	33	k	an	33	k	an	22	間接									
	籽		ts	i	213	ts	i	21	ts	i	21										
	瑙		n	ou	213	n	ɐu	21	n	ɐu	21										
	啤		p	ɛ	55	p	ia	45	p	ɛ	55										
	餃		k	au	213	k	au	21	k	au	21										
	揪		ts	ɐu	55	ts	ɐu	45	ts	ɐu	55										
	餵		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	揍		ts	ɐu	33	ts	ɐu	33	ts	ɐu	22										
	餡		h	ɔm	33	h	am	33	h	ɐm	22										
	淌		tʰ	ɔŋ	213	tʰ	ɔŋ	21	tʰ	ɔŋ	21										
	嶄		ts	am	213	ts	am	21	ts	am	21										
	淘		tʰ	ou	51	tʰ	ɐu	51	tʰ	ɐu	51										
	釉		j	ɐu	33	j	ɐu	33	j	ɐu	22										
	擤		s	ɐn	33	s	ɐn	33	s	ɐn	22										
	擦		tsʰ	at	3	tsʰ	at	2	tsʰ	at	5										
	嚕		l	u	55	l	u	45	l	u	55										
	嚐																				
	擱		k	ɔk	3	k	ɔk	2	k	ɔk	5										
	嚎		h	ou	51	h	ɐu	51	h	ɐu	51										
	擂		l	ui	51	l	ui	51	l	ui	51										
	桿																				
	胸		h	ʊŋ	55	h	ʊŋ	45	h	ʊŋ	55										
	刨		pʰ	au	51	pʰ	au	51	pʰ	au	51										
	胚		pʰ	ui	55	pʰ	ui	45	pʰ	ui	55										
	挖		w	at	3	w	at	2	w	at	5										
	碗			un	213		un	21		un	21										
	碟		t	ip	3	t	ip	2	t	ip	2										
	碘		t	in	213	t	in	21	t	in	21										
	碳		tʰ	an	33	tʰ	an	33	tʰ	an	22										
	碰		pʰ	ʊŋ	33	pʰ	ʊŋ	33	pʰ	ʊŋ	22										
	觔																				
	熔		j	ʊŋ	51	j	ʊŋ	51	j	ʊŋ	51										
	颳																				
	琉		l	ɐu	51	l	ɐu	51	l	ɐu	51										
	嗖																				
	榕		j	ʊŋ	51	j	ʊŋ	51	j	ʊŋ	51										
	缽		p	ut	3	p	ut	2	p	ut	5										
	您																				
	搧		s	in	33	s	in	33	s	in	22										
	搬		p	un	55	p	un	45	p	un	55										
	噹																				
	噸																				
	搗		t	ɔ	213	t	ɔ	21	t	ɔ	21										
	跺																				
	褂		kʷ	a	33	kʷ	a	33	k	a	22										
	搞		k	au	213	k	au	21	k	au	21										
	舔		tʰ	im	213	tʰ	im	21	tʰ	im	21										
	鞍			ɔn	55		ɔn	45		ɔn	55										
	捱		ŋ	ai	51	ŋ	ai	51	ŋ	ai	51										
	捆		kʷʰ	ɐn	213	kʷʰ	ɐn	21	kʰ	ɐn	21										
	癱		tʰ	an	55	tʰ	an	45	tʰ	an	55										
	灶		ts	ou	33	ts	ɐu	33	ts	ɐu	22										
	峰		h	ʊŋ	55	h	ʊŋ	45	h	ʊŋ	55										
	壟		l	ʊŋ	213	l	ʊŋ	21	l	ʊŋ	21										
	肇		s	iu	33	s	iu	33	s	iu	22										
	摹		m	u	51	m	u	51	m	u	51										
	嘀																				
	摀																				
	嘟																				
	嘛																				
	摔		s	ɵt	5	s	ɐt	5	s	ɐt	5										
	腺		s	in	33	s	in	33	s	in	22										
	槓																				
	輛		l	œŋ	33	l	iɔŋ	33	l	œŋ	22										
	騙		pʰ	in	33	pʰ	in	33	pʰ	in	22										
	筷		f	ai	33	f	ai	33	f	ai	22										
	筷		kʷʰ	ai	33	kʷʰ	ai	33	kʰ	ai	22										
	惦		t	im	33	t	im	33	t	im	22										
	霉		m	ui	51	m	ui	51	m	ui	51										
	瀟		s	iu	55	s	iu	45	s	iu	55										
	瀕		pʰ	ɐn	51	pʰ	ɐn	51	pʰ	ɐn	51										
	籐		tʰ	ɐŋ	51	tʰ	ɐŋ	51	tʰ	ɐŋ	51										
	鋁		l	y	213	l	i	21	l	y	21										
	錶		p	iu	55	p	iu	45	p	iu	55										
	崑																				
	崙																				
	崁																				
	簑																				
	群		kʷʰ	ɐn	51	kʷʰ	ɐn	51	kʰ	ɐn	51										
	怎		ts	ɐm	213	ts	ɐm	21	ts	ɐm	21										
	嗨																				
	嗯			ŋ̍	33																
	嗡		j	ʊŋ	55	j	ʊŋ	45	j	ʊŋ	55										
	嗦																				
	嗶																				
	嗎		m	a	33	m	a	33	m	a	22	助詞									
	嗎		m	a	213	m	a	21	m	a	21	嗎啡									
	嗆																				
	嗆		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22										
	嗅		tsʰ	ɐu	33	tsʰ	ɐu	33	tsʰ	ɐu	22										
	齣																				
	嗓		s	ɔŋ	213	s	ɔŋ	21	s	ɔŋ	21										
	獗		kʰ	yt	3	kʰ	it	2	kʰ	yt	5										
	峇																				
	鱷																				
	舺																				
	溯		s	ɔk	3	s	ɔk	2	s	ɔk	5										
	溯		s	u	213	s	u	21	s	u	21										
	峪		j	ʊk	3	j	ʊk	2	j	ʊk	2										
	塭																				
	烤		h	au	55	h	au	45	h	au	55										
	烯		h	i	55	h	i	45	h	i	55										
	烷			yn	213		in	21		yn	21										
	烹		pʰ	ɐŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55										
	塌		tʰ	ap	3	tʰ	ap	2	tʰ	ap	5										
	膛		tʰ	ɔŋ	51	tʰ	ɔŋ	51	tʰ	ɔŋ	51										
	篛																				
	辣		l	at	3	l	at	2	l	at	2										
	匆		tsʰ	ʊŋ	55	tsʰ	ʊŋ	45	tsʰ	ʊŋ	55										
	睬		tsʰ	ɔi	213	tsʰ	ɔi	21	tsʰ	ui	21										
	銲																				
	睏		f	ɐn	33	f	ɐn	33	f	ɐn	22										
	謊		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21										
	裡																				
	裏		l	i	213	l	i	21	l	i	21										
	儘																				
	儘		ts	ɐn	33	ts	ɐn	33	ts	ɐn	22										
	岔		tsʰ	a	33	tsʰ	a	33	tsʰ	a	22										
	滾		kʷ	ɐn	213	kʷ	ɐn	21	k	ɐn	21										
	岩		ŋ	am	51	ŋ	am	51	ŋ	am	51										
	喲																				
	喳		ts	a	55	ts	a	45	ts	a	55										
	喂		w	ɐi	33	w	ɐi	33	w	ɐi	22										
	喇		l	a	55	l	a	45	l	a	55	喇嘛									
	喇		l	a	33	l	a	33	l	a	22	喇叭									
	臟		ts	ɔŋ	55	ts	ɔŋ	45	ts	ɔŋ	55										
	罈																				
	迤			i	51		i	51		i	51										
	迤			i	213																
	蛋		t	an	33	t	an	33	t	an	22										
	僱		k	u	33	k	u	33	k	u	22										
	魂		w	ɐn	51	w	ɐn	51	w	ɐn	51										
	魷		j	ɐu	51	j	ɐu	51	j	ɐu	51										
	啦		l	a	55	l	a	45	l	a	55										
	啊																				
	啃		kʰ	ɐŋ	213	kʰ	ɐŋ	21	kʰ	ɐŋ	21										
	啟																				
	啓		kʰ	ɐi	213	kʰ	ɐi	21	kʰ	ɐi	21										
	矽		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2										
	鈾		j	ɐu	51	j	ɐu	51	j	ɐu	51										
	孢		p	au	55	p	au	45	p	au	55										
	蹧																				
	屜		tʰ	ɐi	33	tʰ	ɐi	33	tʰ	ɐi	22										
	忑		tʰ	ɪk	5	tʰ	ɐk	5	tʰ	ɐk	5										
	忐		tʰ	an	213	tʰ	an	21	tʰ	an	21										
	唷																				
	唔			m̩	33		m̩	33		m̩	51	不									
	蝴		h	u	51	h	u	51	h	u	51										
	鬍		h	u	51	h	u	51	h	u	51										
	懂		t	ʊŋ	213	t	ʊŋ	21	t	ʊŋ	21										
	鏽																				
	糰																				
	傢		k	a	55	k	a	45	k	a	55										
	伙		f	ɔ	213	f	ɔ	21	f	ɔ	21										
	櫥		tsʰ	y	51	tsʰ	i	51	tsʰ	y	51										
	湧		j	ʊŋ	213																
	燙		tʰ	ɔŋ	33	tʰ	ɔŋ	33	tʰ	ɔŋ	22										
	尷		k	am	33	k	am	33	k	am	22										
	愣																				
	哼		h	ɐŋ	55	h	ɐŋ	45	h	ɐŋ	55	哼歌									
	哼		h	ŋ̍	51	h	ŋ̍	51	h	ŋ̍	51	感歎詞									
	哪		n	a	213	n	a	21	n	a	21	哪裡									
	哪																				
	哪		n	a	51	n	a	51	n	a	51	哪吒									
	哩		l	i	213	l	i	21	l	i	21	英哩									
	哩		l	i	55	l	i	45	l	i	55	哩嚕									
	勾		ŋ	ɐu	55	ŋ	ɐu	45	ŋ	ɐu	55	勾劃									
	勾		k	ɐu	55	k	ɐu	45	k	ɐu	55	勾當									
	哞																				
	瞄		m	iu	51	m	iu	51	m	iu	51										
	瞌		h	ɐp	5	h	ɐp	5	h	ɐp	5										
	瞧		tsʰ	iu	51	tsʰ	iu	51	tsʰ	iu	51										
	靛		t	in	33	t	in	33	t	in	22										
	嬤		m	a	213	m	a	21													
	耍		s	a	213	s	a	21	s	a	21										
	稿		k	ou	213	k	ɐu	21	k	ɐu	21										
	另		l	ɪŋ	33	l	ɐŋ	33	l	ɐŋ	22										
	叭		p	a	55	p	a	45	p	a	55										
	茉		m	ut	3	m	ut	2	m	ut	2										
	叼																				
	覷		tsʰ	y	33	tsʰ	i	33	tsʰ	y	22										
	茼																				
	茲		ts	i	55	ts	i	45	ts	i	55	在茲									
	茲		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	龜茲，國名									
	螞		m	a	213	m	a	21	m	a	21										
	螞																				
	螞																				
	艙		tsʰ	ɔŋ	55	tsʰ	ɔŋ	45	tsʰ	ɔŋ	55										
	你		n	i	213	n	i	21	n	i	21										
	佣		j	ʊŋ	33	j	ʊŋ	33	j	ʊŋ	22										
	樣		j	ɔŋ	33	j	ɔŋ	33	j	ɔŋ	22										
	僞		ŋ	ɐi	33	ŋ	ɐi	33	ŋ	ɐi	22										
	票		pʰ	iu	33	pʰ	iu	33	pʰ	iu	22										
	祂		tʰ	a	55	tʰ	a	45	tʰ	a	55										
	颱		tʰ	ɔi	51	tʰ	ɔi	51	tʰ	ui	51	颱風									
	颱		tʰ	ai	55	tʰ	ai	45	tʰ	ai	55	打風颱									
	嘿																				
	嘿																				
	燜		m	ɐn	55	m	ɐn	45	m	ɐn	55										
	褲		h	u	33	h	u	33	h	u	22										
	癌		ŋ	am	51	ŋ	am	51	ŋ	am	51										
	癒			y	33		i	33		y	22										
	蠕			y	51		i	51		y	51										
	蠔																				
	嫦		s	œŋ	51	s	iɔŋ	51	s	œŋ	51										
	嫻		h	an	51	h	an	51	h	an	51										
	倆																				
	橛		k	yt	3	k	it	2	kʰ	yt	5										
	橛																				
	倘		tʰ	ɔŋ	213	tʰ	ɔŋ	21	tʰ	ɔŋ	21										
	們																				
	濾		l	y	33	l	i	33	l	y	22										
	厘		l	i	51	l	i	51	l	i	51										
	咱																				
	咯																				
	咯																				
	咯																				
	咩		m	ɛ	55	m	ia	45	m	ɛ	55										
	咪		m	ɐi	55	m	ɐi	45	m	ɐi	55										
	咪		m	i	55	m	i	45	m	i	55										
	咕		k	u	55	k	u	45	k	u	55										
	咖		k	a	33	k	a	33	k	a	22										
	咐		h	u	33	h	u	33	h	u	22										
	咒		ts	ɐu	33	ts	ɐu	33	ts	ɐu	22										
	咚																				
	喵																				
	緡																				
	癮		j	ɐn	213	j	ɐn	21	j	ɐn	21										
	瘋		h	ʊŋ	55	h	ʊŋ	45	h	ʊŋ	55										
	腮		s	ɔi	55	s	ɔi	45	s	ui	55										
	簽		tsʰ	im	55	tsʰ	im	45	tsʰ	im	55										
	嚷																				
	媳		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	賠		pʰ	ui	51	pʰ	ui	51	pʰ	ui	51										
	窗		tsʰ	œŋ	55	tsʰ	iɔŋ	45	tsʰ	œŋ	55										
	賬		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	賺		ts	an	33	ts	an	33	ts	an	22										
	做		ts	u	33	ts	u	33	ts	u	22										
	窩		w	ɔ	55	w	ɔ	45	w	ɔ	55										
	俐		l	i	33	l	i	33	l	i	22										
	玫		m	ui	51	m	ui	51	m	ui	51										
	鍘		ts	ap	3	ts	ap	2	ts	ap	2										
	綁		p	ɔŋ	213	p	ɔŋ	21	p	ɔŋ	21										
	綑		kʷʰ	ɐn	213	kʷʰ	ɐn	21	kʰ	ɐn	21										
	埕		tsʰ	ɪŋ	51	tsʰ	ɐŋ	51	tsʰ	ɐŋ	51										
	埔		p	u	33	p	u	33	p	u	22										
	殼		h	ɔk	3	h	ɔk	2	h	ɔk	5										
	埡																				
	埠		p	u	33	p	u	33	p	u	22	埠頭									
	埠		f	ɐu	33	f	ɐu	33	f	ɐu	22	商埠									
	抬		tʰ	ɔi	51	tʰ	ɔi	51	tʰ	ui	51										
	礁		ts	iu	55	ts	iu	45	ts	iu	55										
	啪																				
	呃		ŋ	ɐk	5	ŋ	ɐk	5	ŋ	ɐk	5	欺骗									
	呃			ɐk	5		ɐk	5		ɐk	5										
	呆		ŋ	ɔi	51	ŋ	ɔi	51	ŋ	ui	51										
	錨		n	au	51	n	au	51	n	au	51										
	婷		tʰ	ɪŋ	51	tʰ	ɐŋ	51	tʰ	ɐŋ	51										
	婿		s	ɐi	33	s	ɐi	33	s	ɐi	22										
	袱		h	ʊk	3	h	ʊk	2	h	ʊk	2										
	漩		s	yn	51	s	in	51	s	yn	51										
	卡		kʰ	a	55	kʰ	a	45	kʰ	a	55										
	鷥																				
	牠																				
	吩		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	瞇		m	i	55	m	i	45	m	i	55										
	吔																				
	吊		t	iu	33	t	iu	33	t	iu	22										
	吆			iu	55		iu	45		iu	55										
	晌		h	œŋ	213	h	iɔŋ	21	h	œŋ	21										
	晒		s	ai	33	s	ai	33	s	ai	22										
	壩		p	a	33	p	a	33	p	a	22										
	晰		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	晾		l	ɔŋ	33	l	ɔŋ	33	l	ɔŋ	22										
	拿		n	a	51	n	a	51	n	a	51										
	拷		h	au	55	h	au	45	h	au	55										
	秘		p	i	33	p	i	33	p	i	22										
	拆		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	5										
	爺		j	a	51	j	a	51	j	a	51										
	葡		pʰ	u	51	pʰ	u	51	pʰ	u	51										
	嬸		s	ɐm	213	s	ɐm	21	s	ɐm	21										
	蟑		ts	œŋ	55	ts	iɔŋ	45	ts	œŋ	55										
	錳		m	ɐŋ	213	m	ɐŋ	21	m	ɐŋ	21										
	垃		l	ap	3	l	ap	2	l	ap	2										
	丟		t	iu	55	t	iu	45	t	iu	55										
	毽		k	yn	33	k	in	33	k	yn	22	文讀									
	毽			yn	33		in	33		yn	22	白讀									
	垮		kʷʰ	a	55	kʷʰ	a	45	kʰ	a	55										
	菠		p	ɔ	55	p	ɔ	45	p	ɔ	55										
	菫																				
	哎			ɐi	55		ɐi	45		ɐi	55										
	菇		k	u	55	k	u	45	k	u	55										
	潑		pʰ	ut	3	pʰ	ut	2	pʰ	ut	5										
	戳		tsʰ	ɔk	3	tsʰ	ɔk	2	tsʰ	ɔk	5										
	鵪			ɔm	55		am	45		ɐm	55										
	裙		kʷʰ	ɐn	51	kʷʰ	ɐn	51	kʰ	ɐn	51										
	皂		ts	ou	33	ts	ɐu	33	ts	ɐu	22										
	皓		h	ou	33	h	ɐu	33	h	ɐu	22										
	炸		ts	a	33	ts	a	33	ts	a	22										
	甦		s	u	55	s	u	45	s	u	55										
	甩		l	ɐt	5	l	ɐt	5	l	ɐt	5										
	褪		tʰ	ɐn	33	tʰ	ɐn	33	tʰ	ɐn	22	褪落來									
	褪		tʰ	ui	33	tʰ	ui	33	tʰ	ui	22	褪色									
	耗		h	ou	33	h	ɐu	33	h	ɐu	22										
	狠		h	ɐn	213	h	ɐn	21	h	ɐn	21										
	蒂		t	ɐi	33	t	ɐi	33	t	ɐi	22										
	坏																				
	乒		pʰ	ɪŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55										
	乓		pʰ	ɔŋ	55	pʰ	ɔŋ	45	pʰ	ɔŋ	55										
	么																				
	趴		pʰ	a	55	pʰ	a	45	pʰ	a	55										
	痺																				
	症		ts	ɪŋ	33	ts	ɐŋ	33	ts	ɐŋ	22										
	趕		k	ɔn	213	k	ɔn	21	k	ɔn	21										
	痘		t	ɐu	33	t	ɐu	33	t	ɐu	22										
	硼		pʰ	ɐŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51										
	找		ts	au	213	ts	au	21	ts	au	21										
	扼			ɐk	5		ɐk	5		ɐk	5										
	扯		tsʰ	ɛ	213	tsʰ	ia	21	tsʰ	ɛ	21										
	托		tʰ	ɔk	3	tʰ	ɔk	2	tʰ	ɔk	5										
	硓																				
	蚜		ŋ	a	51	ŋ	a	51	ŋ	a	51										
	氧		j	ɔŋ	213	j	ɔŋ	21	j	ɔŋ	21										
	氯		l	ʊk	3	l	ʊk	2	l	ʊk	2										
	氫		h	ɪŋ	55	h	ɐŋ	45	h	ɐŋ	55										
	氫		kʰ	ɪŋ	55	kʰ	ɐŋ	45	kʰ	ɐŋ	55										
	煉		l	in	33	l	in	33	l	in	22										
	煲		p	ou	55	p	ɐu	45	p	ɐu	55										
	煮		ts	y	213	ts	i	21	ts	y	21										
	饃																				
	剁		t	ɔ	33	t	ɔ	33	t	ɔ	22										
	垛		t	ɔ	213	t	ɔ	21	t	ɔ	21										
	腡																				
	瘰																				
	摞																				
	銼		tsʰ	ɔ	33	tsʰ	ɔ	33	tsʰ	ɔ	22										
	莝																				
	矬																				
	唆		s	ɔ	55	s	ɔ	45	s	ɔ	55										
	窠																				
	倭		w	ɔ	55	w	ɔ	45	w	ɔ	55										
	涴																				
	瘸		kʰ	ɛ	51																
	欛																				
	垻		p	a	33	p	a	33	p	a	22										
	鈀		p	a	213	p	a	21	p	a	21										
	痳																				
	搽		tsʰ	a	51	tsʰ	a	51	tsʰ	a	51										
	杈		tsʰ	a	55	tsʰ	a	45	tsʰ	a	55										
	汊																				
	痂																				
	稼		k	a	33	k	a	33	k	a	22										
	伢		ŋ	a	51	ŋ	a	51	ŋ	a	51										
	伢		ŋ	a	55	ŋ	a	45	ŋ	a	55	伢仔									
	迓																				
	嗟		ts	ɛ	55	ts	ia	45	ts	ɛ	55										
	褯																				
	麝		s	ɛ	33	s	ia	33	s	ɛ	22										
	賒		s	ɛ	55	s	ia	45	s	ɛ	55										
	佘		s	ɛ	51	s	ia	51	s	ɛ	51										
	剮																				
	侉																				
	鏵																				
	蠹		t	u	33	t	u	33	t	u	22										
	鸕																				
	鹵		l	u	213	l	u	21	l	u	21										
	嗉																				
	牯		k	u	213	k	u	21	k	u	21	狗牯									
	蠱		k	u	213	k	u	21	k	u	21										
	戽																				
	疽																				
	胥		s	y	55	s	i	45	s	y	55										
	褚		tsʰ	y	213	tsʰ	i	21	tsʰ	y	21										
	苧																				
	箸		ts	y	33	ts	i	33	ts	y	22										
	淤			y	55		i	45		y	55										
	跗																				
	腑		h	u	213	h	u	21	h	u	21										
	麩		h	u	55	h	u	45	h	u	55										
	訃		h	u	33	h	u	33	h	u	22										
	釜		h	u	213	h	u	21	h	u	21										
	鎢			u	55		u	45		u	55										
	誅		ts	y	55	ts	i	45	ts	y	55										
	芻		tsʰ	ɔ	55	tsʰ	ɔ	45	tsʰ	ɔ	55										
	硃		ts	y	55	ts	i	45	ts	y	55										
	戍		s	y	33	s	i	33	s	y	22										
	駒		kʰ	y	55	kʰ	i	45	kʰ	y	55										
	獃																				
	纔		tsʰ	ɔi	51	tsʰ	ɔi	51	tsʰ	ui	51										
	愷			ɔi	213		ɔi	21		ui	21										
	靄			ɔi	213		ɔi	21		ui	21										
	豺		tsʰ	ai	51	tsʰ	ai	51	tsʰ	ai	51										
	稭																				
	疥		k	ai	33	k	ai	33	k	ai	22										
	揩		h	ai	55	h	ai	45	h	ai	55										
	稗																				
	釵																				
	曬		s	ai	33	s	ai	33	s	ai	22										
	隘			ɐi	33		ɐi	33		ɐi	22										
	穄																				
	囈																				
	蓖		p	i	55	p	i	45	p	i	55										
	箅																				
	薺		tsʰ	ɐi	213	tsʰ	ɐi	21	tsʰ	ɐi	21										
	詣		ŋ	ɐi	33	ŋ	ɐi	33	ŋ	ɐi	22										
	瞖																				
	坯		pʰ	ui	55	pʰ	ui	45	pʰ	ui	55										
	裴		pʰ	ui	51	pʰ	ui	51	pʰ	ui	51										
	碓		t	ui	33	t	ui	33	t	ui	22										
	頽		tʰ	ui	51	tʰ	ui	51	tʰ	ui	51										
	詼		h	ui	55	h	ui	45	h	ui	55										
	茴		h	ui	51	h	ui	51	h	ui	51										
	煨			ui	55		ui	45		ui	55										
	劊		kʰ	ui	33	kʰ	ui	33	kʰ	ui	22										
	蒯																				
	芮		j	ɵy	33	j	ɐi	33	j	ui	22										
	奎		h	ui	55	h	ui	45	h	ui	55										
	裨		pʰ	i	51	pʰ	i	51	pʰ	i	51										
	俾		p	i	213	p	i	21	p	i	21										
	荔		l	ai	33	l	ɐi	33				荔枝									
	荔		l	ɐi	33							文讀									
	璽		s	ai	213	s	ai	21	s	ai	21										
	梔		ts	i	55	ts	i	45	ts	i	55										
	豕		tsʰ	i	213	tsʰ	i	21	tsʰ	i	21										
	豉		s	i	33	s	i	33	s	i	22										
	羈		k	i	55	k	i	45	k	i	55										
	岐		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	徛		kʰ	i	213	kʰ	i	21	kʰ	i	21										
	痹		p	i	33	p	i	33	p	i	22										
	秕		p	i	213	p	i	21	p	i	21										
	轡		p	i	33	p	i	33	p	i	22										
	丕		pʰ	i	55	pʰ	i	45	pʰ	i	55										
	篦		p	i	33	p	i	33	p	i	22										
	咨		ts	i	55	ts	i	45	ts	i	55										
	糍		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	雉		ts	i	33	ts	i	33	ts	i	22										
	鴟		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55										
	尸		s	i	55	s	i	45	s	i	55										
	鈰																				
	祁		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	耆		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	肄			i	33		i	33		i	22										
	牸		ts	i	33																
	癡		tsʰ	i	55	tsʰ	i	45	tsʰ	i	55										
	痔		ts	i	33	ts	i	33	ts	i	22										
	輜		ts	i	55	ts	i	45	ts	i	55										
	俟		ts	i	33	ts	i	33	ts	i	22										
	痣		ts	i	33	ts	i	33	ts	i	22										
	鰣																				
	沂		ŋ	i	51	ŋ	i	51	ŋ	i	51										
	沂		kʰ	i	51																
	麾		f	ɐi	55	f	ɐi	45	f	ɐi	55										
	餧																				
	綏		s	ɵy	55	s	ɐi	45	s	ui	55										
	夔																				
	榧		f	i	213	f	i	21	f	i	21										
	痱		f	i	213	f	i	21	f	i	21										
	菢		p	u	33	p	u	33	p	u	22	孵									
	澇		l	ou	51	l	ɐu	51	l	ɐu	51										
	臊		s	ou	55	s	ɐu	45	s	ɐu	55										
	犒																				
	薅		h	ou	55	h	ɐu	45	h	ɐu	55										
	壕		h	ou	51	h	ɐu	51	h	ɐu	51										
	爊																				
	麅																				
	鉋																				
	鐃																				
	笊		ts	au	33	ts	au	33	ts	au	22										
	捎		s	au	55	s	au	45	s	au	55										
	潲		s	au	33	s	au	33	s	au	22										
	鉸		kʰ	au	33	kʰ	au	33	kʰ	au	22										
	坳			au	33		au	33		au	22										
	拗			au	33		au	33		au	22										
	臕																				
	飈																				
	嫖		pʰ	iu	51	pʰ	iu	51	pʰ	iu	51										
	鰾		pʰ	iu	213	pʰ	iu	21	pʰ	iu	21										
	藐		m	iu	213	m	iu	21	m	iu	21										
	剿		ts	iu	213	ts	iu	21	ts	iu	21										
	醮		ts	iu	33	ts	iu	33	ts	iu	22										
	鍬																				
	繰																				
	鞘		tsʰ	iu	33	tsʰ	iu	33	tsʰ	iu	22										
	詔		ts	iu	33	ts	iu	33	ts	iu	22										
	橈		ŋ	iu	51	ŋ	iu	51	ŋ	iu	51										
	蕎																				
	枵																				
	鷂			iu	33		iu	33		iu	22										
	糶		tʰ	iu	33	tʰ	iu	33	tʰ	iu	22										
	敨		tʰ	ɐu	213	tʰ	ɐu	21	tʰ	ɐu	21										
	耨																				
	耬																				
	彀																				
	媾		k	ɐu	33	k	ɐu	33	k	ɐu	22										
	瞘																				
	甌			ɐu	55		ɐu	45		ɐu	55										
	毆			ɐu	213		ɐu	21		ɐu	21										
	漚			ɐu	33		ɐu	33		ɐu	22										
	慪			ɐu	33		ɐu	33		ɐu	22										
	阜		f	ɐu	33	f	ɐu	33	f	ɐu	22										
	眸		m	ɐu	51	m	ɐu	51	m	ɐu	51										
	餾		l	ɐu	51	l	ɐu	51	l	ɐu	51										
	揫																				
	鞦		tsʰ	ɐu	55	tsʰ	ɐu	45	tsʰ	ɐu	55										
	泅		tsʰ	ɐu	51	tsʰ	ɐu	51	tsʰ	ɐu	51										
	搊																				
	餿		s	ʊk	5	s	ʊk	5	s	ʊk	5										
	帚		ts	ɐu	213	ts	ɐu	21	ts	ɐu	21										
	讎																				
	鬮		kʰ	ɐu	55	kʰ	ɐu	45													
	柩		k	ɐu	33	k	ɐu	33	k	ɐu	22										
	宥		j	ɐu	33	j	ɐu	33	j	ɐu	22										
