繁	簡	IPA	IPA無調	拼音	調值	解釋													
篡	篡	tʃʰᶶm̩³²⁴	tʃʰᶶm̩	chioem5	324														
釧	钏	tʃʰᶶm̩³²⁴	tʃʰᶶm̩	chioem5	324														
穿	穿	tʃʰᶶm̩³²⁴	tʃʰᶶm̩	chioem5	324	~梭，~棵													
□		tʃʰᶶm̩³²⁴	tʃʰᶶm̩	chioem5	324	用鍬或鏟子等齊土面鏟斷植物													
□		tʃʰᶶm̩³²⁴	tʃʰᶶm̩	chioem5	324	根莖分蘖：~仔好幾個頭；漫延：癢瘡~仔一身													
權	权	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113														
拳	拳	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113														
顴	颧	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113	~骨													
鬈	鬈	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113	頭髮~													
蜷	蜷	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113														
椽	椽	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113														
傳	传	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113	~達													
攢	攒	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113	~錢													
撏	挦	dʒᶶm̩¹¹³	dʒᶶm̩	jioem2A	113	掏：~河蟹洞													
圈	圈	dʒᶶm̩²³¹	dʒᶶm̩	jioem4	231	豬~													
纏	缠	dʒᶶm̩²³¹	dʒᶶm̩	jioem4	231	心裏煩躁不安：~來~去，破讀													
攢	攒	dʒᶶm̩²³¹	dʒᶶm̩	jioem4	231	聚集（含貶義）：~在一淘													
篆	篆	dʒᶶm̩²¹³	dʒᶶm̩	jioem6	213														
倦	倦	dʒᶶm̩²¹³	dʒᶶm̩	jioem6	213														
傳	传	dʒᶶm̩²¹³	dʒᶶm̩	jioem6	213	~記													
拈	拈	ʔɲᶶm̩⁴⁴	ʔɲᶶm̩	gnioem1	44	又音，拾取													
軟	软	ʔɲᶶm̩⁵¹	ʔɲᶶm̩	gnioem3	51														
阮	阮	ʔɲᶶm̩⁵¹	ʔɲᶶm̩	gnioem3	51	姓氏													
原	原	ʔɲᶶm̩³⁴	ʔɲᶶm̩	gnioem2B	34														
黿	鼋	ʔɲᶶm̩³⁴	ʔɲᶶm̩	gnioem2B	34														
元	元	ʔɲᶶm̩³⁴	ʔɲᶶm̩	gnioem2B	34														
源	源	ʔɲᶶm̩³⁴	ʔɲᶶm̩	gnioem2B	34														
𨙅	𨙅	ʔɲᶶm̩³⁴	ʔɲᶶm̩	gnioem2B	34														
願	愿	ɲᶶm̩²¹³	ɲᶶm̩	gnioem6	213	許~，情~													
愿	愿	ɲᶶm̩²¹³	ɲᶶm̩	gnioem6	213	~愨													
酸	酸	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44														
宣	宣	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44	又音													
喧	喧	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44														
瑄	瑄	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44	人名用字													
煊	煊	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44	人名用字													
暄	暄	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44														
揎	揎	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44	又音													
萱	萱	ʃᶶm̩⁴⁴	ʃᶶm̩	shioem1	44														
烜	烜	ʃᶶm̩⁵¹	ʃᶶm̩	shioem3	51	人名用字													
選	选	ʃᶶm̩⁵¹	ʃᶶm̩	shioem3	51	又音													
糝	糁	ʃᶶm̩⁵¹	ʃᶶm̩	shioem3	51														
渲	渲	ʃᶶm̩³²⁴	ʃᶶm̩	shioem5	324														
楦	楦	ʃᶶm̩³²⁴	ʃᶶm̩	shioem5	324														
絢	绚	ʃᶶm̩³²⁴	ʃᶶm̩	shioem5	324														
算	算	ʃᶶm̩³²⁴	ʃᶶm̩	shioem5	324														
蒜	蒜	ʃᶶm̩³²⁴	ʃᶶm̩	shioem5	324														
絃	弦	ʃᶶm̩³²⁴	ʃᶶm̩	shioem5	324	同絢													
全	全	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
痊	痊	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
泉	泉	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
蠶	蚕	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	養~													
旋	旋	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
鏇	镟	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
璇	璇	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
琁	璇	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
漩	漩	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
㳬	漩	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音													
船	船	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113														
玄	玄	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113														
懸	悬	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113														
纏	缠	ʒᶶm̩¹¹³	ʒᶶm̩	zhioem2A	113	又音，盤~，路費													
軟	软	ʒᶶm̩²³¹	ʒᶶm̩	zhioem4	231	指質地本來是硬性的卻顯得軟性													
鏨	錾	ʒᶶm̩²³¹	ʒᶶm̩	zhioem4	231	打磨用的鑿子													
眩	眩	ʒᶶm̩²¹³	ʒᶶm̩	zhioem6	213														
炫	炫	ʒᶶm̩²¹³	ʒᶶm̩	zhioem6	213														
衒	炫	ʒᶶm̩²¹³	ʒᶶm̩	zhioem6	213	同炫													
泫	泫	ʒᶶm̩²¹³	ʒᶶm̩	zhioem6	213														
玹	玹	ʒᶶm̩²¹³	ʒᶶm̩	zhioem6	213														
雋	隽	ʒᶶm̩²¹³	ʒᶶm̩	zhioem6	213														
鴛	鸳	Ǿᶶm̩⁴⁴	Ǿᶶm̩	ioem1	44														
冤	冤	Ǿᶶm̩⁴⁴	Ǿᶶm̩	ioem1	44														
淵	渊	Ǿᶶm̩⁴⁴	Ǿᶶm̩	ioem1	44														
鳶	鸢	Ǿᶶm̩⁴⁴	Ǿᶶm̩	ioem1	44														
宛	宛	Ǿᶶm̩⁴⁴	Ǿᶶm̩	ioem1	44	大~：古地名													
鵷	鹓	Ǿᶶm̩⁴⁴	Ǿᶶm̩	ioem1	44														
遠	远	Ǿᶶm̩⁵¹	Ǿᶶm̩	ioem3	51														
宛	宛	Ǿᶶm̩⁵¹	Ǿᶶm̩	ioem3	51														
苑	苑	Ǿᶶm̩⁵¹	Ǿᶶm̩	ioem3	51														
菀	菀	Ǿᶶm̩⁵¹	Ǿᶶm̩	ioem3	51														
阮	阮	Ǿᶶm̩⁵¹	Ǿᶶm̩	ioem3	51	又音													
員	员	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
圓	圆	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
元	元	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34	又音													
園	园	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
芫	芫	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
沅	沅	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
黿	鼋	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34	又音													
原	原	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
源	源	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
垣	垣	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
袁	袁	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
猿	猿	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
轅	辕	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
爰	爰	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
援	援	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
緣	缘	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34														
櫞	橼	Ǿᶶm̩³⁴	Ǿᶶm̩	ioem2B	34	香~													
怨	怨	Ǿᶶm̩³²⁴	Ǿᶶm̩	ioem5	324														
院	院	ɦᶶm̩²¹³	ɦᶶm̩	yoem6	213														
願	愿	ɦᶶm̩²¹³	ɦᶶm̩	yoem6	213	又音													
掾	掾	ɦᶶm̩²¹³	ɦᶶm̩	yoem6	213														
遠	远	ɦᶶm̩²¹³	ɦᶶm̩	yoem6	213	避而~之													
緣	缘	ɦᶶm̩²¹³	ɦᶶm̩	yoem6	213	邊~													
鳶	鸢	ɦᶶm̩²¹³	ɦᶶm̩	yoem6	213														
八	八	pɑʔ³⁴	pɑʔ	paq7	34														
捌	捌	pɑʔ³⁴	pɑʔ	paq7	34														
擘	擘	pɑʔ³⁴	pɑʔ	paq7	34														
伯	伯	pɑʔ³⁴	pɑʔ	paq7	34	老~~（伯伯）													
𥐙	𥐙	pʰɑʔ³⁴	pʰɑʔ	phaq7	34	擬聲詞													
拔	拔	bɑʔ²³	bɑʔ	baq8A	23														
跋	跋	bɑʔ²³	bɑʔ	baq8A	23														
鈸	钹	bɑʔ²³	bɑʔ	baq8A	23														
拔	拔	bɑʔ²³	bɑʔ	baq8A	23	泥~子（土坷垃）													
白	白	bɑʔ²³	bɑʔ	baq8A	23	茭~													
襪	袜	ʔmɑʔ⁵	ʔmɑʔ	maq8B	5														
韤	袜	ʔmɑʔ⁵	ʔmɑʔ	maq8B	5														
韈	袜	ʔmɑʔ⁵	ʔmɑʔ	maq8B	5														
抹	抹	ʔmɑʔ⁵	ʔmɑʔ	maq8B	5														
□		ʔmɑʔ⁵	ʔmɑʔ	maq8B	5	眼瞼下垂													
□		ʔmɑʔ⁵	ʔmɑʔ	maq8B	5	~肩（溜肩兒）													
陌	陌	mɑʔ²³	mɑʔ	maq8A	23	~生													
法	法	fɑʔ³⁴	fɑʔ	faq7	34														
砝	砝	fɑʔ³⁴	fɑʔ	faq7	34														
琺	法	fɑʔ³⁴	fɑʔ	faq7	34														
發	发	fɑʔ³⁴	fɑʔ	faq7	34														
髮	发	fɑʔ³⁴	fɑʔ	faq7	34														
豁	豁	fɑʔ³⁴	fɑʔ	faq7	34	~虎跳													
𨐶	𨐶	fɑʔ³⁴	fɑʔ	faq7	34	辣~~（灼痛）													
笏	笏	fɑʔ³⁴	fɑʔ	faq7	34	一~椽子（一檔椽子）													
搳	搳	fɑʔ³⁴	fɑʔ	faq7	34	~拳													
㩇	㩇	fɑʔ³⁴	fɑʔ	faq7	34	裂開													
掝	掝	fɑʔ³⁴	fɑʔ	faq7	34	裂開													
□		fɑʔ³⁴	fɑʔ	faq7	34	~溝（撐竿越過小河）													
甩	甩	fɑʔ³⁴	fɑʔ	faq7	34	~嘴巴掌（打耳光）													
甩	甩	fɑʔ³⁴	fɑʔ	faq7	34	~水（甩水），~乾（甩乾）													
乏	乏	vɑʔ²³	vɑʔ	vaq8A	23														
伐	伐	vɑʔ²³	vɑʔ	vaq8A	23														
筏	筏	vɑʔ²³	vɑʔ	vaq8A	23														
罰	罚	vɑʔ²³	vɑʔ	vaq8A	23														
閥	阀	vɑʔ²³	vɑʔ	vaq8A	23														
垡	垡	vɑʔ²³	vɑʔ	vaq8A	23														
䑔	䑔	vɑʔ²³	vɑʔ	vaq8A	23	舂去外殼後，再舂一次													
答	答	tɑʔ³⁴	tɑʔ	taq7	34	~應，應諾													
搭	搭	tɑʔ³⁴	tɑʔ	taq7	34														
褡	褡	tɑʔ³⁴	tɑʔ	taq7	34	~褳													
𤺥	𤺥	tɑʔ³⁴	tɑʔ	taq7	34														
瘩	瘩	tɑʔ³⁴	tɑʔ	taq7	34	~背													
鎝	𨱏	tɑʔ³⁴	tɑʔ	taq7	34														
嗒	嗒	tɑʔ³⁴	tɑʔ	taq7	34														
韃	鞑	tɑʔ³⁴	tɑʔ	taq7	34	~子，（舊時指元代蒙古士兵）													
耷	耷	tɑʔ³⁴	tɑʔ	taq7	34														
沓	沓	tɑʔ³⁴	tɑʔ	taq7	34	（量詞）													
妲	妲	tɑʔ³⁴	tɑʔ	taq7	34														
笪	笪	tɑʔ³⁴	tɑʔ	taq7	34														
靼	靼	tɑʔ³⁴	tɑʔ	taq7	34														
溚	溚	tɑʔ³⁴	tɑʔ	taq7	34	溼~~													
塔	塔	tʰɑʔ³⁴	tʰɑʔ	thaq7	34														
榻	榻	tʰɑʔ³⁴	tʰɑʔ	thaq7	34														
塌	塌	tʰɑʔ³⁴	tʰɑʔ	thaq7	34														
溻	溻	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	眼淚巴~													
搨	拓	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	~片，俗作拓，字本又作搭；塗膜：~藥膏；信筆書畫： ~幾筆													
搭	搭	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	~片，字又做搨													
獺	獭	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	水~貓													
遢	遢	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	邋~													
鰨	鳎	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	沙~魚													
躂	跶	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	打滑~													
闥	闼	tʰɑʔ³⁴	tʰɑʔ	thaq7	34														
撻	挞	tʰɑʔ³⁴	tʰɑʔ	thaq7	34														
韃	鞑	tʰɑʔ³⁴	tʰɑʔ	thaq7	34	~靼，老													
達	达	dɑʔ²³	dɑʔ	daq8A	23														
鐽	𫟼	dɑʔ²³	dɑʔ	daq8A	23														
踏	踏	dɑʔ²³	dɑʔ	daq8A	23	訓讀作蹋													
蹋	蹋	dɑʔ²³	dɑʔ	daq8A	23														
沓	沓	dɑʔ²³	dɑʔ	daq8A	23	雜~													
韃	鞑	dɑʔ²³	dɑʔ	daq8A	23	~靼，新													
捺	捺	ʔnɑʔ⁵	ʔnɑʔ	naq8B	5														
納	纳	ʔnɑʔ⁵	ʔnɑʔ	naq8B	5														
鈉	钠	ʔnɑʔ⁵	ʔnɑʔ	naq8B	5														
吶	呐	ʔnɑʔ⁵	ʔnɑʔ	naq8B	5														
衲	衲	ʔnɑʔ⁵	ʔnɑʔ	naq8B	5	補補~~													
臘	腊	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5	~月													
蠟	蜡	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5	~燭													
瘌	瘌	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5	~子													
癩	癞	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5	同瘌，~子													
鑞	镴	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5														
邋	邋	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5	~遢													
欄	栏	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5	柵~													
攔	拦	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5	半路裏~住他‖用籬笆~住													
辣	辣	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5														
剌	剌	ʔɭɑʔ⁵	ʔɭɑʔ	laq8B	5														
扎	扎	tsɑʔ³⁴	tsɑʔ	tsaq7	34	用針~；掙~													
紮	扎	tsɑʔ³⁴	tsɑʔ	tsaq7	34	駐~；~辮子													
眨	眨	tsɑʔ³⁴	tsɑʔ	tsaq7	34	~~眼睛													
札	札	tsɑʔ³⁴	tsɑʔ	tsaq7	34														
劄	札	tsɑʔ³⁴	tsɑʔ	tsaq7	34														
剳	札	tsɑʔ³⁴	tsɑʔ	tsaq7	34	同劄													
哳	哳	tsɑʔ³⁴	tsɑʔ	tsaq7	34	嘔啞嘲~													
匝	匝	tsɑʔ³⁴	tsɑʔ	tsaq7	34														
迊	迊	tsɑʔ³⁴	tsɑʔ	tsaq7	34	匝本作此													
帀	帀	tsɑʔ³⁴	tsɑʔ	tsaq7	34	匝本字													
咂	咂	tsɑʔ³⁴	tsɑʔ	tsaq7	34	~嘴													
砸	砸	tsɑʔ³⁴	tsɑʔ	tsaq7	34														
着	着	tsɑʔ³⁴	tsɑʔ	tsaq7	34	~忙，穿~，~棋，~膩，~想；副詞													
著	着	tsɑʔ³⁴	tsɑʔ	tsaq7	34	着本作此													
斫	斫	tsɑʔ³⁴	tsɑʔ	tsaq7	34	~草													
灼	灼	tsɑʔ³⁴	tsɑʔ	tsaq7	34														
酌	酌	tsɑʔ³⁴	tsɑʔ	tsaq7	34														
軋	轧	tsɑʔ³⁴	tsɑʔ	tsaq7	34	牛~糖，~鋼													
茁	茁	tsɑʔ³⁴	tsɑʔ	tsaq7	34														
□		tsɑʔ³⁴	tsɑʔ	tsaq7	34	~膩（勾芡）													
擦	擦	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
察	察	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
嚓	嚓	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
鑔	镲	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
插	插	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
鍤	锸	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
綽	绰	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34	~号													
焯	焯	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34	先~~													
婥	婥	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
勺	勺	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34	用勺、瓢等舀（糧食等）													
拆	拆	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34	~爛汙													
臿	臿	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34	再~~													
剎	刹	tsʰɑʔ³⁴	tsʰɑʔ	tshaq7	34														
着	着	dzɑʔ²³	dzɑʔ	dzaq8A	23	接觸；受到：~火、~手；睏~作													
殺	杀	sɑʔ³⁴	sɑʔ	saq7	34														
鎩	铩	sɑʔ³⁴	sɑʔ	saq7	34														
煞	煞	sɑʔ³⁴	sɑʔ	saq7	34														
剎	刹	sɑʔ³⁴	sɑʔ	saq7	34	~車，字又作煞													
薩	萨	sɑʔ³⁴	sɑʔ	saq7	34														
撒	撒	sɑʔ³⁴	sɑʔ	saq7	34	~手													
柵	栅	sɑʔ³⁴	sɑʔ	saq7	34	~欄													
𩐅	𩐅	sɑʔ³⁴	sɑʔ	saq7	34	楔子，字又作㪪													
㪪	㪪	sɑʔ³⁴	sɑʔ	saq7	34	楔子													
颯	飒	sɑʔ³⁴	sɑʔ	saq7	34														
爍	烁	sɑʔ³⁴	sɑʔ	saq7	34														
鑠	铄	sɑʔ³⁴	sɑʔ	saq7	34														
㜰	㜰	sɑʔ³⁴	sɑʔ	saq7	34														
歃	歃	sɑʔ³⁴	sɑʔ	saq7	34														
霎	霎	sɑʔ³⁴	sɑʔ	saq7	34														
刷	刷	sɑʔ³⁴	sɑʔ	saq7	34														
㕞	刷	sɑʔ³⁴	sɑʔ	saq7	34														
卅	卅	sɑʔ³⁴	sɑʔ	saq7	34														
□		sɑʔ³⁴	sɑʔ	saq7	34	~糞（漚糞）													
𠎷	𠎷	sɑʔ³⁴	sɑʔ	saq7	34														
㒎	㒎	sɑʔ³⁴	sɑʔ	saq7	34	同𠎷													
𢶍	𢶍	sɑʔ³⁴	sɑʔ	saq7	34	收緊；塞進													
䬊	䬊	sɑʔ³⁴	sɑʔ	saq7	34	~風													
𥈊	𥈊	sɑʔ³⁴	sɑʔ	saq7	34	眨													
㞚	㞚	sɑʔ³⁴	sɑʔ	saq7	34	櫼~ ，楔子													
勺	勺	zɑʔ²³	zɑʔ	zaq8A	23														
芍	芍	zɑʔ²³	zɑʔ	zaq8A	23														
妁	妁	zɑʔ²³	zɑʔ	zaq8A	23														
若	若	zɑʔ²³	zɑʔ	zaq8A	23														
弱	弱	zɑʔ²³	zɑʔ	zaq8A	23														
蒻	蒻	zɑʔ²³	zɑʔ	zaq8A	23														
碩	硕	zɑʔ²³	zɑʔ	zaq8A	23														
雜	杂	zɑʔ²³	zɑʔ	zaq8A	23	~亂無章													
閘	闸	zɑʔ²³	zɑʔ	zaq8A	23	訓讀爲牐													
牐	牐	zɑʔ²³	zɑʔ	zaq8A	23														
煠	炸	zɑʔ²³	zɑʔ	zaq8A	23	（油）煠；烀：~蕃芋；焯：~菠菜													
鍘	铡	zɑʔ²³	zɑʔ	zaq8A	23														
𧼰	𧼰	zɑʔ²³	zɑʔ	zaq8A	23	疾走；躥：一隻狗~出來													
𠎷	𠎷	zɑʔ²³	zɑʔ	zaq8A	23	又音													
□		zɑʔ²³	zɑʔ	zaq8A	23	~進~出，凹凸不平													
□		zɑʔ²³	zɑʔ	zaq8A	23	突然撞見或等候到：半路裏~他去（半路上等他去）													
□		zɑʔ²³	zɑʔ	zaq8A	23	~角（四邊形不太方正）													
夾	夹	kɑʔ³⁴	kɑʔ	kaq7	34														
裌	裌	kɑʔ³⁴	kɑʔ	kaq7	34														
袷	袷	kɑʔ³⁴	kɑʔ	kaq7	34														
甲	甲	kɑʔ³⁴	kɑʔ	kaq7	34														
鉀	钾	kɑʔ³⁴	kɑʔ	kaq7	34														
胛	胛	kɑʔ³⁴	kɑʔ	kaq7	34														
戛	戛	kɑʔ³⁴	kɑʔ	kaq7	34														
嘎	嘎	kɑʔ³⁴	kɑʔ	kaq7	34														
峽	峡	kɑʔ³⁴	kɑʔ	kaq7	34														
□		kɑʔ³⁴	kɑʔ	kaq7	34	『个啊』的合音詞，表疑問，用於句末：又音［kaɐ]													
恰	恰	kʰɑʔ³⁴	kʰɑʔ	khaq7	34														
掐	掐	kʰɑʔ³⁴	kʰɑʔ	khaq7	34														
□		kʰɑʔ³⁴	kʰɑʔ	khaq7	34	從上壓下：當心上頭東西~下來													
□		kʰɑʔ³⁴	kʰɑʔ	khaq7	34	扣押；扣除													
軋	轧	ɡɑʔ²³	ɡɑʔ	gaq8A	23	~棉花；擠；被卡住而不能動													
釓	钆	ɡɑʔ²³	ɡɑʔ	gaq8A	23														
錷	錷	ɡɑʔ²³	ɡɑʔ	gaq8A	23														
鴨	鸭	ʔŋɑʔ³⁴	ʔŋɑʔ	ngaq7	34														
押	押	ʔŋɑʔ³⁴	ʔŋɑʔ	ngaq7	34														
軋	轧	ʔŋɑʔ³⁴	ʔŋɑʔ	ngaq7	34	又音													
壓	压	ʔŋɑʔ³⁴	ʔŋɑʔ	ngaq7	34														
齾	齾	ʔŋɑʔ⁵	ʔŋɑʔ	ngaq8B	5	單字音：缺（齒）：~口；缺（口）													
□		ŋɑʔ²³	ŋɑʔ	ngaq8A	23	單字音：壓價													
齾	齾	ŋɑʔ²³	ŋɑʔ	ngaq8A	23	缺（齒）：~口；缺（口）													
□		ŋɑʔ²³	ŋɑʔ	ngaq8A	23	壓價													
瞎	瞎	xɑʔ³⁴	xɑʔ	haq7	34														
轄	辖	xɑʔ³⁴	xɑʔ	haq7	34														
呷	呷	xɑʔ³⁴	xɑʔ	haq7	34														
□		xɑʔ³⁴	xɑʔ	haq7	34	給，本字或爲匄													
□		xɑʔ³⁴	xɑʔ	haq7	34	被（介詞），本字或爲匄													
匄	匄	xɑʔ³⁴	xɑʔ	haq7	34	給；被（介詞）													
匣	匣	ɣɑʔ²³	ɣɑʔ	raq8A	23														
盒	盒	ɣɑʔ²³	ɣɑʔ	raq8A	23														
轄	辖	ɣɑʔ²³	ɣɑʔ	raq8A	23	又音													
狹	狭	ɣɑʔ²³	ɣɑʔ	raq8A	23														
狎	狎	ɣɑʔ²³	ɣɑʔ	raq8A	23														
黠	黠	ɣɑʔ²³	ɣɑʔ	raq8A	23														
阿	阿	ʔɑʔ³⁴	ʔɑʔ	aq7	34	前綴													
略	略	ʔɭiɑʔ⁵	ʔɭiɑʔ	liaq8B	5														
掠	掠	ʔɭiɑʔ⁵	ʔɭiɑʔ	liaq8B	5														
舐	舐	ʔɭiɑʔ⁵	ʔɭiɑʔ	liaq8B	5	舔碗的動作，白													
舓	舓	ʔɭiɑʔ⁵	ʔɭiɑʔ	liaq8B	5	舔碗的動作													
雀	雀	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34	老花~子（麻雀）													
爵	爵	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34														
腳	脚	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34														
甲	甲	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34	文													
蹻	𫏋	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34	瘸：~子													
夾	夹	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34	文													
鉀	钾	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34														
岬	岬	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34														
莢	荚	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34	文													
頰	颊	tɕiɑʔ³⁴	tɕiɑʔ	ciaq7	34	文													
雀	雀	tɕʰiɑʔ³⁴	tɕʰiɑʔ	ciaq7	34	~斑													
鵲	鹊	tɕʰiɑʔ³⁴	tɕʰiɑʔ	ciaq7	34														
卻	却	tɕʰiɑʔ³⁴	tɕʰiɑʔ	ciaq7	34														
洽	洽	tɕʰiɑʔ³⁴	tɕʰiɑʔ	ciaq7	34														
恰	恰	tɕʰiɑʔ³⁴	tɕʰiɑʔ	ciaq7	34	文													
皵	皵	tɕʰiɑʔ³⁴	tɕʰiɑʔ	ciaq7	34	~皮													
□		tɕʰiɑʔ³⁴	tɕʰiɑʔ	ciaq7	34	嵌入，插入：~版													
臄	臄	dʑiɑʔ²³	dʑiɑʔ	jiaq8A	23														
噱	噱	dʑiɑʔ²³	dʑiɑʔ	jiaq8A	23														
𧮫	𧮫	dʑiɑʔ²³	dʑiɑʔ	jiaq8A	23														
虐	虐	ʔȵiɑʔ⁵	ʔȵiɑʔ	gniaq8B	5														
瘧	疟	ʔȵiɑʔ⁵	ʔȵiɑʔ	gniaq8B	5														
捏	捏	ʔȵiɑʔ⁵	ʔȵiɑʔ	gniaq8B	5														
箬	箬	ʔȵiɑʔ⁵	ʔȵiɑʔ	gniaq8B	5	~套													
削	削	ɕiɑʔ³⁴	ɕiɑʔ	shiaq7	34														
謔	谑	ɕiɑʔ³⁴	ɕiɑʔ	shiaq7	34														
嚼	嚼	ʑiɑʔ²³	ʑiɑʔ	zhiaq8A	23														
狎	狎	ʑiɑʔ²³	ʑiɑʔ	zhiaq8A	23														
黠	黠	ʑiɑʔ²³	ʑiɑʔ	zhiaq8A	23														
俠	侠	ʑiɑʔ²³	ʑiɑʔ	zhiaq8A	23														
狹	狭	ʑiɑʔ²³	ʑiɑʔ	zhiaq8A	23	文													
峽	峡	ʑiɑʔ²³	ʑiɑʔ	zhiaq8A	23														
約	约	ʔiɑʔ³⁴	ʔiɑʔ	iaq7	34														
葯	葯	ʔiɑʔ³⁴	ʔiɑʔ	iaq7	34	白芷													
揠	揠	ʔiɑʔ³⁴	ʔiɑʔ	iaq7	34														
藥	药	ʔiɑʔ⁵	ʔiɑʔ	iaq8B	5														
藥	药	ɦiɑʔ²³	ɦiɑʔ	yaq8A	23														
鑰	钥	ɦiɑʔ²³	ɦiɑʔ	yaq8A	23														
躍	跃	ɦiɑʔ²³	ɦiɑʔ	yaq8A	23	大~進													
括	括	kuɑʔ³⁴	kuɑʔ	kuaq7	34														
聒	聒	kuɑʔ³⁴	kuɑʔ	kuaq7	34	~~叫													
刮	刮	kuɑʔ³⁴	kuɑʔ	kuaq7	34	~皮													
