單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	備註
諱		w	i	6		w	i	4		w	i	31	
胃		w	i	6		w	i	4		w	i	31	
渭		w	i	6		w	i	4		w	i	31	
蝟		w	i	6		w	i	4		w	i	31	
謂		w	i	6		w	i	4		w	i	31	
畫		w	aak	8		w	ak	8		w	ak	31	畫圖
劃		w	aak	8		w	ak	8		w	ak	31	
或		w	aak	8		w	ak	8		w	ak	31	
惑		w	aak	8		w	ak	8		w	ak	31	
允		w	an	1		w	aen	1		w	ɐn	23	
隕		w	an	1		w	aen	1		w	ɐn	23	
醞		w	an	1		w	aen	1		w	ɐn	23	
蘊		w	an	1		w	aen	1		w	ɐn	23	
溫		w	an	1		w	aen	1		w	ɐn	23	
塭		w	an	1		w	aen	1		w	ɐn	23	
允		w	an	2		w	aen	3		w	ɐn	35	姓氏
尹		w	an	2		w	aen	3		w	ɐn	35	姓氏
穩		w	an	2		w	aen	3		w	ɐn	35	
尹		w	an	5		w	aen	5		w	ɐn	21	
勻		w	an	4		w	aen	2		w	ɐn	22	
隕		w	an	5		w	aen	5		w	ɐn	21	
云		w	an	4		w	aen	2		w	ɐn	22	
芸		w	an	4		w	aen	2		w	ɐn	22	
耘		w	an	4		w	aen	2		w	ɐn	22	
雲		w	an	4		w	aen	2		w	ɐn	22	
渾		w	an	4		w	aen	2		w	ɐn	22	渾人，雄渾
魂		w	an	4		w	aen	2		w	ɐn	22	
暈		w	an	4		w	aen	2		w	ɐn	22	頭暈
暈		w	an	6		w	aen	4		w	ɐn	31	日暈
運		w	an	6		w	aen	4		w	ɐn	31	
韻		w	an	6		w	aen	4		w	ɐn	31	
渾		w	an	6		w	aen	4		w	ɐn	31	
混		w	an	6		w	aen	4		w	ɐn	31	
宏		w	aang	4		w	ang	2		w	aŋ	22	
閎		w	aang	4		w	ang	2		w	aŋ	22	
弘		w	aang	4		w	ang	2		w	aŋ	22	
橫		w	aang	4		w	ang	2		w	aŋ	22	
竑		w	aang	4		w	ang	2		w	aŋ	22	
核		w	at	5		w	aet	5		w	ɐt	21	
鷸		w	at	8		w	aet	8		w	ɐt	31	
核		w	at	8		w	aet	8		w	ɐt	31	
屈		w	at	7A		w	aet	6		w	ɐt	35	
尉		w	at	7A		w	aet	6		w	ɐt	35	
鬱		w	at	7A		w	aet	6		w	ɐt	35	
熨		w	at	7A		w	aet	6		w	ɐt	35	熨貼
窟		w	at	7A		w	aet	6		w	ɐt	35	
域		w	ik	8		w	ik	8		w	ɪk	31	
扔		w	ing	2		w	ing	3		w	ɪŋ	45	
榮		w	ing	4		w	ing	2		w	ɪŋ	22	
嶸		w	ing	4		w	ing	2		w	ɪŋ	22	
永		w	ing	5		w	ing	5		w	ɪŋ	21	
泳		w	ing	6		w	ing	4		w	ɪŋ	31	
詠		w	ing	6		w	ing	4		w	ɪŋ	31	
潁		w	ing	6		w	ing	4		w	ɪŋ	31	
穎		w	ing	6		w	ing	4		w	ɪŋ	31	
媧		w	o	1		w	o	1		w	ɔ	23	
蝸		w	o	1		w	o	1		w	ɔ	23	
喔		w	o	1		w	o	1		w	ɔ	23	
鍋		w	o	1		w	o	1		w	ɔ	23	
渦		w	o	1		w	o	1		w	ɔ	23	漩渦
窩		w	o	1		w	o	1		w	ɔ	23	
禾		w	o	4		w	o	2		w	ɔ	22	
和		w	o	4		w	o	2		w	ɔ	22	和諧
和		w	o	6		w	o	4		w	ɔ	31	唱和
禍		w	o	6		w	o	4		w	ɔ	31	
獲		w	ok	8		w	ok	8		w	ɔk	31	
穫		w	ok	8		w	ok	8		w	ɔk	31	
汪		w	ong	1		w	ong	1		w	ɔŋ	23	
枉		w	ong	2		w	ong	3		w	ɔŋ	35	
王		w	ong	4		w	ong	2		w	ɔŋ	22	國王
往		w	ong	5		w	ong	5		w	ɔŋ	21	
皇		w	ong	4		w	ong	2		w	ɔŋ	22	
凰		w	ong	4		w	ong	2		w	ɔŋ	22	
黃		w	ong	4		w	ong	2		w	ɔŋ	22	黃色
徨		w	ong	4		w	ong	2		w	ɔŋ	22	
惶		w	ong	4		w	ong	2		w	ɔŋ	22	
煌		w	ong	4		w	ong	2		w	ɔŋ	22	
潢		w	ong	4		w	ong	2		w	ɔŋ	22	
簧		w	ong	4		w	ong	2		w	ɔŋ	22	
磺		w	ong	4		w	ong	2		w	ɔŋ	22	
王		w	ong	6		w	ong	4		w	ɔŋ	31	王天下
旺		w	ong	6		w	ong	4		w	ɔŋ	31	
汙		w	u	1		w	u	1		w	u	23	
烏		w	u	1		w	u	1		w	u	23	
嗚		w	u	1		w	u	1		w	u	23	
惡		w	u	1		w	u	1		w	u	23	可惡
污		w	u	1		w	u	1		w	u	23	
滸		w	u	2		w	u	3		w	u	35	
塢		w	u	2		w	u	3		w	u	35	山塢
摀		w	u	2		w	u	3		w	u	35	
狐		w	u	4		w	u	2		w	u	22	
弧		w	u	4		w	u	2		w	u	22	
胡		w	u	4		w	u	2		w	u	22	
壺		w	u	4		w	u	2		w	u	22	
葫		w	u	4		w	u	2		w	u	22	
湖		w	u	4		w	u	2		w	u	22	
瑚		w	u	4		w	u	2		w	u	22	
糊		w	u	4		w	u	2		w	u	22	
蝴		w	u	4		w	u	2		w	u	22	
鬍		w	u	4		w	u	2		w	u	22	
芋		w	u	6		w	u	4		w	u	31	
芋		w	u	5		w	u	5		w	u	21	變調
瓠		w	u	6		w	u	4		w	u	31	
互		w	u	6		w	u	4		w	u	31	
護		w	u	6		w	u	4		w	u	31	
戶		w	u	6		w	u	4		w	u	31	
扈		w	u	6		w	u	4		w	u	31	
滬		w	u	6		w	u	4		w	u	31	
偎		w	waai	1		w	uai	1		w	uai	23	
徊		w	waai	4		w	uai	2		w	uai	22	
回		w	waai	4		w	uai	2		w	uai	22	
迴		w	waai	4		w	uai	2		w	uai	22	
洄		w	waai	4		w	uai	2		w	uai	22	
會		w	waai	5		w	uai	5		w	uai	21	會游泳
彙		w	waai	6		w	uai	4		w	uai	31	
會		w	waai	6		w	uai	4		w	uai	31	會計
匯		w	ui	6		w	ui	4		w	ui	31	
浣		w	waan	2		w	uan	3		w	uan	35	
惋		w	waan	2		w	uan	3		w	uan	35	
腕		w	waan	2		w	uan	3		w	uan	35	
碗		w	waan	2		w	uan	3		w	uan	35	
援		w	waan	4		w	uan	2		w	uan	22	
湲		w	waan	4		w	uan	2		w	uan	22	
桓		w	waan	4		w	uan	2		w	uan	22	
渙		w	waan	6		w	uan	4		w	uan	31	
瘓		w	waan	6		w	uan	4		w	uan	31	
換		w	waan	6		w	uan	4		w	uan	31	
緩		w	waan	6		w	uan	4		w	uan	31	
奐		w	waan	6		w	uan	4		w	uan	31	
喚		w	waan	6		w	uan	4		w	uan	31	
煥		w	waan	6		w	uan	4		w	uan	31	
玩		w	waan	6		w	uan	4		w	uan	31	玩弄
活		w	waat	8		w	uat	8		w	uat	31	
吒		z	aa	1		z	a	1		ʦ	a	23	哪吒
渣		z	aa	1		z	a	1		ʦ	a	23	
詐		z	aa	1		z	a	1		ʦ	a	23	
榨		z	aa	1		z	a	1		ʦ	a	23	
乍		z	aa	1		z	a	1		ʦ	a	23	
查		z	aa	1		z	a	1		ʦ	a	23	姓查
咱		z	aa	1		z	a	1		ʦ	a	23	
喳		z	aa	1		z	a	1		ʦ	a	23	
炸		z	aa	1		z	a	1		ʦ	a	23	
債		z	aai	1		z	ai	1		ʦ	ai	23	
齋		z	aai	1		z	ai	1		ʦ	ai	23	
寨		z	aai	6		z	ai	4		ʦ	ai	31	
湛		z	aam	1		z	am	1		ʦ	am	23	
蘸		z	aam	1		z	am	1		ʦ	am	23	
斬		z	aam	2		z	am	3		ʦ	am	35	
眨		z	aam	2		z	am	3		ʦ	am	35	
嶄		z	aam	2		z	am	3		ʦ	am	35	
站		z	aam	6		z	am	4		ʦ	am	31	
暫		d	aam	6		d	am	4		t	am	31	
贊		d	aan	1		d	an	1		t	an	23	
讚		d	aan	1		d	an	1		t	an	23	
盞		z	aan	2		z	an	3		ʦ	an	35	
綻		z	aan	6		z	an	4		ʦ	an	31	
棧		z	aan	6		z	an	4		ʦ	an	31	
撰		z	aan	6		z	an	4		ʦ	an	31	
賺		z	aan	6		z	an	4		ʦ	an	31	
習		d	aap	8		d	ap	8		t	ap	31	
襲		d	aap	8		d	ap	8		t	ap	31	
集		d	aap	8		d	ap	8		t	ap	31	
雜		d	aap	8		d	ap	8		t	ap	31	
閘		z	aap	8		z	ap	8		ʦ	ap	31	
砸		z	aap	8		z	ap	8		ʦ	ap	31	
鍘		z	aap	8		z	ap	8		ʦ	ap	31	
什		d	ap	8		d	ap	8		d	ap	31	什錦
砸		z	aap	7B		z	ap	7		ʦ	ap	23	
扎		z	aat	7B		z	at	7		ʦ	at	23	
紮		z	aat	7B		z	at	7		ʦ	at	23	
札		z	aat	7B		z	at	7		ʦ	at	23	
軋		z	aat	7B		z	at	7		ʦ	at	23	
罩		z	aau	1		z	au	1		ʦ	au	23	
肘		z	aau	2		z	au	3		ʦ	au	35	
嘲		z	aau	2		z	au	3		ʦ	au	35	
抓		z	aau	2		z	au	3		ʦ	au	35	
爪		z	aau	2		z	au	3		ʦ	au	35	
找		z	aau	2		z	au	3		ʦ	au	35	
罩		z	aau	5		z	au	5		ʦ	au	21	
驟		z	aau	6		z	au	4		ʦ	au	31	
擠		d	oi	1		d	oi	1		t	ɔi	23	
濟		d	oi	1		d	oi	1		t	ɔi	23	救濟
祭		d	oi	1		d	oi	1		t	ɔi	23	
際		d	oi	1		d	oi	1		t	ɔi	23	
劑		d	oi	1		d	oi	1		t	ɔi	23	
制		z	oi	1		z	oi	1		ʦ	ɔi	23	
製		z	oi	1		z	oi	1		ʦ	ɔi	23	
掣		z	oi	1		z	oi	1		ʦ	ɔi	23	
仔		d	aai	2		d	ai	3		t	ai	35	豬仔
滯		z	oi	6		z	oi	4		ʦ	ɔi	31	
擲		z	aak	8		z	ak	8		ʦ	ak	31	
擇		z	aak	8		z	ak	8		ʦ	ak	31	
澤		z	aak	8		z	ak	8		ʦ	ak	31	
宅		z	aak	8		z	ak	8		ʦ	ak	31	
摘		z	aak	8		z	ak	8		ʦ	ak	31	
則		d	aak	7A		d	ak	6		t	ak	35	
側		z	aak	7A		z	ak	6		ʦ	ak	35	
鯽		z	aak	7A		z	ak	6		ʦ	ak	35	鯽魚，白讀
鰂		z	aak	7A		z	ak	6		ʦ	ak	35	鯽魚
嘖		z	aak	7A		z	ak	6		ʦ	ak	35	
蚱		z	aak	7A		z	ak	6		ʦ	ak	35	
窄		z	aak	7A		z	ak	6		ʦ	ak	35	
責		z	aak	7A		z	ak	6		ʦ	ak	35	
仄		z	aak	7A		z	ak	6		ʦ	ak	35	
浸		d	am	1		d	aem	1		t	ɐm	23	
針		z	am	1		z	aem	1		ʦ	ɐm	23	
針		z	am	5		z	aem	5		ʦ	ɐm	21	打針，變調
斟		z	am	1		z	aem	1		ʦ	ɐm	23	
枕		z	am	1		z	aem	1		ʦ	ɐm	23	枕戈待旦
枕		z	am	2		z	aem	3		ʦ	ɐm	35	枕頭
怎		z	am	2		z	aem	3		ʦ	ɐm	35	
砧		z	am	5		z	aem	5		ʦ	ɐm	21	砧板
朕		z	am	6		z	aem	4		ʦ	ɐm	31	
俊		d	an	1		d	aen	1		t	ɐn	23	
駿		d	an	1		d	aen	1		t	ɐn	23	
津		d	an	1		d	aen	1		t	ɐn	23	
晉		d	an	1		d	aen	1		t	ɐn	23	
進		d	an	1		d	aen	1		t	ɐn	23	
竣		d	an	1		d	aen	1		t	ɐn	23	
峻		d	an	1		d	aen	1		t	ɐn	23	
肫		z	an	1		z	aen	1		ʦ	ɐn	23	
諄		z	an	1		z	aen	1		ʦ	ɐn	23	
真		z	an	1		z	aen	1		ʦ	ɐn	23	
振		z	an	1		z	aen	1		ʦ	ɐn	23	
震		z	an	1		z	aen	1		ʦ	ɐn	23	
賑		z	an	1		z	aen	1		ʦ	ɐn	23	
屯		z	an	1		z	aen	1		ʦ	ɐn	23	
珍		z	an	1		z	aen	1		ʦ	ɐn	23	
鎮		z	an	1		z	aen	1		ʦ	ɐn	23	
雋		z	an	1		z	aen	1		ʦ	ɐn	23	
圳		z	an	1		z	aen	1		ʦ	ɐn	23	
准		z	an	2		z	aen	3		ʦ	ɐn	35	
準		z	an	2		z	aen	3		ʦ	ɐn	35	
盡		d	an	6		d	aen	4		t	ɐn	31	
陣		z	an	6		z	aen	4		ʦ	ɐn	31	
儘		t	an	6		t	aen	4		t	ɐn	31	
曾		d	aang	1		d	ang	1		t	aŋ	23	曾孫
增		d	aang	1		d	ang	1		t	aŋ	23	
憎		d	aang	1		d	ang	1		t	aŋ	23	
睜		z	aang	1		z	ang	1		ʦ	aŋ	23	
崢		z	aang	1		z	ang	1		ʦ	aŋ	23	
爭		z	aang	1		z	ang	1		ʦ	aŋ	23	
猙		z	aang	1		z	ang	1		ʦ	aŋ	23	
箏		z	aang	1		z	ang	1		ʦ	aŋ	23	
諍		z	aang	1		z	ang	1		ʦ	aŋ	23	
僧		z	aang	1		z	ang	1		ʦ	aŋ	23	
掙		z	aang	1		z	ang	1		ʦ	aŋ	23	掙脫
贈		z	aang	6		z	ang	4		ʦ	aŋ	31	
掙		z	aang	6		z	ang	4		ʦ	aŋ	31	掙錢
汁		z	ap	7A		z	aep	6		ʦ	ɐp	35	
執		z	ap	7A		z	aep	6		ʦ	ɐp	35	
蟄		z	at	8		z	aet	8		ʦ	ɐt	31	
嫉		d	at	8		d	aet	8		t	ɐt	31	
疾		d	at	8		d	aet	8		t	ɐt	31	
姪		z	at	8		z	aet	8		ʦ	ɐt	31	
窒		z	at	8		z	aet	8		ʦ	ɐt	31	
卒		d	at	7A		d	aet	6		t	ɐt	35	士卒
猝		d	at	7A		d	aet	6		t	ɐt	35	
質		z	at	7A		z	aet	6		ʦ	ɐt	35	物質
怵		z	at	7A		z	aet	6		ʦ	ɐt	35	
啾		d	au	1		d	aeu	1		t	ɐu	23	
奏		d	ou	1		d	ou	1		t	ou	23	
晝		z	au	1		z	aeu	1		ʦ	ɐu	23	
舟		z	au	1		z	aeu	1		ʦ	ɐu	23	
州		z	au	1		z	aeu	1		ʦ	ɐu	23	
周		z	au	1		z	aeu	1		ʦ	ɐu	23	
洲		z	au	1		z	aeu	1		ʦ	ɐu	23	
鄒		z	ou	1		z	ou	1		ʦ	ou	23	
皺		z	ou	1		z	ou	1		ʦ	ou	23	
啁		z	au	1		z	aeu	1		ʦ	ɐu	23	
縐		z	ou	1		z	ou	1		ʦ	ou	23	
揪		z	au	1		z	aeu	1		ʦ	ɐu	23	
週		z	au	1		z	aeu	1		ʦ	ɐu	23	
咒		z	ou	1		z	ou	1		ʦ	ou	23	
揍		d	ou	1		d	ou	1		t	ou	23	
酒		d	au	2		d	aeu	3		t	ɐu	35	
走		d	ou	2		d	ou	3		t	ou	35	
袖		d	au	6		d	aeu	4		t	ɐu	31	
就		d	au	6		d	aeu	4		t	ɐu	31	
鷲		d	au	6		d	aeu	4		t	ɐu	31	
宙		z	au	6		z	aeu	4		ʦ	ɐu	31	
冑		z	au	6		z	aeu	4		ʦ	ɐu	31	
紂		z	au	6		z	aeu	4		ʦ	ɐu	31	
借		d	iaa	1		d	ia	1		t	ia	23	
遮		z	iaa	1		z	ia	1		ʦ	ia	23	
蔗		z	iaa	1		z	ia	1		ʦ	ia	23	
這		z	iaa	1		z	ia	1		ʦ	ia	23	
姐		d	iaa	2		d	ia	3		t	ia	35	
姐		d	iaa	5		d	ia	5		t	ia	21	變調
者		z	iaa	2		z	ia	3		ʦ	ia	35	
榭		d	iaa	6		d	ia	4		t	ia	31	
謝		d	iaa	6		d	ia	4		t	ia	31	
孜		d	i	1		d	i	1		t	i	23	
滋		d	i	1		d	i	1		t	i	23	
姿		d	i	1		d	i	1		t	i	23	
資		d	i	1		d	i	1		t	i	23	
諮		d	i	1		d	i	1		t	i	23	
恣		d	i	1		d	i	1		t	i	23	恣意
置		z	i	1		z	i	1		ʦ	i	23	
之		z	i	1		z	i	1		ʦ	i	23	
芝		z	i	1		z	i	1		ʦ	i	23	
識		z	i	1		z	i	1		ʦ	i	23	默而識之
志		z	i	1		z	i	1		ʦ	i	23	
誌		z	i	1		z	i	1		ʦ	i	23	
吱		z	i	1		z	i	1		ʦ	i	23	
氏		z	i	1		z	i	1		ʦ	i	23	月氏
支		z	i	1		z	i	1		ʦ	i	23	
枝		z	i	1		z	i	1		ʦ	i	23	
肢		z	i	1		z	i	1		ʦ	i	23	
漬		d	i	1		d	i	1		t	i	23	
知		z	i	1		z	i	1		ʦ	i	23	知識
蜘		z	i	1		z	i	1		ʦ	i	23	
智		z	i	1		z	i	1		ʦ	i	23	
脂		z	i	1		z	i	1		ʦ	i	23	
至		z	i	1		z	i	1		ʦ	i	23	
摯		z	i	1		z	i	1		ʦ	i	23	
緻		z	i	1		z	i	1		ʦ	i	23	
胝		z	i	1		z	i	1		ʦ	i	23	
致		z	i	1		z	i	1		ʦ	i	23	
豬		z	i	1		z	i	1		ʦ	i	23	
著		z	i	1		z	i	1		ʦ	i	23	顯著
諸		z	i	1		z	i	1		ʦ	i	23	
株		z	i	1		z	i	1		ʦ	i	23	
蛛		z	i	1		z	i	1		ʦ	i	23	
駐		z	i	1		z	i	1		ʦ	i	23	
朱		z	i	1		z	i	1		ʦ	i	23	
侏		z	i	1		z	i	1		ʦ	i	23	
珠		z	i	1		z	i	1		ʦ	i	23	
注		z	i	1		z	i	1		ʦ	i	23	
蛀		z	i	1		z	i	1		ʦ	i	23	
註		z	i	1		z	i	1		ʦ	i	23	
鑄		z	i	1		z	i	1		ʦ	i	23	
茱		z	i	1		z	i	1		ʦ	i	23	
齊		z	i	1		z	i	1		ʦ	i	23	齊衰
藷		z	i	1		z	i	1		ʦ	i	23	藷蔗
茲		d	i	1		d	i	1		t	i	23	在茲
銖		z	i	1		z	i	1		ʦ	i	23	
仔		d	i	2		d	i	3		t	i	35	仔細
子		d	i	2		d	i	3		t	i	35	
梓		d	i	2		d	i	3		t	i	35	
紫		d	i	2		d	i	3		t	i	35	
姊		d	i	2		d	i	3		t	i	35	
姊		d	ei	2		d	ei	3		t	ei	35	姐姐，白讀
徵		z	i	2		z	i	3		ʦ	i	35	古代五音之一
止		z	i	2		z	i	3		ʦ	i	35	
址		z	i	2		z	i	3		ʦ	i	35	
趾		z	i	2		z	i	3		ʦ	i	35	
祉		z	i	2		z	i	3		ʦ	i	35	
只		z	i	2		z	i	3		ʦ	i	35	
枳		z	i	2		z	i	3		ʦ	i	35	
咫		z	i	2		z	i	3		ʦ	i	35	
紙		z	i	2		z	i	3		ʦ	i	35	
旨		z	i	2		z	i	3		ʦ	i	35	
指		z	i	2		z	i	3		ʦ	i	35	
拄		z	i	2		z	i	3		ʦ	i	35	
主		z	i	2		z	i	3		ʦ	i	35	
祇		z	i	2		z	i	3		ʦ	i	35	同“只有”的“只”
煮		z	i	2		z	i	3		ʦ	i	35	
籽		d	i	2		d	i	3		t	i	35	
寺		d	i	6		d	i	4		t	i	31	
嗣		d	i	6		d	i	4		t	i	31	
飼		d	i	6		d	i	4		t	i	31	
巳		d	i	6		d	i	4		t	i	31	
祀		d	i	6		d	i	4		t	i	31	
耜		d	i	6		d	i	4		t	i	31	
治		z	i	6		z	i	4		ʦ	i	31	
伺		d	i	6		d	i	4		t	i	31	窺伺
字		d	i	6		d	i	4		t	i	31	
自		d	i	6		d	i	4		t	i	31	
稚		z	i	6		z	i	4		ʦ	i	31	
質		z	i	6		z	i	4		ʦ	i	31	人質
住		z	i	6		z	i	4		ʦ	i	31	
蓆		d	iaak	8		d	iak	8		t	iak	31	涼蓆
席		d	iaak	8		d	iak	8		t	iak	31	涼席
蓆		d	iaak	9		d	iak	9		t	iak	21	又音
席		d	iaak	9		d	iak	9		t	iak	21	又音
脊		d	iaak	7B		d	iak	7		t	iak	23	
炙		z	iaak	7B		z	iak	7		ʦ	iak	23	
隻		z	iaak	7B		z	iak	7		ʦ	iak	23	
瘠		d	iaak	7B		d	iak	7		t	iak	23	
正		z	iaang	1		z	iang	1		ʦ	iaŋ	23	好正，白讀
精		d	iaang	1		d	iang	1		t	iaŋ	23	好精，白讀
井		d	iaang	2		d	iang	3		t	iaŋ	35	
鄭		z	iaang	6		z	iang	4		ʦ	iaŋ	31	
淨		d	iaang	6		d	iang	4		t	iaŋ	31	乾淨，白讀
阱		d	iaang	6		d	iang	4		t	iaŋ	31	陷阱，白讀
席		d	ik	8		d	ik	8		t	ɪk	31	席位
夕		d	ik	8		d	ik	8		t	ɪk	31	
汐		d	ik	8		d	ik	8		t	ɪk	31	
蓆		d	ik	8		d	ik	8		t	ɪk	31	
寂		d	ik	8		d	ik	8		t	ɪk	31	
藉		d	ik	8		d	ik	8		t	ɪk	31	
籍		d	ik	8		d	ik	8		t	ɪk	31	
值		z	ik	8		z	ik	8		ʦ	ɪk	31	
植		z	ik	8		z	ik	8		ʦ	ɪk	31	
直		z	ik	8		z	ik	8		ʦ	ɪk	31	
殖		z	ik	8		z	ik	8		ʦ	ɪk	31	
矽		z	ik	8		z	ik	8		ʦ	ɪk	31	
績		d	ik	7A		d	ik	6		t	ɪk	35	
跡		d	ik	7A		d	ik	6		t	ɪk	35	
蹟		d	ik	7A		d	ik	6		t	ɪk	35	
積		d	ik	7A		d	ik	6		t	ɪk	35	
唧		d	ik	7A		d	ik	6		t	ɪk	35	
即		d	ik	7A		d	ik	6		t	ɪk	35	
即		d	ik	7B		d	ik	7		t	ɪk	23	又音
織		z	ik	7A		z	ik	6		ʦ	ɪk	35	
職		z	ik	7A		z	ik	6		ʦ	ɪk	35	
仄		z	ik	7A		z	ik	6		ʦ	ɪk	35	
尖		d	iaam	1		d	iam	1		t	iam	23	
漸		d	iaam	1		d	iam	1		t	iam	23	漸車帷裳
佔		z	iaam	1		z	iam	1		ʦ	iam	23	
詹		z	iaam	1		z	iam	1		ʦ	iam	23	
瞻		z	iaam	1		z	iam	1		ʦ	iam	23	
占		z	iaam	1		z	iam	1		ʦ	iam	23	
粘		z	iaam	1		z	iam	1		ʦ	iam	23	
沾		z	iaam	1		z	iam	1		ʦ	iam	23	
漸		d	iaam	6		d	iam	4		t	iam	31	逐漸
鑽		d	waan	1		d	uan	1		t	uan	23	
箋		d	in	1		d	in	1		t	in	23	
濺		d	in	1		d	in	1		t	in	23	濺濺
薦		d	in	1		d	in	1		t	in	23	
煎		d	in	1		d	in	1		t	in	23	
箭		d	in	1		d	in	1		t	in	23	
遵		d	in	1		d	in	1		t	in	23	
尊		d	an	1		d	aen	1		t	ɐn	23	
專		z	waan	1		z	uan	1		ʦ	uan	23	
轉		z	waan	1		z	uan	1		ʦ	uan	23	自轉
荐		d	in	1		d	in	1		t	in	23	
氈		z	in	1		z	in	1		ʦ	in	23	
顫		z	in	1		z	in	1		ʦ	in	23	
戰		z	in	1		z	in	1		ʦ	in	23	
餞		d	in	1		d	in	1		t	in	23	
鱒		d	an	1		d	aen	1		t	ɐn	23	
磚		z	in	1		z	in	1		ʦ	in	23	
剪		d	in	2		d	in	3		t	in	35	
翦		d	in	2		d	in	3		t	in	35	
轉		z	waan	2		z	uan	3		ʦ	uan	35	轉變
闡		z	in	2		z	in	3		ʦ	in	35	
展		z	in	2		z	in	3		ʦ	in	35	
輾		z	in	2		z	in	3		ʦ	in	35	輾轉
濺		d	in	6		d	in	4		t	in	31	飛濺
傳		z	waan	6		z	uan	4		ʦ	uan	31	傳奇
轉		z	waan	6		z	uan	4		ʦ	uan	31	
賤		d	in	6		d	in	4		t	in	31	
菁		d	ing	1		d	ing	1		t	ɪŋ	23	
晶		d	ing	1		d	ing	1		t	ɪŋ	23	
睛		d	ing	1		d	ing	1		t	ɪŋ	23	
精		d	ing	1		d	ing	1		t	ɪŋ	23	
征		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
怔		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
正		z	ing	1		z	ing	1		ʦ	ɪŋ	23	正月
政		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
貞		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
楨		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
禎		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
偵		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
癥		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
徵		z	ing	1		z	ing	1		ʦ	ɪŋ	23	徵求
蒸		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
證		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
症		z	ing	1		z	ing	1		ʦ	ɪŋ	23	
整		z	ing	2		z	ing	3		ʦ	ɪŋ	35	
剩		z	ing	6		z	ing	4		ʦ	ɪŋ	31	
淨		d	ing	6		d	ing	4		t	ɪŋ	31	
阱		d	ing	6		d	ing	4		t	ɪŋ	31	
靖		d	ing	6		d	ing	4		t	ɪŋ	31	
靜		d	ing	6		d	ing	4		t	ɪŋ	31	
著		z	iaak	8		z	iak	8		ʦ	iak	31	著涼
雀		d	iaak	9		d	iak	9		t	iak	21	
爵		d	iaak	7A		d	iak	6		t	iak	35	
雀		d	iaak	7A		d	iak	6		t	iak	35	
雀		d	iaak	7B		d	iak	7		t	iak	23	
鵲		d	iaak	7B		d	iak	7		t	iak	23	
著		z	iaak	7B		z	iak	7		ʦ	iak	23	著衫
勺		z	iaak	7B		z	iak	7		ʦ	iak	23	
灼		z	iaak	7B		z	iak	7		ʦ	iak	23	
酌		z	iaak	7B		z	iak	7		ʦ	iak	23	
嚼		d	iaak	7B		d	iak	7		t	iak	23	
將		d	iaang	1		d	iang	1		t	iaŋ	23	將來
漿		d	iaang	1		d	iang	1		t	iaŋ	23	
醬		d	iaang	1		d	iang	1		t	iaŋ	23	
仗		z	iaang	1		z	iang	1		ʦ	iaŋ	23	打仗
張		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
漲		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
帳		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
脹		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
章		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
彰		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
漳		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
璋		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
樟		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
障		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
蟑		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
賬		z	iaang	1		z	iang	1		ʦ	iaŋ	23	
蔣		d	iaang	2		d	iang	3		t	iaŋ	35	
槳		d	iaang	2		d	iang	3		t	iaŋ	35	
獎		d	iaang	2		d	iang	3		t	iaŋ	35	
長		z	iaang	2		z	iang	3		ʦ	iaŋ	35	長大
掌		z	iaang	2		z	iang	3		ʦ	iaŋ	35	
象		d	iaang	6		d	iang	4		t	iaŋ	31	
像		d	iaang	6		d	iang	4		t	iaŋ	31	
橡		d	iaang	6		d	iang	4		t	iaŋ	31	
仗		z	iaang	6		z	iang	4		ʦ	iaŋ	31	仗義
丈		z	iaang	6		z	iang	4		ʦ	iaŋ	31	
杖		z	iaang	6		z	iang	4		ʦ	iaŋ	31	
匠		d	iaang	6		d	iang	4		t	iaŋ	31	
浹		d	iaap	7B		d	iap	7		t	iap	23	
褶		d	iaap	7B		d	iap	7		t	iap	23	皺褶
接		d	iaap	7B		d	iap	7		t	iap	23	
囁		z	iaap	7B		z	iap	7		ʦ	iap	23	
輒		z	iaap	7B		z	iap	7		ʦ	iap	23	
摺		z	iaap	7B		z	iap	7		ʦ	iap	23	
