正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值	拼音	
儀	仪		i	2			ɨᶨ	24	i2	
夷	夷		i	2			ɨᶨ	24	i2	
怡	怡		i	2			ɨᶨ	24	i2	
宜	宜		i	2			ɨᶨ	24	i2	
咦	咦		ii	2	语气词		i	24	ii2	
姨	姨		i	2			ɨᶨ	24	i2	
胰	胰		i	2			ɨᶨ	24	i2	
移	移		i	2			ɨᶨ	24	i2	
遺	遗		i	2			ɨᶨ	24	i2	
疑	疑		i	2			ɨᶨ	24	i2	
彝	彝		i	2			ɨᶨ	24	i2	
已	已		i	3			ɨᶨ	31	i3	
以	以		i	3			ɨᶨ	31	i3	
矣	矣		i	3			ɨᶨ	31	i3	
蟻	蚁		i	3			ɨᶨ	31	i3	
倚	倚		i	3			ɨᶨ	31	i3	
椅	椅		i	3			ɨᶨ	31	i3	
億	亿		i	5			ɨᶨ	44	i5	
憶	忆		i	5			ɨᶨ	44	i5	
意	意		i	5			ɨᶨ	44	i5	
縊	缢		i	5			ɨᶨ	44	i5	
薏	薏		i	5			ɨᶨ	44	i5	
癔	癔		i	5			ɨᶨ	44	i5	
曳	曳		i	6	拖曳		ɨᶨ	33	i6	
義	义		i	6			ɨᶨ	33	i6	
藝	艺		i	6			ɨᶨ	33	i6	
刈	刈		i	6			ɨᶨ	33	i6	
議	议		i	6			ɨᶨ	33	i6	
異	异		i	6			ɨᶨ	33	i6	
易	易		i	6	容易		ɨᶨ	33	i6	
誼	谊		i	6			ɨᶨ	33	i6	
勩	勚		i	6	磨損		ɨᶨ	33	i6	
毅	毅		i	6			ɨᶨ	33	i6	
丫	丫		ia	1	丫鬟		ia	21	ia1	
呀	呀		ia	1			ia	21	ia1	
椰	椰		ia	1			ia	21	ia1	
耶	耶		ia	1			ia	21	ia1	
崖	崖		ia	2			ia	24	ia2	
涯	涯		ia	2			ia	24	ia2	
衙	衙		ia	2			ia	24	ia2	
爺	爷		ia	2	父親		ia	24	ia2	
雅	雅		ia	3			ia	31	ia3	
也	也		ia	3			ia	31	ia3	
冶	冶		ia	3			ia	31	ia3	
野	野		ia	3			ia	31	ia3	
亞	亚		ia	5			ia	44	ia5	
訝	讶		ia	5			ia	44	ia5	
氬	氩		ia	5			ia	44	ia5	
夜	夜		ia	6			ia	33	ia6	
液	液		iae	5	文读		iɛ	44	iae5	
約	约		iah	7			iaʔ	4	iah7	
樂	乐		iah	8	音樂		iaʔ	3	iah8	
藥	药		iah	8			iaʔ	3	iah8	
鑰	钥		iah	8			iaʔ	3	iah8	
岳	岳		iah	8			iaʔ	3	iah8	
嶽	岳		iah	8			iaʔ	3	iah8	
躍	跃		iah	8			iaʔ	3	iah8	
龠	龠		iah	8			iaʔ	3	iah8	
央	央		ian	1			iã	21	ian1	
泱	泱		ian	1			iã	21	ian1	
殃	殃		ian	1			iã	21	ian1	
鴦	鸯		ian	1			iã	21	ian1	
秧	秧		ian	1			iã	21	ian1	
揚	扬		ian	2			iã	24	ian2	
羊	羊		ian	2			iã	24	ian2	
陽	阳		ian	2			iã	24	ian2	
楊	杨		ian	2			iã	24	ian2	
佯	佯		ian	2			iã	24	ian2	
瘍	疡		ian	2			iã	24	ian2	
垟	垟		ian	2			iã	24	ian2	
徉	徉		ian	2			iã	24	ian2	
洋	洋		ian	2			iã	24	ian2	
痒	痒		ian	2			iã	24	ian2	
仰	仰		ian	3			iã	31	ian3	
養	养		ian	3			iã	31	ian3	
氧	氧		ian	3			iã	31	ian3	
癢	痒		ian	3			iã	31	ian3	
樣	样		ian	6			iã	33	ian6	
一	一		ieh	7			iəʔ	4	ieh7	
壹	壹		ieh	7			iəʔ	4	ieh7	
乙	乙		ieh	7			iəʔ	4	ieh7	
抑	抑		ieh	7			iəʔ	4	ieh7	
益	益		ieh	7			iəʔ	4	ieh7	
翼	翼		ieh	7			iəʔ	4	ieh7	
液	液		ieh	8			iəʔ	3	ieh8	
譯	译		ieh	8			iəʔ	3	ieh8	
易	易		ieh	8	貿易		iəʔ	3	ieh8	
逸	逸		ieh	8			iəʔ	3	ieh8	
蜴	蜴		ieh	8			iəʔ	3	ieh8	
因	因		ien	1			iəŋ	21	ien1	
陰	阴		ien	1			iəŋ	21	ien1	
茵	茵		ien	1			iəŋ	21	ien1	
蔭	荫		ien	1			iəŋ	21	ien1	
音	音		ien	1			iəŋ	21	ien1	
姻	姻		ien	1			iəŋ	21	ien1	
殷	殷		ien	1			iəŋ	21	ien1	
應	应		ien	1	應該		iəŋ	21	ien1	
英	英		ien	1			iəŋ	21	ien1	
鶯	莺		ien	1			iəŋ	21	ien1	
嬰	婴		ien	1			iəŋ	21	ien1	
嚶	嘤		ien	1			iəŋ	21	ien1	
罌	罂		ien	1			iəŋ	21	ien1	
纓	缨		ien	1			iəŋ	21	ien1	
瓔	璎		ien	1			iəŋ	21	ien1	
櫻	樱		ien	1			iəŋ	21	ien1	
鸚	鹦		ien	1			iəŋ	21	ien1	
鷹	鹰		ien	1			iəŋ	21	ien1	
吟	吟		ien	2			iəŋ	24	ien2	
銀	银		ien	2			iəŋ	24	ien2	
淫	淫		ien	2			iəŋ	24	ien2	
寅	寅		ien	2			iəŋ	24	ien2	
齦	龈		ien	2			iəŋ	24	ien2	
迎	迎		ien	2			iəŋ	24	ien2	
熒	荧		ien	2			iəŋ	24	ien2	
盈	盈		ien	2			iəŋ	24	ien2	
瑩	莹		ien	2			iəŋ	24	ien2	
螢	萤		ien	2			iəŋ	24	ien2	
營	营		ien	2			iəŋ	24	ien2	
楹	楹		ien	2			iəŋ	24	ien2	
蠅	蝇		ien	2			iəŋ	24	ien2	
嬴	嬴		ien	2			iəŋ	24	ien2	
贏	赢		ien	2			iəŋ	24	ien2	
瀛	瀛		ien	2			iəŋ	24	ien2	
尹	尹		ien	3			iəŋ	31	ien3	
引	引		ien	3			iəŋ	31	ien3	
飲	饮		ien	3	飲料		iəŋ	31	ien3	
蚓	蚓		ien	3			iəŋ	31	ien3	
隱	隐		ien	3			iəŋ	31	ien3	
癮	瘾		ien	3			iəŋ	31	ien3	
穎	颖		ien	3			iəŋ	31	ien3	
影	影		ien	3			iəŋ	31	ien3	
飲	饮		ien	5	飲泉		iəŋ	44	ien5	
印	印		ien	5			iəŋ	44	ien5	
應	应		ien	5	答應		iəŋ	44	ien5	
映	映		ien	5			iəŋ	44	ien5	
優	优		ieu	1			iʊ	21	ieu1	
憂	忧		ieu	1			iʊ	21	ieu1	
幽	幽		ieu	1			iʊ	21	ieu1	
悠	悠		ieu	1			iʊ	21	ieu1	
尤	尤		ieu	2			iʊ	24	ieu2	
由	由		ieu	2			iʊ	24	ieu2	
郵	邮		ieu	2			iʊ	24	ieu2	
猶	犹		ieu	2			iʊ	24	ieu2	
油	油		ieu	2			iʊ	24	ieu2	
疣	疣		ieu	2			iʊ	24	ieu2	
鈾	铀		ieu	2			iʊ	24	ieu2	
蚰	蚰		ieu	2			iʊ	24	ieu2	
魷	鱿		ieu	2			iʊ	24	ieu2	
遊	游		ieu	2	遊戲		iʊ	24	ieu2	
游	游		ieu	2	游泳		iʊ	24	ieu2	
蝣	蝣		ieu	2			iʊ	24	ieu2	
友	友		ieu	3			iʊ	31	ieu3	
有	有		ieu	3			iʊ	31	ieu3	
酉	酉		ieu	3			iʊ	31	ieu3	
莠	莠		ieu	3			iʊ	31	ieu3	
幼	幼		ieu	5			iʊ	44	ieu5	
又	又		ieu	6			iʊ	33	ieu6	
右	右		ieu	6			iʊ	33	ieu6	
佑	佑		ieu	6			iʊ	33	ieu6	
柚	柚		ieu	6			iʊ	33	ieu6	
宥	宥		ieu	6			iʊ	33	ieu6	
祐	祐		ieu	6			iʊ	33	ieu6	
誘	诱		ieu	6			iʊ	33	ieu6	
釉	釉		ieu	6			iʊ	33	ieu6	
咽	咽		ih	7	哽咽		iʔ	4	ih7	
噎	噎		ih	7			iʔ	4	ih7	
業	业		ih	8			iʔ	3	ih8	
葉	叶		ih	8			iʔ	3	ih8	
頁	页		ih	8			iʔ	3	ih8	
曳	曳		ih	8	搖曳		iʔ	3	ih8	
蔫	蔫		in	1			ĩ	21	in1	
胭	胭		in	1			ĩ	21	in1	
菸	烟		in	1			ĩ	21	in1	
煙	烟		in	1			ĩ	21	in1	
焉	焉		in	1			ĩ	21	in1	
閹	阉		in	1			ĩ	21	in1	
腌	腌		in	1			ĩ	21	in1	
嫣	嫣		in	1			ĩ	21	in1	
咽	咽		in	1	咽喉		ĩ	21	in1	
燕	燕		in	1	燕京		ĩ	21	in1	
延	延		in	2			ĩ	24	in2	
閆	闫		in	2			ĩ	24	in2	
芫	芫		in	2			ĩ	24	in2	
嚴	严		in	2			ĩ	24	in2	
言	言		in	2			ĩ	24	in2	
妍	妍		in	2			ĩ	24	in2	
炎	炎		in	2			ĩ	24	in2	
沿	沿		in	2			ĩ	24	in2	
研	研		in	2			ĩ	24	in2	
鹽	盐		in	2			ĩ	24	in2	
閻	阎		in	2			ĩ	24	in2	
蜒	蜒		in	2			ĩ	24	in2	
檐	檐		in	2			ĩ	24	in2	
奄	奄		in	3			ĩ	31	in3	
掩	掩		in	3			ĩ	31	in3	
演	演		in	3			ĩ	31	in3	
魘	魇		in	3	發魘		ĩ	31	in3	
厭	厌		in	5			ĩ	44	in5	
咽	咽		in	5	咽氣		ĩ	44	in5	
宴	宴		in	5			ĩ	44	in5	
燕	燕		in	5	燕子		ĩ	44	in5	
䞁	𬥺		in	5	比較長度		ĩ	44	in5	
艷	艳		in	6			ĩ	33	in6	
豔	艳		in	6			ĩ	33	in6	
驗	验		in	6			ĩ	33	in6	
諺	谚		in	6			ĩ	33	in6	
焰	焰		in	6			ĩ	33	in6	
么	幺		io	1			iɔ	21	io1	
夭	夭		io	1			iɔ	21	io1	
吆	吆		io	1			iɔ	21	io1	
妖	妖		io	1			iɔ	21	io1	
喓	喓		io	1			iɔ	21	io1	
腰	腰		io	1			iɔ	21	io1	
邀	邀		io	1			iɔ	21	io1	
要	要		io	1	要求		iɔ	21	io1	
堯	尧		io	2			iɔ	24	io2	
餚	肴		io	2	菜餚		iɔ	24	io2	
姚	姚		io	2			iɔ	24	io2	
窯	窑		io	2			iɔ	24	io2	
謠	谣		io	2			iɔ	24	io2	
搖	摇		io	2			iɔ	24	io2	
遙	遥		io	2			iɔ	24	io2	
瑤	瑶		io	2			iɔ	24	io2	
鰩	鳐		io	2			iɔ	24	io2	
仸	仸		io	3			iɔ	31	io3	
杳	杳		io	3			iɔ	31	io3	
舀	舀		io	3			iɔ	31	io3	
要	要		io	5	需要，重要		iɔ	44	io5	
鷂	鹞		io	6			iɔ	33	io6	
耀	耀		io	6			iɔ	33	io6	
郁	郁		ioh	7	馥郁，濃郁		iɔʔ	4	ioh7	
囿	囿		ioh	8	聚集		iɔʔ	3	ioh8	
玉	玉		ioh	8	玉器		iɔʔ	3	ioh8	
育	育		ioh	8			iɔʔ	3	ioh8	
獄	狱		ioh	8			iɔʔ	3	ioh8	
浴	浴		ioh	8			iɔʔ	3	ioh8	
欲	欲		ioh	8			iɔʔ	3	ioh8	
慾	欲		ioh	8			iɔʔ	3	ioh8	
雍	雍		ion	1			iɔŋ	21	ion1	
臃	臃		ion	1			iɔŋ	21	ion1	
榮	荣		ion	2			iɔŋ	24	ion2	
容	容		ion	2			iɔŋ	24	ion2	
蓉	蓉		ion	2			iɔŋ	24	ion2	
溶	溶		ion	2			iɔŋ	24	ion2	
榕	榕		ion	2			iɔŋ	24	ion2	
熔	熔		ion	2			iɔŋ	24	ion2	
鎔	镕		ion	2			iɔŋ	24	ion2	
融	融		ion	2			iɔŋ	24	ion2	
雄	雄		ion	2	雄雞		iɔŋ	24	ion2	
庸	庸		ion	2			iɔŋ	24	ion2	
擁	拥		ion	3			iɔŋ	31	ion3	
永	永		ion	3			iɔŋ	31	ion3	
甬	甬		ion	3			iɔŋ	31	ion3	
詠	咏		ion	3			iɔŋ	31	ion3	
泳	泳		ion	3			iɔŋ	31	ion3	
俑	俑		ion	3			iɔŋ	31	ion3	
勇	勇		ion	3			iɔŋ	31	ion3	
涌	涌		ion	3			iɔŋ	31	ion3	
湧	涌		ion	3			iɔŋ	31	ion3	
蛹	蛹		ion	3			iɔŋ	31	ion3	
踴	踊		ion	3			iɔŋ	31	ion3	
壅	壅		ion	5			iɔŋ	44	ion5	
佣	佣		ion	6	佣人		iɔŋ	33	ion6	
傭	佣		ion	6	雇傭		iɔŋ	33	ion6	
用	用		ion	6			iɔŋ	33	ion6	
曰	曰		iuh	8			iʊ?	3	iuh8	
月	月		iuh	8			iʊ?	3	iuh8	
玥	玥		iuh	8			iʊ?	3	iuh8	
閱	阅		iuh	8			iʊ?	3	iuh8	
悅	悦		iuh	8			iʊ?	3	iuh8	
越	越		iuh	8			iʊ?	3	iuh8	
粵	粤		iuh	8			iʊ?	3	iuh8	
鴛	鸳		iun	1			iʊ̃	21	iun1	
冤	冤		iun	1			iʊ̃	21	iun1	
淵	渊		iun	1			iʊ̃	21	iun1	
元	元		iun	2			iʊ̃	24	iun2	
園	园		iun	2			iʊ̃	24	iun2	
員	员		iun	2			iʊ̃	24	iun2	
袁	袁		iun	2			iʊ̃	24	iun2	
原	原		iun	2			iʊ̃	24	iun2	
圓	圆		iun	2			iʊ̃	24	iun2	
援	援		iun	2			iʊ̃	24	iun2	
緣	缘		iun	2			iʊ̃	24	iun2	
猿	猿		iun	2			iʊ̃	24	iun2	
源	源		iun	2			iʊ̃	24	iun2	
媛	媛		iun	2			iʊ̃	24	iun2	
遠	远		iun	3			iʊ̃	31	iun3	
苑	苑		iun	5			iʊ̃	44	iun5	
怨	怨		iun	5			iʊ̃	44	iun5	
院	院		iun	6			iʊ̃	33	iun6	
願	愿		iun	6			iʊ̃	33	iun6	
嘰	叽	j	i	1		tɕ	ɨᶨ	21	ji1	
飢	饥	j	i	1		tɕ	ɨᶨ	21	ji1	
饑	饥	j	i	1		tɕ	ɨᶨ	21	ji1	
璣	玑	j	i	1		tɕ	ɨᶨ	21	ji1	
機	机	j	i	1		tɕ	ɨᶨ	21	ji1	
肌	肌	j	i	1		tɕ	ɨᶨ	21	ji1	
雞	鸡	j	i	1		tɕ	ɨᶨ	21	ji1	
姬	姬	j	i	1		tɕ	ɨᶨ	21	ji1	
基	基	j	i	1		tɕ	ɨᶨ	21	ji1	
犄	犄	j	i	1		tɕ	ɨᶨ	21	ji1	
箕	箕	j	i	1		tɕ	ɨᶨ	21	ji1	
稽	稽	j	i	1		tɕ	ɨᶨ	21	ji1	
觭	觭	j	i	1		tɕ	ɨᶨ	21	ji1	
齏	齑	j	i	1		tɕ	ɨᶨ	21	ji1	
羈	羁	j	i	1		tɕ	ɨᶨ	21	ji1	
薺	荠	j	i	1	荸薺	tɕ	ɨᶨ	21	ji1	
穄	穄	j	i	1		tɕ	ɨᶨ	21	ji1	
朞	期	j	i	1	抓朞	tɕ	ɨᶨ	21	ji1	
期	期	j	i	1	抓期，期年	tɕ	ɨᶨ	21	ji1	
奇	奇	j	i	1	奇數	tɕ	ɨᶨ	21	ji1	
蜞	蜞	j	i	1	蟛蜞	tɕ	ɨᶨ	21	ji1	
几	几	j	i	3	茶几	tɕ	ɨᶨ	31	ji3	
幾	几	j	i	3	幾個	tɕ	ɨᶨ	31	ji3	
己	己	j	i	3		tɕ	ɨᶨ	31	ji3	
蟣	虮	j	i	3		tɕ	ɨᶨ	31	ji3	
擠	挤	j	i	3		tɕ	ɨᶨ	31	ji3	
濟	济	j	i	3	濟南	tɕ	ɨᶨ	31	ji3	
姐	姐	j	i	3		tɕ	ɨᶨ	31	ji3	
計	计	j	i	5		tɕ	ɨᶨ	44	ji5	
記	记	j	i	5		tɕ	ɨᶨ	44	ji5	
紀	纪	j	i	5		tɕ	ɨᶨ	44	ji5	
際	际	j	i	5		tɕ	ɨᶨ	44	ji5	
季	季	j	i	5		tɕ	ɨᶨ	44	ji5	
劑	剂	j	i	5		tɕ	ɨᶨ	44	ji5	
濟	济	j	i	5	經濟	tɕ	ɨᶨ	44	ji5	
既	既	j	i	5		tɕ	ɨᶨ	44	ji5	
繼	继	j	i	5		tɕ	ɨᶨ	44	ji5	
祭	祭	j	i	5		tɕ	ɨᶨ	44	ji5	
寄	寄	j	i	5		tɕ	ɨᶨ	44	ji5	
冀	冀	j	i	5		tɕ	ɨᶨ	44	ji5	
檵	檵	j	i	5	枸檵子（枸杞）	tɕ	ɨᶨ	44	ji5	
加	加	j	ia	1	增加	tɕ	ia	21	jia1	
佳	佳	j	ia	1		tɕ	ia	21	jia1	
枷	枷	j	ia	1	枷鎖	tɕ	ia	21	jia1	
痂	痂	j	ia	1		k	a	21	jia1	
家	家	j	ia	1	家庭	tɕ	ia	21	jia1	
袈	袈	j	ia	1		k	a	21	jia1	
嘉	嘉	j	ia	1		tɕ	ia	21	jia1	
苴	苴	j	ia	1	苴鎮	tɕ	ia	21	jia1	
賈	贾	j	ia	3	姓氏	tɕ	ia	31	jia3	
假	假	j	ia	3	真假，放假	tɕ	ia	31	jia3	
姐	姐	j	ia	3	姐姐	tɕ	ia	31	jia3	
價	价	j	ia	5		tɕ	ia	44	jia5	
駕	驾	j	ia	5		tɕ	ia	44	jia5	
架	架	j	ia	5	高架	tɕ	ia	44	jia5	
嫁	嫁	j	ia	5		tɕ	ia	44	jia5	
稼	稼	j	ia	5		tɕ	ia	44	jia5	
借	借	j	ia	5		tɕ	ia	44	jia5	
階	阶	j	iae	1		tɕ	iɛ	21	jiae1	
皆	皆	j	iae	1		tɕ	iɛ	21	jiae1	
解	解	j	iae	3	解放	tɕ	iɛ	31	jiae3	
介	介	j	iae	5		tɕ	iɛ	44	jiae5	
屆	届	j	iae	5		tɕ	iɛ	44	jiae5	
界	界	j	iae	5	世界	tɕ	iɛ	44	jiae5	
誡	诫	j	iae	5		tɕ	iɛ	44	jiae5	
械	械	j	iae	5		tɕ	iɛ	44	jiae5	
甲	甲	j	iaeh	7	甲板	tɕ	iaʔ	4	jiaeh7	
鉀	钾	j	iaeh	7		tɕ	iaʔ	4	jiaeh7	
奸	奸	j	iaen	1		tɕ	iɛ̃	21	jiaen1	
姦	奸	j	iaen	1		tɕ	iɛ̃	21	jiaen1	
間	间	j	iaen	1	時間	tɕ	iɛ̃	21	jiaen1	
艱	艰	j	iaen	1		tɕ	iɛ̃	21	jiaen1	
監	监	j	iaen	1	監牢	tɕ	iɛ̃	21	jiaen1	
柬	柬	j	iaen	3	請柬	tɕ	iɛ̃	31	jiaen3	
減	减	j	iaen	3	減法	tɕ	iɛ̃	31	jiaen3	
簡	简	j	iaen	3		tɕ	iɛ̃	31	jiaen3	
鹼	碱	j	iaen	3		tɕ	iɛ̃	31	jiaen3	
間	间	j	iaen	5	離間	tɕ	iɛ̃	44	jiaen5	
監	监	j	iaen	5	太監	tɕ	iɛ̃	44	jiaen5	
鑑	鉴	j	iaen	5		tɕ	iɛ̃	44	jiaen5	
腳	脚	j	iah	7		tɕ	iaʔ	4	jiah7	
覺	觉	j	iah	7	自覺	tɕ	iaʔ	4	jiah7	
爵	爵	j	iah	7		tɕ	iaʔ	4	jiah7	
雀	雀	j	iah	7	麻雀	tɕ	iaʔ	4	jiah7	
江	江	j	ian	1		tɕ	iã	21	jian1	
將	将	j	ian	1	將軍	tɕ	iã	21	jian1	
姜	姜	j	ian	1		tɕ	iã	21	jian1	
薑	姜	j	ian	1		tɕ	iã	21	jian1	
漿	浆	j	ian	1		tɕ	iã	21	jian1	
僵	僵	j	ian	1		tɕ	iã	21	jian1	
韁	缰	j	ian	1		tɕ	iã	21	jian1	
疆	疆	j	ian	1		tɕ	iã	21	jian1	
講	讲	j	ian	3		tɕ	iã	31	jian3	
獎	奖	j	ian	3		tɕ	iã	31	jian3	
槳	桨	j	ian	3		tɕ	iã	31	jian3	
蔣	蒋	j	ian	3		tɕ	iã	31	jian3	
膙	膙	j	ian	3		tɕ	iã	31	jian3	
將	将	j	ian	5	大將	tɕ	iã	44	jian5	
降	降	j	ian	5	下降	tɕ	iã	44	jian5	
醬	酱	j	ian	5		tɕ	iã	44	jian5	
犟	犟	j	ian	5	犟嘴	tɕ	iã	44	jian5	
給	给	j	ieh	7	供給	tɕ	iəʔ	4	jieh7	
擊	击	j	ieh	7		tɕ	iəʔ	4	jieh7	
圾	圾	j	ieh	7		tɕ	iəʔ	4	jieh7	
唧	唧	j	ieh	7		tɕ	iəʔ	4	jieh7	
積	积	j	ieh	7	面積	tɕ	iəʔ	4	jieh7	
激	激	j	ieh	7		tɕ	iəʔ	4	jieh7	
吉	吉	j	ieh	7		tɕ	iəʔ	4	jieh7	
級	级	j	ieh	7		tɕ	iəʔ	4	jieh7	
即	即	j	ieh	7		tɕ	iəʔ	4	jieh7	
急	急	j	ieh	7		tɕ	iəʔ	4	jieh7	
棘	棘	j	ieh	7		tɕ	iəʔ	4	jieh7	
脊	脊	j	ieh	7		tɕ	iəʔ	4	jieh7	
戟	戟	j	ieh	7		tɕ	iəʔ	4	jieh7	
跡	迹	j	ieh	7		tɕ	iəʔ	4	jieh7	
蹟	迹	j	ieh	7		tɕ	iəʔ	4	jieh7	
績	绩	j	ieh	7		tɕ	iəʔ	4	jieh7	
鯽	鲫	j	ieh	7		tɕ	iəʔ	4	jieh7	
巾	巾	j	ien	1		tɕ	iəŋ	21	jien1	
斤	斤	j	ien	1		tɕ	iəŋ	21	jien1	
今	今	j	ien	1		tɕ	iəŋ	21	jien1	
金	金	j	ien	1		tɕ	iəŋ	21	jien1	
津	津	j	ien	1		tɕ	iəŋ	21	jien1	
筋	筋	j	ien	1		tɕ	iəŋ	21	jien1	
襟	襟	j	ien	1		tɕ	iəŋ	21	jien1	
禁	禁	j	ien	1	弱不禁風	tɕ	iəŋ	21	jien1	
莖	茎	j	ien	1		tɕ	iəŋ	21	jien1	
京	京	j	ien	1		tɕ	iəŋ	21	jien1	
涇	泾	j	ien	1		tɕ	iəŋ	21	jien1	
經	经	j	ien	1		tɕ	iəŋ	21	jien1	
荊	荆	j	ien	1		tɕ	iəŋ	21	jien1	
菁	菁	j	ien	1		tɕ	iəŋ	21	jien1	
旌	旌	j	ien	1		tɕ	iəŋ	21	jien1	
惊	惊	j	ien	1		tɕ	iəŋ	21	jien1	
驚	惊	j	ien	1		tɕ	iəŋ	21	jien1	
晶	晶	j	ien	1		tɕ	iəŋ	21	jien1	
睛	睛	j	ien	1		tɕ	iəŋ	21	jien1	
精	精	j	ien	1		tɕ	iəŋ	21	jien1	
鯨	鲸	j	ien	1		tɕ	iəŋ	21	jien1	
僅	仅	j	ien	3		tɕ	iəŋ	31	jien3	
儘	尽	j	ien	3	儘量	tɕ	iəŋ	31	jien3	
緊	紧	j	ien	3		tɕ	iəŋ	31	jien3	
錦	锦	j	ien	3		tɕ	iəŋ	31	jien3	
謹	谨	j	ien	3		tɕ	iəŋ	31	jien3	
瑾	瑾	j	ien	3		tɕ	iəŋ	31	jien3	
槿	槿	j	ien	3		tɕ	iəŋ	31	jien3	
井	井	j	ien	3		tɕ	iəŋ	31	jien3	
頸	颈	j	ien	3		tɕ	iəŋ	31	jien3	
景	景	j	ien	3		tɕ	iəŋ	31	jien3	
警	警	j	ien	3		tɕ	iəŋ	31	jien3	
境	境	j	ien	3	箇境	tɕ	iəŋ	31	jien3	
進	进	j	ien	5		tɕ	iəŋ	44	jien5	
劤	劲	j	ien	5		tɕ	iəŋ	44	jien5	
勁	劲	j	ien	5		tɕ	iəŋ	44	jien5	
晉	晋	j	ien	5		tɕ	iəŋ	44	jien5	
浸	浸	j	ien	5		tɕ	iəŋ	44	jien5	
禁	禁	j	ien	5	禁止	tɕ	iəŋ	44	jien5	
逕	径	j	ien	5		tɕ	iəŋ	44	jien5	
徑	径	j	ien	5		tɕ	iəŋ	44	jien5	
脛	胫	j	ien	5		tɕ	iəŋ	44	jien5	
竟	竟	j	ien	5		tɕ	iəŋ	44	jien5	
敬	敬	j	ien	5		tɕ	iəŋ	44	jien5	
境	境	j	ien	5	邊境	tɕ	iəŋ	44	jien5	
鏡	镜	j	ien	5		tɕ	iəŋ	44	jien5	
糾	纠	j	ieu	1		tɕ	iʊ	21	jieu1	
鳩	鸠	j	ieu	1		tɕ	iʊ	21	jieu1	
赳	赳	j	ieu	1		tɕ	iʊ	21	jieu1	
鬮	阄	j	ieu	1		tɕ	iʊ	21	jieu1	
揪	揪	j	ieu	1		tɕ	iʊ	21	jieu1	
鬏	鬏	j	ieu	1		ʨ	iʊ	21	jieu1	
九	九	j	ieu	3		tɕ	iʊ	31	jieu3	
久	久	j	ieu	3		tɕ	iʊ	31	jieu3	
玖	玖	j	ieu	3		tɕ	iʊ	31	jieu3	
灸	灸	j	ieu	3		tɕ	iʊ	31	jieu3	
韭	韭	j	ieu	3		tɕ	iʊ	31	jieu3	
酒	酒	j	ieu	3		tɕ	iʊ	31	jieu3	
究	究	j	ieu	5		tɕ	iʊ	44	jieu5	
救	救	j	ieu	5		tɕ	iʊ	44	jieu5	
㾭	㾭	j	ieu	5	㾭筋（抽筋）	tɕ	iʊ	44	jieu5	
接	接	j	ih	7		tɕ	iʔ	4	jih7	
揭	揭	j	ih	7		tɕ	iʔ	4	jih7	
節	节	j	ih	7		tɕ	iʔ	4	jih7	
劫	劫	j	ih	7		tɕ	iʔ	4	jih7	
潔	洁	j	ih	7		tɕ	iʔ	4	jih7	
結	结	j	ih	7		tɕ	iʔ	4	jih7	
睫	睫	j	ih	7		tɕ	iʔ	4	jih7	
尖	尖	j	in	1		tɕ	ĩ	21	jin1	
堅	坚	j	in	1		tɕ	ĩ	21	jin1	
肩	肩	j	in	1		tɕ	ĩ	21	jin1	
兼	兼	j	in	1		tɕ	ĩ	21	jin1	
搛	搛	j	in	1	搛菜	tɕ	ĩ	21	jin1	
煎	煎	j	in	1		tɕ	ĩ	21	jin1	
苴	苴	j	in	1		tɕ	ĩ	21	jin1	
繭	茧	j	in	3		tɕ	ĩ	31	jin3	
儉	俭	j	in	3		tɕ	ĩ	31	jin3	
撿	捡	j	in	3		tɕ	ĩ	31	jin3	
檢	检	j	in	3		tɕ	ĩ	31	jin3	
趼	趼	j	in	3		tɕ	ĩ	31	jin3	
剪	剪	j	in	3		tɕ	ĩ	31	jin3	
謇	謇	j	in	3		tɕ	ĩ	31	jin3	
見	见	j	in	5		tɕ	ĩ	44	jin5	
建	建	j	in	5		tɕ	ĩ	44	jin5	
薦	荐	j	in	5		tɕ	ĩ	44	jin5	
劍	剑	j	in	5		tɕ	ĩ	44	jin5	
健	健	j	in	5		tɕ	ĩ	44	jin5	
毽	毽	j	in	5		tɕ	ĩ	44	jin5	
鍵	键	j	in	5		tɕ	ĩ	44	jin5	
箭	箭	j	in	5		tɕ	ĩ	44	jin5	
交	交	j	io	1	交通	tɕ	iɔ	21	jio1	
郊	郊	j	io	1		tɕ	iɔ	21	jio1	
澆	浇	j	io	1	澆水	tɕ	iɔ	21	jio1	
嬌	娇	j	io	1		tɕ	iɔ	21	jio1	
姣	姣	j	io	1		tɕ	iɔ	21	jio1	
驕	骄	j	io	1		tɕ	iɔ	21	jio1	
膠	胶	j	io	1	膠水	tɕ	iɔ	21	jio1	
椒	椒	j	io	1		tɕ	iɔ	21	jio1	
蛟	蛟	j	io	1		tɕ	iɔ	21	jio1	
焦	焦	j	io	1		tɕ	iɔ	21	jio1	
蕉	蕉	j	io	1		tɕ	iɔ	21	jio1	
僥	侥	j	io	3		tɕ	iɔ	31	jio3	
佼	佼	j	io	3		tɕ	iɔ	31	jio3	
狡	狡	j	io	3		tɕ	iɔ	31	jio3	
餃	饺	j	io	3		tɕ	iɔ	31	jio3	
絞	绞	j	io	3		ʨ	iɔ	31	jio3	
矯	矫	j	io	3		tɕ	iɔ	31	jio3	
