id	ini	fn	pt	单字	IPA	注释	
1774	ts	ɐp	024	汁	tsɐp24	果汁	
1775	s	ɐm	33	深	sɐm33	深入	
1776	s	ɐm	21	沈	sɐm21	沈阳	
1777	s	ɐm	21	嬸	sɐm21	叔之妻	
1778	s	ɐm	21	審	sɐm21	审问	
1779	s	ɐp	024	濕	sɐp24	湿润	
1780	s	ɐm	53	甚	sɐm53	甚至	
1781	s	ɐp	053	十	sɐp53	第十	
1782	s	ɐp	053	拾	sɐp53	拾金不昧	
1783	j	ɐm	41	壬	jɐm41	天干第九	
1784	j	ɐm	53	任	jɐm53	姓	
1785	#$0235	ɐm	53	任	ȵɐm53	责任	
1786	#$0235	ɐm	53	紝	ȵɐm53	缝纴	
1787	j	ɐp	053	入	jɐp53	进入	
1788	k	ɛm	33	今	kɛm33	今天	
1789	k	ɛm	33	金	kɛm33	金银	
1790	k	ɛm	25	禁	kɛm25	禁不住	
1791	kʰ	ɛm	33	襟	kʰɛm33	连襟	
1792	k	ɛm	21	錦	kɛm21	锦绣	
1793	k	ɛm	25	禁	kɛm25	禁止	
1794	k	ɛp	021	急	kɛp21	急忙	
1795	kʰ	ɛp	021	級	kʰɛp21	年级	
1796	kʰ	ɛp	021	給	kʰɛp21	供给，给予	
1797	h	ɛm	33	欽	hɛm33	钦差	
1799	h	ip	021	泣	hip21	哭泣	1
1800	kʰ	ɛm	41	琴	kʰɛm41	弹琴	
1801	kʰ	ɛm	41	禽	kʰɛm41	家禽	
1802	kʰ	ɛm	41	擒	kʰɛm41	擒拿	
1803	kʰ	ɛm	21	妗	kʰɛm21	舅母	
1804	k	ɛp	021	及	kɛp21	及时	
1805	#$0235	ɐm	41	吟	ȵɐm41	吟诗	
1806	kʰ	iɛp	021	吸	kʰiɛp21	呼吸	
1807	j	ɐm	33	音	jɐm33	音乐	
1808	j	ɐm	33	陰	jɐm33	阴天	
1809	j	ɐm	21	飲	jɐm21	米汤（名）	
1810	j	ɐm	21	飲	jɐm21	饮酒（动）	
1811	j	ɐm	33	蔭	jɐm33	屋子很荫	
1812	j	ɐp	024	揖	jɐp24	作揖	
1813	j	ɐm	41	淫	jɐm41	淫荡	
1814	t	an	33	單	tan33	单独	
1815	t	an	33	丹	tan33	人丹	
1816	tʰ	an	21	疸	tʰan21	黄疸	
1817	t	an	25	旦	tan25	元旦	
1818	tʰ	an	33	灘	tʰan33	沙滩	
1819	tʰ	an	33	攤	tʰan33	摊开	
1820	tʰ	an	21	癱	tʰan21	瘫痪	
1821	tʰ	an	21	坦	tʰan21	坦白	
1822	tʰ	an	25	嘆	tʰan25	叹气	
1823	tʰ	an	25	炭	tʰan25	木炭	
1824	tʰ	an	41	彈	tʰan41	弹琴	
1825	tʰ	an	41	檀	tʰan41	檀香	
1826	tʰ	an	41	壇	tʰan41	天坛	
1827	t	an	25	誕	tan25	诞生	
1828	t	an	53	彈	tan53	子弹	
1829	t	an	53	但	tan53	但是	
1830	t	an	53	蛋	tan53	鸡蛋	
1831	t	at	053	達	tat53	达到	
1832	n	an	41	難	nan41	很难	
1833	n	an	53	難	nan53	患难	
1835	l	an	41	蘭	lan41	兰花	
1836	l	an	41	攔	lan41	拦住	
1837	l	an	41	欄	lan41	栏杆	
1838	l	an	33	欄	lan33	猪栏	
1839	l	an	21	懶	lan21	懒惰	
1840	l	an	53	爛	lan53	腐烂	
1841	l	at	053	辣	lat53	泼辣；辣椒	
1842	ts	an	25	贊	tsan25	赞助	
1843	ts	an	25	灒	tsan25	溅水，灒水（打铁器）	
1844	tsʰ	an	33	餐	tsʰan33	快餐	
1845	tsʰ	an	25	燦	tsʰan25	灿烂	
1846	tsʰ	at	021	擦	tsʰat21	擦洗	
1847	tsʰ	an	41	殘	tsʰan41	残疾	
1848	s	an	33	珊	san33	珊瑚	
1849	ɬ	an	25	散	ɬan25	分散	
1850	ɬ	an	25	傘	ɬan25	雨伞	
1851	ɬ	an	21	散	ɬan21	松散	
1852	ɬ	at	021	撒	ɬat21	撒手，撒种	
1853	ɬ	at	021	薩	ɬat21	菩萨	
1854	k	on	33	干	kon33	天干地支	
1855	k	on	33	乾	kon33	干湿	
1856	k	on	33	竿	kon33	竹竿	
1857	k	on	33	肝	kon33	猪肝	
1858	k	on	21	桿	kon21	枪杆	
1859	k	on	21	稈	kon21	禾秆	
1860	k	on	21	趕	kon21	赶走	
1861	k	on	25	幹	kon25	干部	
1862	k	ot	021	割	kot21	收割	
1863	k	ot	021	葛	kot21	诸葛亮	
1864	h	on	25	看	hon25	看守，看牛	
1865	h	on	21	刊	hon21	报刊	
1866	h	on	25	看	hon25	看见	
1867	h	ot	021	渴	hot21	口渴	
1868	ŋ	on	53	岸	ŋon53	口岸	
1869	h	on	53	鼾	hon53	鼾声	
1870	h	on	21	罕	hon21	罕见	
1871	h	on	25	漢	hon25	汉族	
1872	h	ot	021	喝	hot21	喝酒	
1873	h	on	41	寒	hon41	寒冷	
1874	h	on	41	韓	hon41	韩国	
1875	h	on	21	旱	hon21	干旱	
1876	h	on	53	焊	hon53	电焊	
1877	h	on	53	汗	hon53	出汗	
1878	h	on	53	翰	hon53	翰林；人名用字	
1879		on	33	安	on33	安全	
1880		on	33	鞍	on33	马鞍	
1881		on	25	按	on25	按照	
1882		on	25	案	on25	档案	
1883	p	an	53	扮	pan53	打扮	
1884	p	at	021	八	pat21	第八	
1885	pʰ	an	25	盼	pʰan25	盼望	
1886	p	an	53	辦	pan53	办法	
1887	p	an	53	瓣	pan53	花瓣	
1888	p	at	053	拔	pat53	选拔	
1889	m	ot	021	抹	mot21	抹布	
1890	ts	an	21	盞	tsan21	灯盏	
1891	ts	at	021	札	tsat21	札记	
1892	ts	at	021	紮	tsat21	驻扎	
1893	tsʰ	an	21	鏟	tsʰan21	铲草	
1894	tsʰ	at	021	察	tsʰat21	观察	
1895	s	an	33	山	san33	山顶	
1896	tsʰ	an	21	産	tsʰan21	生产	
1897	s	at	021	殺	sat21	自杀	
1898	s	at	021	煞	sat21	凶神恶煞；煞费苦心	
1899	k	an	33	艱	kan33	艰苦	
1900	k	an	33	間	kan33	中间	
1901	k	an	21	簡	kan21	简单	
1902	k	an	21	柬	kan21	请柬	
1903	k	an	21	揀	kan21	拣菜	
1904	k	an	25	間	kan25	间断	
1905	ŋ	an	21	眼	ŋan21	眼镜	
1906	h	an	41	閑	han41	空闲	
1907	h	an	53	限	han53	限制	
1908	h	iɛn	53	莧	hiɛn53	苋菜	
1909	ts	at	021	軋	tsat21	被车轧；轧钢厂	
1910	p	an	33	班	pan33	班级	
1911	p	an	33	斑	pan33	雀斑	
1912	p	an	33	頒	pan33	颁布	
1913	p	an	21	扳	pan21	扳手，枪的扳机	
1914	p	an	21	板	pan21	石板	
1915	p	an	21	版	pan21	出版	
1916	pʰ	an	33	攀	pʰan33	高攀	
1917	m	an	41	蠻	man41	野蛮	
1918	m	an	53	慢	man53	快慢	
1919	ts	an	53	棧	tsan53	客栈	
1920	ts	at	053	鍘	tsat53	铡刀	
1921	s	an	33	删	san33	删除	
1922	s	an	25	疝	san25	疝气	
1923	k	an	33	奸	kan33	奸臣	
1924	k	an	25	澗	kan25	山涧	
1925	ŋ	an	41	顔	ŋan41	颜色	
1926	ŋ	on	53	雁	ŋon53	大雁	
1927	h	at	053	瞎	hat53	瞎子	
1928	h	at	053	轄	hat53	管辖	
1929		an	25	晏	an25	天晚	
1930	p	in	33	鞭	pin33	皮鞭	
1931	pʰ	in	33	編	pʰin33	编辑	
1932	p	in	25	變	pin25	改变	
1933	p	it	053	别	pit53	分别	
1934	p	i	21	鱉	pi21	甲鱼	
1935	pʰ	in	33	篇	pʰin33	一篇	
1936	pʰ	in	33	偏	pʰin33	偏僻	
1937	pʰ	in	25	騙	pʰin25	欺骗	
1939	p	in	53	辨	pin53	分辨	
1940	p	in	53	辯	pin53	辩论	
1942	p	in	53	便	pin53	方便	
1943	p	it	053	别	pit53	区别	
1944	m	in	41	綿	min41	海绵	
1945	m	in	41	棉	min41	棉花	
1946	m	iɛn	21	免	miɛn21	免除	
1947	m	iɛn	21	勉	miɛn21	勉强	
1948	m	iɛn	21	娩	miɛn21	分娩	
1949	m	in	21	緬	min21	缅甸	
1950	m	in	53	面	min53	面子	
1951	m	it	053	滅	mit53	消灭	
1952	ts	ɐn	21	碾	tsɐn21	碾米	
1953	l	in	41	連	lin41	大连；连长	
1954	l	in	41	聯	lin41	联系；对联	
1955	l	it	053	列	lit53	排列	
1956	l	it	053	裂	lit53	分裂	
1957	l	it	053	烈	lit53	烈士	
1958	ts	in	25	煎	tsin25	煎药	
1959	ts	in	21	剪	tsin21	铰剪	
1960	ts	in	25	箭	tsin25	射箭	
1962	tsʰ	in	33	遷	tsʰin33	迁移	
1963	tsʰ	in	21	淺	tsʰin21	深浅	
1964	tsʰ	in	41	錢	tsʰin41	钱财	
1965	ts	in	53	踐	tsin53	实践	
1966	ts	in	53	賤	tsin53	犯贱	
1967	ts	in	25	餞	tsin25	饯行	
1968	ɬ	in	33	仙	ɬin33	神仙	
1969	ɬ	in	33	鮮	ɬin33	新鲜	
1970	ɬ	in	33	鮮	ɬin33	朝鲜	
1971	ɬ	in	21	癬	ɬin21	脚癣	
1972	ɬ	in	25	綫	ɬin25	线索	
1973	ɬ	it	021	薛	ɬit21	姓	
1974	ɬ	it	021	泄	ɬit21	泄漏，排泄	
1975	ɬ	in	53	羨	ɬin53	羡慕	
1976	ts	ɐn	21	展	tsɐn21	发展	
1977	ts	it	021	哲	tsit21	哲学	
1978	ts	it	021	蜇	tsit21	蝎子蜇人；海蜇	
1979	tsʰ	it	021	徹	tsʰit21	彻底	
1980	tsʰ	it	021	撤	tsʰit21	撤退	
1981	tsʰ	in	41	纏	tsʰin41	纠缠	
1982	tsʰ	it	021	轍	tsʰit21	南辕北辙	
1983	ts	in	33	氈	tsin33	油毛毡	
1984	ts	in	25	戰	tsin25	战斗	
1985	ts	in	25	顫	tsin25	颤抖	
1986	ts	it	021	折	tsit21	折断；折扣	
1987	ts	it	021	浙	tsit21	浙江	
1988	s	it	053	舌	sit53	舌头	
1989	s	in	25	搧	sin25	扇扇子；（动）	
1990	s	in	25	扇	sin25	扇子（名）	
1991	s	it	021	設	sit21	设计	
1992	s	im	41	蟬	sim41	蝉蜕，知了	
1993	s	im	41	禪	sim41	禅让	
1994	s	in	53	善	sin53	善良	
1995	s	in	21	鱔	sin21	鳝鱼，黄鳝	
1997	s	in	21	膳	sin21	膳食	
1998	s	im	41	禪	sim41	禅宗	
1999	s	ip	053	折	sip53	折本；摔折手臂	
2000	j	in	41	然	jin41	居然	
2001	#$0235	in	41	燃	ȵin41	燃烧	
2002	#$0235	it	053	熱	ȵit53	热烈	
2003	h	in	21	遣	hin21	遣责	
2004	kʰ	in	41	乾	kʰin41	乾坤	
2005	kʰ	in	41	虔	kʰin41	虔诚	
2006	k	in	53	件	kin53	一件	
2007	k	it	053	傑	kit53	杰出	
2008	ŋ	an	41	諺	ŋan41	谚语	
2009	n	ip	021	孽	nip21	作孽	
2010	j	in	41	延	jin41	延安	
2011	j	in	41	筵	jin41	筵席	
2012	j	in	21	演	jin21	演出	
2013	k	in	25	建	kin25	建设	
2014	kʰ	it	021	揭	kʰit21	揭发	
2015	k	in	53	鍵	kin53	关键	
2016	k	in	53	健	kin53	健康	
2017	k	it	053	竭	kit53	竭尽全力	
2018	j	in	41	言	jin41	语言	
2019	h	in	33	軒	hin33	人名用字（轩辕）	
2020	h	ɐn	33	掀	hɐn33	掀开	
2021	h	in	25	憲	hin25	宪法	
2022	h	in	25	獻	hin25	贡献	
2023	h	ip	021	歇	hip21	歇一下	
2024	kʰ	it	021	蝎	kʰit21	蝎子	
2025	n	iɛu	25	蔫	niɛu25	花蔫了（干枯）	
2027	p	in	33	邊	pin33	旁边	
2028	pʰ	in	33	蝙	pʰin33	蝙蝠	
2029	p	iɛn	21	扁	piɛn21	扁担	
2030	p	iɛn	21	匾	piɛn21	牌匾	
2031	pʰ	in	25	遍	pʰin25	遍地	
2032	pʰ	in	25	遍	pʰin25	一遍	
2033	p	ɐi	25	憋	pɐi25	憋气，憋尿	
2034	pʰ	in	25	片	pʰin25	片面	
2035	pʰ	it	021	撇	pʰit21	撇开	
2036	p	in	33	辮	pin33	辫子	
2037	m	in	41	眠	min41	安眠	
2038	m	in	53	麵	min53	面条	
2039	m	it	053	篾	mit53	竹篾	
2040	t	in	33	顛	tin33	颠倒	
2041	t	in	33	癲	tin33	癫狗	
2042	t	in	21	典	tin21	词典	
2043	tʰ	in	33	天	tʰin33	晴天	
2044	tʰ	it	021	鐵	tʰit21	钢铁	
2045	tʰ	in	41	田	tʰin41	田地	
2046	tʰ	in	41	填	tʰin41	填空	
2047	t	in	53	電	tin53	电灯	
2048	t	in	53	殿	tin53	殿堂	
2049	t	in	53	佃	tin53	佃户	
2050	t	in	25	墊	tin25	垫钱；座垫	
2051	n	in	41	年	nin41	过年	
2054	n	ip	021	捏	nip21	捏紧	
2055	l	in	41	憐	lin41	可怜	
2056	l	in	41	蓮	lin41	莲花	
2057	l	in	53	練	lin53	练习	
2058	l	in	53	楝	lin53	苦楝树	
2059	l	in	53	鏈	lin53	项链	
2060	tsʰ	im	33	箋	tsʰim33	信笺	
2061	ts	in	25	薦	tsin25	推荐	
2062	ts	it	021	節	tsit21	节约	
2063	tsʰ	in	33	千	tsʰin33	千万	
2064	tsʰ	it	021	切	tsʰit21	切开	
2065	tsʰ	in	41	前	tsʰin41	从前	
2066	ts	it	053	截	tsit53	截断	
2067	ɬ	in	33	先	ɬin33	先进	
2068	ɬ	ip	021	屑	ɬip21	不屑一顾（动）	
2069	ɬ	ip	021	屑	ɬip21	木屑（名）	
2070	k	in	33	肩	kin33	肩膀	
2071	k	in	33	堅	kin33	坚强	
2072	k	an	21	繭	kan21	蚕茧	
2073	k	in	21	趼	kin21	老茧（手脚掌上）	
2074	k	in	25	見	kin25	见识	
2075	k	it	021	結	kit21	结果	
2076	k	it	021	潔	kit21	清洁	
2077	h	in	33	牽	hin33	牵牛花	
2078	#$0235	in	41	研	ȵin41	研究	
2079	j	in	53	硯	jin53	砚台	
2080	h	in	21	顯	hin21	明显	
2081	j	in	41	賢	jin41	贤惠	
2082	j	in	41	弦	jin41	琴弦	
2083	j	in	53	現	jin53	出现	
2084	j	in	33	煙	jin33	香烟	
2085	j	in	25	燕	jin25	燕京；姓	
2086	j	in	25	燕	jin25	燕子	
2087	j	in	33	嚥	jin33	咽下去	
2088	j	in	25	宴	jin25	宴会	
2090	p	un	33	般	pun33	一般	
2091	p	un	33	搬	pun33	搬家	
2092	p	un	25	半	pun25	半天	
2093	p	un	53	絆	pun53	绊倒	
2094	p	ut	021	缽	put21	衣钵	
2095	p	ut	021	撥	put21	拨款	
2096	pʰ	un	33	潘	pʰun33	姓	
2097	pʰ	eŋ	25	拚	pʰeŋ25	拼命	
2098	pʰ	un	25	判	pʰun25	审判	
2099	pʰ	ut	021	潑	pʰut21	泼水	
2100	pʰ	un	41	盤	pʰun41	算盘	
2101	p	un	53	伴	pun53	伙伴	
2102	p	un	53	拌	pun53	搅拌	
2103	p	un	53	叛	pun53	叛徒	
2104	m	un	41	瞞	mun41	隐瞒	
2105	m	an	53	饅	man53	馒头	
2106	m	an	41	鰻	man41	鳗鱼	
2107	m	un	21	滿	mun21	满意，装满	
2108	m	an	53	漫	man53	漫画	
2109	m	ut	053	末	mut53	末尾	
2110	m	ut	053	沫	mut53	泡沫	
2111	m	at	021	抹	mat21	抹布	
2112	t	un	33	端	tun33	端午	
2113	t	un	21	短	tun21	长短	
2114	t	un	53	斷	tun53	断绝，线断了	
2115	t	un	25	鍛	tun25	锻炼	
2116	tʰ	ut	021	脱	tʰut21	摆脱	
2117	tʰ	un	41	團	tʰun41	团结	
2118	tʰ	un	41	糰	tʰun41	糕团	
2119	t	un	25	斷	tun25	决断，断案	
2120	t	un	53	段	tun53	阶段	
2121	t	un	53	緞	tun53	绸缎	
2122	t	un	53	椴	tun53	椴木	
2123	t	ut	053	奪	tut53	夺权	
2124	n	un	21	暖	nun21	暖和	
2125	l	un	41	鸞	lun41	鸾凤	
2126	l	un	21	卵	lun21	鸡卵（鸡蛋）	
2127	l	un	53	亂	lun53	混乱	
2128	l	ut	053	捋	lut53	捋袖	
2129	ts	un	25	鑽	tsun25	电钻（名）	
2130	ts	un	25	鑽	tsun25	钻洞（动）	
2131	tsʰ	un	25	竄	tsʰun25	东窜西窜	
2132	tsʰ	ut	021	撮	tsʰut21	一撮胡子	
2133	ɬ	un	33	酸	ɬun33	酸味	
2134	ɬ	un	25	算	ɬun25	计算	
2135	ɬ	un	25	蒜	ɬun25	蒜头	
2136	k	un	33	官	kun33	当官	
2137	k	un	33	棺	kun33	棺材	
2138	k	un	33	觀	kun33	参观	
2139	k	un	25	冠	kun25	冠军	
2140	k	un	21	管	kun21	管理	
2141	k	un	21	館	kun21	图书馆	
2142	k	un	25	貫	kun25	贯彻	
2143	k	un	25	灌	kun25	灌溉	
2144	k	un	25	罐	kun25	罐头	
2145	k	un	25	觀	kun25	道观	
2146	k	un	33	冠	kun33	衣冠	
2147	kʰ	ut	021	括	kʰut21	包括	
2148	f	un	33	寛	fun33	宽敞	
2149	kʰ	un	21	款	kʰun21	汇款	
2150	f	ut	021	闊	fut21	开阔	
2151	w	an	53	玩	wan53	玩具，游玩	
2152	f	un	33	歡	fun33	喜欢	
2153	w	un	53	唤	wun53	呼唤	
2154	w	un	53	焕	wun53	焕然一新	
2155	kʰ	ut	021	豁	kʰut21	豁然，豁嘴	
2156	w	un	41	完	wun41	完全	
2157	j	in	41	丸	jin41	药丸	
2158	j	in	41	緩	jin41	迟缓	
2159	w	un	21	皖	wun21	皖南事变	
2160	w	un	53	换	wun53	交换	
2161	w	ut	053	活	wut53	生活	
2162	w	un	21	豌	wun21	豌豆	
2163	w	un	21	碗	wun21	饭碗	
2164	w	un	21	腕	wun21	手腕	
2166	ŋ	an	41	頑	ŋan41	顽皮	
2167	w	an	53	幻	wan53	幻想	
2168	w	at	053	滑	wat53	滑稽	
2169	w	at	053	猾	wat53	狡猾	
2170	w	at	021	挖	wat21	挖地	
2171	s	an	25	篡	san25	篡位	
2172	kʰ	aŋ	25	閂	kʰɐŋ25	门闩	
2173	tsʰ	iŋ	41	拴	tsʰiŋ41	拴住（捆绑）	
2174	tsʰ	at	021	刷	tsʰat21	牙刷	
2175	k	an	33	關	kan33	关门	
2176	k	an	25	慣	kan25	习惯	
2177	kʰ	ut	021	刮	kʰut21	搜刮	
2178	w	an	41	還	wan41	还有	
2179	w	an	41	還	wan41	还原，还钱	
2180	w	an	41	環	wan41	环境	
2181	w	an	53	患	wan53	忧患；患病	
2182	w	an	33	彎	wan33	弯曲	
2183	w	an	33	灣	wan33	海湾	
2184	l	in	53	戀	lin53	恋爱	
2185	l	it	053	劣	lit53	恶劣	
2186	tsʰ	in	41	全	tsʰin41	全部	
2188	ts	it	053	絶	tsit53	绝对	
2189	ɬ	in	33	宣	ɬin33	宣传	
2190	ɬ	in	21	選	ɬin21	选举	
2191	ɬ	it	021	雪	ɬit21	下雪	
2192	ɬ	in	41	旋	ɬin41	旋转	
2193	ts	in	21	轉	tsin21	转送，转学	
2194	ts	in	25	轉	tsin25	转圆圈	
2195	ɬ	ut	021	啜	ɬut21	啜奶	
2196	tsʰ	in	41	傳	tsʰin41	传达	
2197	ɬ	in	53	篆	ɬin53	篆书	
2198	ts	in	53	傳	tsin53	自传	
2199	ts	in	33	專	tsin33	专门	
2200	ts	in	33	磚	tsin33	砖头	
2202	tsʰ	in	33	川	tsʰin33	四川	
2203	tsʰ	in	33	穿	tsʰin33	穿着	
2204	tsʰ	un	21	喘	tsʰun21	哮喘	
2205	tsʰ	in	25	串	tsʰin25	串通	
2206	s	in	41	船	sin41	轮船	
2207	s	it	021	説	sit21	小说	
2208	ŋ	in	21	軟	ŋin21	软硬	
2209	k	in	21	捲	kin21	卷起（动）	
2210	k	in	25	眷	kin25	眷属	
2211	k	in	21	卷	kin21	试卷（名）	
2212	k	in	33	絹	kin33	手绢	
2213	h	in	33	圈	hin33	圆圈	
2214	kʰ	in	41	拳	kʰin41	拳头	
2215	kʰ	in	41	權	kʰin41	权力	
2216	kʰ	in	41	顴	kʰin41	颧骨	
2217	h	in	33	圈	hin33	猪圈	
2218	k	in	53	倦	kin53	疲倦	
2219	j	in	41	圓	jin41	圆圈	
2220	j	in	41	員	jin41	人员	
2221	j	in	53	院	jin53	院子	
2222	j	in	41	緣	jin41	缘分	
2223	j	in	41	沿	jin41	沿路	
2224	j	in	41	鉛	jin41	铅笔	
2225	k	in	33	捐	kin33	捐款	
2226	j	it	053	悦	jit53	愉悦	
2227	j	it	053	閲	jit53	阅读	
2228	f	an	41	藩	fan41	曾国藩	
2229	f	an	21	反	fan21	反对	
2230	f	an	25	販	fan25	贩卖	
2231	f	at	021	髮	fat21	头发	
2232	f	at	021	發	fat21	发财	
2233	f	an	33	翻	fan33	翻转	
2234	f	an	33	番	fan33	几番	
2235	f	an	41	煩	fan41	麻烦	
2236	f	an	41	礬	fan41	明矾	
2237	f	an	41	繁	fan41	繁华	
2238	f	an	53	飯	fan53	吃饭	
2239	f	at	053	伐	fat53	讨伐	
2240	f	at	053	筏	fat53	竹筏	
2241	f	at	053	罰	fat53	罚款	
2242	m	an	21	晚	man21	晚上	
2243	w	an	21	挽	wan21	挽留，挽手	
2244	m	an	53	萬	man53	一万	
2245	m	an	53	蔓	man53	瓜蔓	
2246	m	at	053	襪	mat53	袜子	
2247	h	in	25	勸	hin25	规劝	
2248	h	in	25	券	hin25	国库券，证券	
2249	k	ɐt	053	掘	kɐt53	挖掘	
2250	j	in	41	元	jin41	元旦	
2251	ŋ	in	41	原	ŋin41	原来	
2252	ŋ	in	41	源	ŋin41	来源	
2253	ŋ	in	21	阮	ŋin21	姓	
2254	#$0235	in	53	願	ȵin53	愿望	
2255	#$0235	it	053	月	ȵit53	月亮	
2256	ɬ	in	33	喧	ɬin33	喧闹	
2257	j	in	33	冤	jin33	冤枉	
2258	j	in	25	怨	jin25	埋怨	
2259	j	in	41	袁	jin41	姓	
2260	j	in	41	轅	jin41	辕门；轩辕	
2261	j	in	41	園	jin41	花园	
2262	j	in	41	援	jin41	援助	
2263	j	in	21	遠	jin21	远近	
2264	j	it	053	越	jit53	越来越	
2265	j	a	53	曰	ja53	子曰	
2266	j	it	053	粵	jit53	粤菜	
2267	k	it	021	决	kit21	决定	
2268	k	it	021	訣	kit21	口诀	
2269	h	in	21	犬	hin21	狗	
2270	kʰ	it	021	缺	kʰit21	缺钱，缺口	
2271	h	it	021	血	hit21	流血	
2272	j	in	41	玄	jin41	玄妙	
2273	j	in	41	懸	jin41	悬崖	
2274	j	in	53	縣	jin53	行政单位	
2275	j	in	41	眩	jin41	眩目，晕眩	
2276	j	it	053	穴	jit53	穴位	
2277	j	in	33	淵	jin33	深渊	
2278	tʰ	ɐn	33	吞	tʰɐn33	吞口水	
2279	k	ɐn	33	跟	kɐn33	跟随	
2280	k	ɐn	33	根	kɐn33	树根	
2281	h	ɐn	21	懇	hɐn21	恳求	
2282	h	ɐn	21	墾	hɐn21	开垦	
2283	h	ɐŋ	33	啃	hɐŋ33	啃树皮	
2284	h	ɐn	41	痕	hɐn41	痕迹	
2285	h	ɐn	21	很	hɐn21	很多	
2286	h	ɐn	53	恨	hɐn53	仇恨	
2287		ɐn	33	恩	ɐn33	恩德	
2288	p	ɐn	33	彬	pɐn33	文质彬彬	
2289	p	ɐn	33	賓	pɐn33	贵宾	
2290	p	ɐn	33	檳	pɐn33	槟榔	
2291	p	ɐn	25	殯	pɐn25	出殡	
2292	p	ɐn	25	鬢	pɐn25	鬂角	
2293	p	ɐt	024	筆	pɐt24	毛笔	
2294	p	ɐt	024	畢	pɐt24	毕业	
2295	p	it	021	必	pit21	必须	
2296	pʰ	ɐt	024	匹	pʰɐt24	匹配；一匹布	
2297	pʰ	ɐn	41	蘋	pʰɐn41	苹果	
2298	pʰ	ɐn	41	頻	pʰɐn41	频繁	
2299	pʰ	ɐn	41	貧	pʰɐn41	贫农	
2300	p	ak	053	弼	pɐk53	弼马温，任弼时	
2301	m	ɐn	21	閩	mɐn21	福建简称	
2302	m	ɐn	41	民	mɐn41	人民	
2303	m	ɐn	21	憫	mɐn21	怜悯	
2304	m	ɐn	21	敏	mɐn21	灵敏	
2305	m	ɐn	21	抿	mɐn21	小口喝酒	
2306	m	ɐt	053	密	mɐt53	秘密	
2307	m	ɐt	053	蜜	mɐt53	蜂蜜	
2308	l	ɐn	41	鄰	lɐn41	邻居	
2309	l	ɐn	41	鱗	lɐn41	鱼鳞	
2310	l	ɐn	41	磷	lɐn41	磷肥	
2311	l	ɐt	053	栗	lɐt53	栗子	
2312	ts	ɐn	33	津	tsɐn33	天津	
2313	ts	ɐn	53	儘	tsɐn53	尽早	
2314	ts	ɐn	25	進	tsɐn25	前进	
2315	ts	ɐn	25	晋	tsɐn25	魏晋；山西简称	
2316	tsʰ	ɐn	33	親	tsʰɐn33	亲戚	
2317	tsʰ	ɐn	33	親	tsʰɐn33	亲家	
2318	tsʰ	ɐt	024	七	tsʰɐt24	第七	
2319	tsʰ	ɐt	024	漆	tsʰɐt24	油漆	
2320	tsʰ	ɐn	41	秦	tsʰɐn41	秦国；姓	
2321	ts	ɐn	53	盡	tsɐn53	尽力；尽头	
2322	ts	ɐt	053	疾	tsɐt53	疾病	
2323	ɬ	ɐn	33	薪	ɬɐn33	薪水	
2324	ɬ	ɐn	33	辛	ɬɐn33	辛苦	
2325	ɬ	ɐn	33	新	ɬɐn33	新旧	
2326	ɬ	ɐn	25	信	ɬɐn25	相信	
2327	ɬ	ɐn	25	訊	ɬɐn25	通讯	
2328	ɬ	ek	024	悉	ɬek24	熟悉	
2329	ɬ	ɐt	024	膝	ɬɐt24	膝盖	
2330	ts	ɐn	33	珍	tsɐn33	珍珠	
2331	ts	ɐn	25	鎮	tsɐn25	镇压	
2332	tsʰ	ɐn	25	趁	tsʰɐn25	趁机	
2333	tsʰ	ɐn	41	陳	tsʰɐn41	陈年	
2334	tsʰ	ɐn	41	塵	tsʰɐn41	灰尘	
2335	ts	ɐn	53	陣	tsɐn53	阵雨	
2336	ts	ɐt	053	侄	tsɐt53	侄子	
2337	t	it	053	秩	tit53	秩序	
2339	ts	ɐn	33	臻	tsɐn33	聂荣臻	
2340	tsʰ	ɐn	25	襯	tsʰɐn25	衬衫	
2341	s	ɐt	024	蝨	sɐt24	虱子	
2342	ts	ɐn	33	真	tsɐn33	真假	
2343	tsʰ	ɐn	21	診	tsʰɐn21	急诊	
2344	tsʰ	ɐn	21	疹	tsʰɐn21	麻疹	
2345	ts	ɐn	25	振	tsɐn25	振动	
2346	ts	ɐn	25	震	tsɐn25	地震	
2347	ts	ɐt	024	質	tsɐt24	质量	
2348	s	ɐn	41	神	sɐn41	精神	
2349	s	ɐt	053	實	sɐt53	老实	
2350	s	ɐn	33	身	sɐn33	身体	
2351	s	ɐn	33	申	sɐn33	申请	
2352	s	ɐn	33	伸	sɐn33	伸手	
2353	s	ɐn	41	娠	sɐn41	妊娠	
2354	s	ɐt	024	失	sɐt24	失去	
2355	s	ɐt	024	室	sɐt24	室内	
2356	s	ɐn	41	辰	sɐn41	时辰	
2357	s	ɐn	41	晨	sɐn41	早晨	
2358	s	ɐn	41	臣	sɐn41	大臣	
2359	s	ɐn	21	腎	sɐn21	肾脏，肾虚	
2360	s	ɐn	53	慎	sɐn53	慎重	
2361	#$0235	iɐn	41	人	ȵiɐn41	人民	
2362	#$0235	iɐn	41	仁	ȵiɐn41	仁义	
2363	#$0235	iɐn	21	忍	ȵiɐn21	忍住	
