num	聲	呼	等	韻	調	組	攝	字	茶山茶山	茶山塘角(大部头)	茶山塘角(莞语探源)	長安	常平	大朗	道滘	東城	東坑	高埗	莞城	莞城字匯	莞城老男(語保)	莞城青男(語保)	橫瀝	洪梅	厚街	虎門	黃江	寮步	麻湧	南城	企石	橋頭	沙田	石碣	石龙1890原版	石龙1890粤拼版	石龍	石排	塘廈	萬江	望牛墩	謝崗	中堂		大嶺山	鳳崗	清溪	樟木頭
4824	定	開	一	登	平	端	曾	滕																																								
4825	從	開	一	登	平	精	曾	曾	tsʰɒŋ²¹|ʦɒŋ³¹		tʃɔn1;tʃʰɔn4									ʧɐn²³|ʧʰɐn³¹																												
4826	從	開	一	登	平	精	曾	層	tsʰɒŋ²¹	ʧʰɔŋ²¹	tʃʰɔn4	ʧʰan²¹	ʦʰaŋ²¹	ʦʰœŋ²¹	ʧʰɐn²¹	ʧʰɔŋ²²	ʧʰɐŋ²¹	ʧʰɐm²¹	ʧbɐn31	ʧʰɐn³¹	ʧhɐn31	ʧhɐn31	ʧʰɐŋ²¹	ʧʰɐn³¹	ʧʰɐn³¹	ʧʰan²¹	ʧʰan²¹	ʧʰʌŋ²¹	ʧʰɐŋ²²¹	ʧʰɐn³¹	ʧʰɐn²¹	ʧʰɐn²¹	ʧʰɐn²¹	ʧʰɐn²¹	ts′an	can	ʧʰan²¹	ʧʰɐn²¹	ʧʰəŋ²¹	ʧʰɐn²¹	ʧʰɐn²¹	ʧʰəŋ²¹	ʧʰɐn²¹		ʦʰɛn²¹	ʦʰɛn²¹	ʦʰɛn²¹	ʦʰɛn²²
4827	從	開	一	登	去	精	曾	贈	tsɒŋ⁴³		tʃɔn6									ʧɐn⁴⁴³																												
4828	從	開	一	登	入	精	曾	賊	ʦʰɒʔ0⁴³	ʧʰɔk³	tʃʰɔʔ9	ʧʰak³	ʦʰak²	ʦʰɐk³	ʧʰɐt³	ʧʰɔk³	ʧʰak³	ʧʰak³	ʧʰak3	ʧʰak³	ʧhak3	ʧhak3	ʧʰɐk³	ʧʰak³	ʧʰɐk³	ʧʰat³	ʧʰat³	ʧʰʌk³	ʧʰɐk³	ʧʰaʔ³	ʧʰɐt²	ʧʰɐt³	ʧʰɐt³	ʧʰɐt²	ts′at	cat	ʧʰat³	ʧʰɐt³	ʧʰək³	ʧʰak³	ʧʰaʔ³	ʧʰək³	ʧʰak³		ʦʰɛt⁵	ʦʰɛt⁵	ʦʰɛt⁵	ʦʰɛt⁵
4829	並	開	一	登	平	幫	曾	朋	pʰɒŋ²¹	pʰaŋ²¹	pʰan4	pʰiaŋ²¹	pʰɛŋ²¹	pʰɐŋ²¹|pʰaŋ²¹	pʰɛŋ²¹	pʰaŋ²²	pʰɛŋ²¹	pʰɛŋ²¹	pʰɛŋ31	pʰɛŋ³¹	phɛŋ31	phɛŋ31	pʰiaŋ²¹	pʰɛŋ³¹	pʰɛŋ³¹	pʰɛŋ²¹	pʰẽ²¹	pʰaŋ²¹	pʰɐŋ²²¹	pʰɛŋ³¹	pʰæŋ²¹	pʰaŋ²¹	pʰaŋ²¹	pʰaŋ²¹	p′an	pan	pʰaŋ²¹	pʰaŋ²¹	pʰiaŋ²¹	pʰɛŋ²¹	pʰɛŋ²¹	pʰaŋ²¹	pʰɛŋ²¹		pʰɛn²¹	pʰɛn²¹	pʰɛn²¹	pʰɛn²²
4830	並	開	一	登	平	幫	曾	鵬			pʰan4																																					
4831	並	開	一	登	入	幫	曾	蔔			pəʔ7									pɛk³|pok⁵																												
4832	幫	開	一	登	平	幫	曾	崩	pɒŋ³¹		pɔn1									pɐn²³															pan	ban												
4833	幫	開	一	登	入	幫	曾	北	pɒʔ0⁵⁵	pɔk⁵	pɔʔ7	pak⁵	pak⁵	pɐk⁵	pɐt⁵	pɔk⁵	pak⁵	pak⁵	pak5	pak⁵	pak5	pak5	pɐk⁵	pak⁵	pɐk⁵	pat⁵	pat⁵	pʌk⁵	pɐk⁵	paʔ⁵	pɐt⁵	pɐt⁵	pɐt⁵	pɐt⁵	pak	bak	pat⁵	pɐt⁵	pək⁵	pak⁵	paʔ⁵	pək⁵	pak⁵		pɛt³	pɛt³	pɛt³	pɛt³
4834	莊	開	三	蒸	入	莊	曾	側	tsaʔ0⁴³	ʧɔk⁵	tʃɔʔ7;tʃaʔ9	ʧak⁵	ʦʰak⁵	ʦɐk⁵	ʧɐt⁵	ʧɔk⁵	ʧak⁵	ʧak⁵	ʧak5	ʧak⁵|ʧak⁵	ʧak5	ʧak5	ʧɐk⁵	ʧak⁵	ʧɐk⁵	ʧat⁵	ʧat⁵	ʧʌk³	ʧek⁵	ʧaʔ⁵	ʧɐt⁵	ʧɐt⁵	ʧɐt⁵	ʧɐt⁵			ʧat⁵	ʧɐt⁵	ʧək⁵	ʧak⁵	ʧaʔ⁵	ʧək⁵	ʧak⁵		ʦɛt³	ʦɛt³	ʦɛt³	ʦʰɛt³|ʦɛt³
4835	莊	開	三	蒸	入	莊	曾	仄																											chat	zhat												
4836	知	開	三	蒸	平	知	曾	徵	tsɐŋ³¹																																							
4837	知	開	三	蒸	平	知	曾	癥																																								
4838	知	開	三	蒸	入	知	曾	稙																																								
4839	章	開	三	蒸	平	章	曾	蒸	tsɐŋ³¹		ʧɐn1									ʧəŋ²³																												
4840	章	開	三	蒸	上	章	曾	拯	tsʰɐŋ³⁵		tʃʰɐn2																								꜃ch‘ing	ching5												
4841	章	開	三	蒸	去	章	曾	證	tsɐŋ¹³	ʧɐŋ³⁴	ʧɐn3	ʧəŋ⁴⁴³	ʦaŋ³⁴	ʦɐŋ²³	ʧəŋ⁴⁴	ʧɐŋ³⁴	ʧɐŋ²⁴	ʧəŋ³⁴	ʧəŋ443	ʧəŋ⁴⁴³	ʧəŋ44	ʧəŋ44	ʧɐŋ²⁴	ʧəŋ³⁴	ʧəŋ³³	ʧəŋ⁴⁴³	ʧan³⁴	ʧɐŋ²⁴	ʧeŋ⁴⁴	ʧəŋ⁴³	ʧɐn²³	ʧɐn³⁵	ʧeŋ⁴³	ʧəŋ²³			ʧəŋ²³	ʧɐn²³	ʧəŋ³⁴	ʧəŋ⁴⁴³	ʧəŋ³⁴	ʧəŋ³⁵	ʧəŋ³⁴		ʦin⁵¹	ʦin⁵¹	ʦin⁵²	ʦin⁵¹
4842	章	開	三	蒸	入	章	曾	職	ʦɐk0⁵⁴		tʃɐʔ7									ʧək⁵																												
4843	云	合	三	蒸	入	影	曾	域	vak0⁴³		vaʔ9									wɛk³															wik	wik												
4844	影	開	三	蒸	入	影	曾	臆																																								
4845	影	開	三	蒸	平	影	曾	膺																																								
4846	影	開	三	蒸	平	影	曾	應	jiɐŋ³¹|jiɐŋ¹³		jɐn1;jɐn3									jəŋ²³|jəŋ⁴⁴³																												
4847	影	開	三	蒸	去	影	曾	應	jiɐŋ³¹|jiɐŋ¹³		jɐn1;jɐn3									jəŋ²³|jəŋ⁴⁴³																												
4848	影	開	三	蒸	平	影	曾	鷹	jiɐŋ⁵⁵		jɐn1									jəŋ²³																												
4849	影	開	三	蒸	入	影	曾	億	jiɐk0⁵⁴		jɐʔ7									jək⁵																												
4850	影	開	三	蒸	入	影	曾	憶	jiɐk0⁵⁴		jɐʔ7									jək⁵																												
4851	影	開	三	蒸	入	影	曾	抑	jiɐk0⁵⁴		jɐʔ7									jək⁵																												
4852	以	開	三	蒸	入	以	曾	弋																																								
4853	以	開	三	蒸	平	以	曾	蠅	jiɐŋ⁵⁵	jɐŋ²¹	jɐn4	jəŋ⁵⁵⁴	zaŋ²¹	zɐŋ²¹	jəŋ²¹	jɐŋ²²	jɐŋ²¹	jəŋ⁵⁵	jəŋ31	jəŋ³¹	jəŋ31	jəŋ31	jɐŋ²¹	jəŋ³¹	jəŋ³¹	jəŋ²¹	jan²¹	jɐŋ²¹	jeŋ²²¹	jəŋ³¹	jɐn²¹	jɐn²¹	jeŋ²¹	jəŋ²¹			jɛŋ²¹	jɐn²¹	jəŋ²¹	jəŋ²¹	jəŋ²¹	jəŋ²¹	jəŋ²¹		zin²¹	zin²¹	zin²¹	zin²²
4854	以	開	三	蒸	去	以	曾	孕	jiɐn⁴³		jɐn6									jɐn⁴⁴³																												
4855	以	開	三	蒸	入	以	曾	翌																																								
4856	以	開	三	蒸	入	以	曾	翼	jiɐk0⁴³		jɐʔ9									jək³																												
4857	疑	開	三	蒸	平	見	曾	凝	jiɐŋ²¹|jiɐŋ²¹|jiɐŋ²¹		jɐn4									jəŋ³¹																												
4858	心	開	三	蒸	入	精	曾	熄	sɐk0³¹		ʃɐʔ7									ʃək⁵																												
4859	心	開	三	蒸	入	精	曾	息	sɐk0³¹ |sɐk0³¹	ʃɐk⁵	ʃɐʔ7	ʃək⁵	ɬak⁵	sɐk⁵	ʃək⁵	ʃɐk⁵	ɬak⁵	ʃək⁵	ʃək5	ʃək⁵	ʃək5	ʃək5	ʃɐk⁵	ʃək⁵	ʃɐk⁵	ʃək⁵	ʃat⁵	ʃɐk⁵	ʃek⁵	ʃək⁵	ʃɐt⁵	ʃɐt⁵	ʃek⁵	ʃək⁵			ʃək⁵	ʃɐt⁵	ʃək⁵	ʃək⁵	ʃək⁵	ɬək⁵	ʃək⁵		sit³	sɛt³|sit³	sit³	sit³
4860	曉	開	三	蒸	平	影	曾	興	hɐŋ¹³|hɐŋ¹³|hɐŋ⁴³	hɐŋ³⁴	hɐn1	həŋ⁴⁴³	haŋ³⁴	hɐŋ²³	həŋ⁴⁴	hɐŋ³⁴	hɐŋ²⁴	həŋ³⁴	həŋ443	ʃəŋ⁴⁴³|həŋ²³|həŋ⁴⁴³	həŋ44	həŋ44	hɐŋ²⁴	həŋ³⁴	həŋ³³	həŋ⁴⁴³	han³⁴	hɐŋ²⁴	heŋ⁴⁴	həŋ⁴³	hɐn²³	hɐn⁴⁴	heŋ⁴³	həŋ²³			həŋ²³	hɐn²³	həŋ³⁴	həŋ⁴⁴³	həŋ³⁴	həŋ³⁵	həŋ³⁴		sin⁵¹	hin³¹|him⁵¹	hin⁵²	hin⁵¹
4861	曉	開	三	蒸	去	影	曾	興	hɐŋ¹³|hɐŋ¹³|hɐŋ⁴³	hɐŋ³⁴	hɐn1	həŋ⁴⁴³	haŋ³⁴	hɐŋ²³	həŋ⁴⁴	hɐŋ³⁴	hɐŋ²⁴	həŋ³⁴	həŋ443	ʃəŋ⁴⁴³|həŋ²³|həŋ⁴⁴³	həŋ44	həŋ44	hɐŋ²⁴	həŋ³⁴	həŋ³³	həŋ⁴⁴³	han³⁴	hɐŋ²⁴	heŋ⁴⁴	həŋ⁴³	hɐn²³	hɐn⁴⁴	heŋ⁴³	həŋ²³			həŋ²³	hɐn²³	həŋ³⁴	həŋ⁴⁴³	həŋ³⁴	həŋ³⁵	həŋ³⁴		sin⁵¹	hin³¹|him⁵¹	hin⁵²	hin⁵¹
4862	書	開	三	蒸	入	章	曾	識	sɐk0⁵⁴		ʃɐʔ7									ʃək⁵																												
4863	書	開	三	蒸	平	章	曾	升	sɐŋ³¹	ʃɐŋ³³	ʃɐn1	ʃəŋ³⁴	saŋ³²	sɐŋ³¹	ʃəŋ²³	ʃɐŋ³³	ʃɐŋ³²	ʃəŋ²³	ʃəŋ23	ʃəŋ²³	ʃəŋ23	ʃəŋ23	ʃɐŋ³²	ʃəŋ²³	ʃəŋ²³	ʃəŋ⁵⁵	ʃan³²	ʃɐŋ³¹	ʃeŋ⁵⁵³	ʃəŋ²³	ʃɐn³²	ʃɐn²²	ʃeŋ⁵³	ʃəŋ²²	shing	shing	ʃəŋ³¹	ʃɐn³²	ʃəŋ³²	ʃəŋ²³	ʃəŋ²³	ʃəŋ²²	ʃəŋ²³		sin²³	sin²³	sin³⁴	sin³⁴
4864	書	開	三	蒸	平	章	曾	昇																																								
4865	書	開	三	蒸	平	章	曾	勝	sɐŋ¹³|sɐŋ¹³		ʃɐn3									ʃəŋ⁴⁴³|ʃəŋ⁴⁴³																												
4866	書	開	三	蒸	去	章	曾	勝	sɐŋ¹³|sɐŋ¹³		ʃɐn3									ʃəŋ⁴⁴³|ʃəŋ⁴⁴³																												
4867	書	開	三	蒸	入	章	曾	軾																																								
4868	書	開	三	蒸	入	章	曾	飾	sɐk0⁵⁴		ʃɐʔ7									ʃək⁵																												
4869	書	開	三	蒸	入	章	曾	式	sɐk0⁵⁴	ʃɐk⁵	ʃɐʔ7	ʃək⁵	sak⁵	sɐk⁵	ʃək⁵	ʃɐk⁵	ʃak⁵	ʃək⁵	ʃək5	ʃək⁵	ʃək5	ʃək5	ʃɐk⁵	ʃək⁵	ʃɐk⁵	ʃək⁵	ʃat⁵	ʃɛk⁵	ʃek⁵	ʃək⁵	ʃɐt⁵	ʃɐt⁵	ʃek⁵	ʃək⁵			ʃək⁵	ʃɐt⁵	ʃək⁵	ʃək⁵	ʃək⁵	ʃək⁵	ʃək⁵		sit³	sit³	sit³	sit³
4870	書	開	三	蒸	入	章	曾	拭			ʃɐʔ7																																					
4871	生	開	三	蒸	入	莊	曾	嗇												ʃək⁵																												
4872	生	開	三	蒸	入	莊	曾	色	sɐk0³¹	ʃɐk⁵	ʃɐʔ7	ʃək⁵	sak⁵	sɐk⁵	ʃək⁵	ʃɐk⁵	ʃak⁵	ʃək⁵	ʃək5	ʃək⁵	ʃək5	ʃək5	ʃɐk⁵	ʃək⁵	ʃɐk⁵	ʃək⁵	ʃat⁵	ʃɐk⁵	ʃek⁵	ʃək⁵	ʃɐt⁵	ʃɐt⁵	ʃek⁵	ʃək⁵	shik	shik	ʃək⁵	ʃɐt⁵	ʃək⁵	ʃək⁵	ʃək⁵	ʃək⁵	ʃək⁵		sɛt³	sɛt³	sɛt³	sɛt³
4873	日	開	三	蒸	平	日	曾	仍	jiɐŋ²¹		jɐn4									jəŋ³¹																												
4874	日	開	三	蒸	平	日	曾	扔			jɐn4									jəŋ³¹																												
4875	群	開	三	蒸	入	見	曾	極	kɐk0⁴³	kɐk³	kɐʔ9	kək³	kak²	kɐk³	kək³	kɐk³	kak³	kək³	kək3	kək³	kək3	kək3	kɐk³	kək³	kɐk³	kək³	kat³	kɐk³	kek³	kək³	kɐt²	kʰɐt³	kek³	kək²			kək³	kɐt³	kək³	kək³	kək³	kʰək³	kək³		kʰit⁵	kʰit⁵	kʰit⁵	kʰit⁵
4876	娘	開	三	蒸	入	知	曾	匿	lak0⁵⁵		lɐʔ7																																					
4877	來	開	三	蒸	平	來	曾	凌																											ling	ling												
4878	來	開	三	蒸	平	來	曾	陵	lɐŋ²¹		lɐn4									ləŋ³¹																												
4879	來	開	三	蒸	平	來	曾	菱	lɐŋ²¹		lɐn4									ləŋ³¹																												
4880	來	開	三	蒸	入	來	曾	力	lɐk0⁴³	lɐk³	lɐʔ9	lək³	lak²	lɐk³	ŋək³	lɐk³	lak³	lək³	lək3	lək³	ŋək3	lək5	lɐk³	gək³	lɐk³	lək³	lat³	lɐk³	lek³	lək³	lɐt²	lɐt³	lek³	lək²	lik	lik	lək³	lɐt³	lək³	ŋək³	gək³	lək³	lək³		lit⁵	lit⁵	lit⁵	dit⁵
4881	來	開	三	蒸	平	來	曾	綾																																								
4882	來	開	三	蒸	平	來	曾	鯪																																								
4883	精	開	三	蒸	入	精	曾	即			tʃɐʔ7									ʧək⁵															tsik	zik												
4884	精	開	三	蒸	入	精	曾	鯽	tsɐʔ0³¹		tʃɔʔ7									ʧak⁵																												
4885	精	開	三	蒸	入	精	曾	稷																																								
4886	見	開	三	蒸	入	見	曾	亟																											kik	gik												
4887	見	開	三	蒸	平	見	曾	兢			kɐn6																																					
4888	見	開	三	蒸	入	見	曾	棘			kɐʔ7									kʰək⁵																												
4889	見	開	三	蒸	平	見	曾	矜																																								
4890	船	開	三	蒸	平	章	曾	塍	sɐŋ²¹																																							
4891	船	開	三	蒸	平	章	曾	繩	sɐŋ²¹	ʃɐŋ²¹	ʃɐn4	ʃəŋ²¹	saŋ²¹	sɐŋ²¹	ʃəŋ²¹	ʃɐŋ²²	ʃɐŋ²¹	ʃəŋ²¹	ʃəŋ31	ʃəŋ³¹	ʃəŋ31	ʃəŋ31	ʃɐŋ²¹	ʃəŋ³¹	ʃəŋ³¹	ʃəŋ²¹	ʃan²¹	ʃɐŋ²¹	ʃeŋ²²¹	ʃəŋ³¹	ʃɐn²¹	ʃɐn²¹	ʃeŋ²¹	ʃəŋ²¹			ʃəŋ²¹	ʃɐn²¹	ʃəŋ²¹	ʃəŋ²¹	ʃəŋ²¹	ʃəŋ²¹	ʃəŋ²¹		sin²¹	sin²¹	sin²¹	sin²²
4892	船	開	三	蒸	平	章	曾	乘	sɐŋ²¹|sɐŋ²¹		ʃɐn4									ʃəŋ³¹																												
4893	船	開	三	蒸	去	章	曾	乘	sɐŋ²¹|sɐŋ²¹		ʃɐn4									ʃəŋ³¹																												
4894	船	開	三	蒸	去	章	曾	剩	sɐŋ⁴³	ʃɐŋ⁴⁴	ʃɐn6	ʃəŋ³³²	saŋ³³	sɐŋ³³	ʃəŋ⁴⁴	ʃɐŋ⁴⁴	ʃɐŋ⁴³	ʃəŋ³³	ʃəŋ443	ʃəŋ⁴⁴³	ʃəŋ44	ʃəŋ44	ʃɐŋ³³	ʃəŋ⁴⁴³	ʃəŋ³³	ʃəŋ⁴⁴³	ʃan³³	ʃɐŋ⁴²	ʃeŋ⁴¹	ʃəŋ⁴³	ʃɐn⁴³	ʃɐn⁴⁴	ʃeŋ⁴³	ʃəŋ³³			ʃəŋ⁴¹	ʃɐn⁴⁴	ʃəŋ³³	ʃəŋ⁴⁴³	ʃəŋ³³	ʃəŋ⁴⁴	ʃəŋ³²		sin⁵¹	sin³¹	sin³¹	sin⁴¹
4895	船	開	三	蒸	入	章	曾	蝕	sɐk0⁴³		ʃɐʔ9									ʃək³																												
4896	初	開	三	蒸	入	莊	曾	惻																											ch′at	chat												
4897	初	開	三	蒸	入	莊	曾	測	tsʰaʔ0⁴³	ʧɔk⁵	tʃɔʔ7	ʧʰak⁵	ʦʰak⁵	ʦɐk⁵	ʧɐt⁵	ʧɔk⁵	ʧak⁵	ʧak⁵	ʧak5▲	ʧak⁵	ʧak5	ʧhak5 ʧak5	ʧʰɐk⁵|ʧɐk⁵	ʧʰak⁵	ʧɐk⁵	ʧat⁵	ʧat⁵	ʧʌk⁵	ʧʰek⁵	ʧaʔ⁵	ʧʰɐt⁵	ʧʰɐt⁵	ʧʰɐt⁵	ʧɐt⁵			ʧʰat⁵|ʧat⁵	ʧʰɐt⁵	ʧʰək⁵	ʧak⁵	ʧaʔ⁵	ʧək⁵	ʧak⁵		ʦʰɛt³	ʦʰɛt³	ʦʰɛt³	ʦʰɛt³
4898	澄	開	三	蒸	平	知	曾	懲	tsʰɐŋ²¹		ʧʰɐn4									ʧʰəŋ³¹																												
4899	澄	開	三	蒸	入	知	曾	直	tsɐk0⁴³	ʧɐk³	tʃɐʔ9	ʧək³	ʦak²	ʦɐk³	ʧək³	ʧɐk³	ʧak³	ʧək³	ʧək3	ʧʰəŋ²³|ʧək³	ʧək3	ʧək3	ʧʰɐk³|ʧɐk³	ʧək³	ʧɐk³	ʧək³	ʧʰat³	ʧɐk³	ʧek³	ʧək³	ʧɐt²	ʧʰɐt³	ʧek³	ʧək²			ʧək³	ʧɐt³	ʧək³	ʧək³	ʧək³	ʧʰək³	ʧək³		ʦʰit⁵	ʦʰit⁵	ʦʰit⁵	ʦʰit⁵
4900	徹	開	三	蒸	入	知	曾	敕																																								
4901	徹	開	三	蒸	入	知	曾	飭																																								
4902	常	開	三	蒸	平	章	曾	丞	sɐŋ²¹											ʃəŋ³¹																												
4903	常	開	三	蒸	平	章	曾	承	sɐŋ²¹		ʃɐn4									ʃəŋ³¹																												
4904	常	開	三	蒸	入	章	曾	殖	tsɐk0⁴³		tʃɐʔ9									ʧək³																												
4905	昌	開	三	蒸	平	章	曾	稱	ʦʰɐŋ³¹|tsʰɐŋ³¹		tʃʰɐn3									ʧʰəŋ²³|ʧʰəŋ⁴⁴³																												
4906	昌	開	三	蒸	去	章	曾	稱	ʦʰɐŋ³¹|tsʰɐŋ³¹		tʃʰɐn3									ʧʰəŋ²³|ʧʰəŋ⁴⁴³																												
4907	昌	開	三	蒸	去	章	曾	秤	tsʰɐŋ¹³	ʧʰɐŋ³⁴	tʃʰɐn3	ʧʰəŋ⁴⁴³	ʦʰaŋ³⁴	ʦʰɐŋ²³	ʧʰəŋ⁴⁴	ʧʰɐŋ³⁴	ʧʰɐŋ²⁴	ʧʰəŋ³⁴	ʧʰəŋ443	ʧʰəŋ⁴⁴³	ʧhəŋ44	ʧhəŋ44	ʧʰɐŋ²⁴	ʧʰəŋ³⁴	ʧʰəŋ³³	ʧʰəŋ⁴⁴³	ʧʰan³⁵|ʧʰan³⁴	ʧʰɐŋ²⁴	ʧʰeŋ⁴⁴	ʧʰəŋ⁴³	ʧʰɐn²³	ʧʰɐn³⁵	ʧʰeŋ⁴³	ʧʰəŋ²³	ch′ing	ching	ʧʰəŋ²³	ʧʰɐn²³	ʧʰəŋ³⁴	ʧʰəŋ³⁴	ʧʰəŋ³⁴	ʧʰəŋ³⁵	ʧʰəŋ³⁴		ʦʰin⁵¹	ʦʰin⁵¹	ʦʰin⁵²	ʦʰin⁵¹
4908	並	開	三	蒸	平	幫	曾	馮			fən5									foŋ³¹																												
4909	並	開	三	蒸	平	幫	曾	憑	poŋ⁴³|pʰɒŋ²¹		pʰɔn4									pɐn⁴⁴³|pʰɐn³¹																												
4910	並	開	三	蒸	入	幫	曾	愎																																								
4911	幫	開	三	蒸	平	幫	曾	冰	pɐŋ³¹	pɐŋ³³	pɐn1	pəŋ³⁴	paŋ³²	pɐŋ³¹	pəŋ²³	pɐŋ³³	pɐŋ³²	pəŋ²³	pəŋ23	pəŋ²³	pəŋ23	pəŋ23	pɐŋ³²	pəŋ²³	pəŋ²³	pəŋ⁵⁵	pan³²	pɐŋ³¹	peŋ⁵⁵³	pəŋ²³	pɐn³²	pɐn²²	peŋ⁵³	pəŋ²²			pəŋ³¹	pɐn³²	pəŋ³²	pəŋ²³	pəŋ²³	pəŋ²²	pəŋ²³		pɛn²³	pɛn²³	pɛn³⁴	pɛn³⁴
4912	幫	開	三	蒸	入	幫	曾	逼		pɐk⁵	pɐʔ7	pək⁵	pak⁵	pɐk⁵	pək⁵	pɐk⁵	pak⁵	pək⁵	pək5	pək⁵	pək5	pək5	pɐk⁵	pək⁵	puk⁵	pək⁵	pat⁵	pɐk⁵	pek⁵	pək⁵	pɐt⁵	pɐt⁵	pek⁵	pək⁵			pək⁵	pɐt⁵	pək⁵	pək⁵	pək⁵	pok⁵	pək⁵		pit³	pit³	pit³|pɛt³	pɛt³
4913	-	-	-	-	-	-	-	圇																																								
4914	-	-	-	-	-	-	-	圾			ʃaʔ8																																					
4915	-	-	-	-	-	-	-	歹			tai2																								táí	daai												
4916	-	-	-	-	-	-	-	圳												ʧɐm⁴⁴³																												
4917	-	-	-	-	-	-	-	劍	kin¹³	kin³⁴	kin3	kin⁴⁴³	keŋ³⁴	kin²³	kin⁴⁴	kin³⁴	kɪŋ²⁴	kin³⁴	kin443	kin⁴⁴³	kin44	kin44	keŋ²⁴	kin³⁴	kin³³	kin⁴⁴³	kin³⁴	kin²⁴	kiŋ⁴⁴	kin⁴³	kin²³	kin³⁵	kin⁴³	kin²³			kin²³	kiŋ²³	kin³⁴	kin³⁴	kin³⁴	kin³⁵	kin³⁴		kiaŋ⁵¹	kiam⁵¹	kiam⁵²	kiam⁵¹
4918	-	-	-	-	-	-	-	享	hiøŋ³⁵		hɛn2									hœŋ³⁵																												
4919	-	-	-	-	-	-	-	踩			tʃʰai2									ʧʰai³⁵																												
4920	-	-	-	-	-	-	-	踮												tin²³																												
4921	-	-	-	-	-	-	-	螂	loŋ²¹		fu1																																					
4922	-	-	-	-	-	-	-	踴			jən2																																					
4923	-	-	-	-	-	-	-	鴕			tʰu4																																					
4924	-	-	-	-	-	-	-	糕	kɐu⁵⁵		kəu1									kɐu²³																												
4925	-	-	-	-	-	-	-	柿	sɔi³¹	ʃoe²¹	ʃɔi4	ʃai²¹	soe²¹	soe²¹	ʃoe²¹	ʃɔi²²	ʃɔi²¹	ʃoe²¹	ʃɔi31▲	ʃɔi³¹	ʃɔi31	ʃɔi31	ʃoe²¹	ʃoe⁴⁴³	ʃoe³¹	ʃai²¹	ʃai²¹	ʃɔi²¹	ʃɐi²²¹	ʃoe⁴³	ʃoe²¹	ʃai²¹	ʃɐi²¹	ʃoe²¹	shoí	shoi	ʃɔe²¹	ʃoe²¹	ʃai²¹	ʃɔe²¹	ʃoe²¹	ʃei³⁵	ʃɔi²¹		sɛ²¹	sɛ²³|sɛ²¹	sɛ²¹	sɛ³⁴
4926	-	-	-	-	-	-	-	糬																																								
4927	-	-	-	-	-	-	-	糯	nu⁴³		lu3									nɔ⁴⁴³															no	no												
4928	-	-	-	-	-	-	-	妞																																								
4929	-	-	-	-	-	-	-	焙	pui⁴³		pui6									phɵ³¹																												
4930	-	-	-	-	-	-	-	妳																																								
4931	-	-	-	-	-	-	-	妮																																								
4932	-	-	-	-	-	-	-	歪	vai³¹	vai³³	vai2	wai³⁵	vai⁵⁵	vai⁵⁵	wai²³	wai³⁵	vai⁴⁵	wai³⁵	wai23	wai²³	wai23	wai55	wai⁵⁵	wai²³	wai²³	wai⁵⁵	wai⁵⁵	vai⁵⁵	wai⁵⁵³	wai²³	wai⁵⁵	wei⁵⁵	wei⁵³	wai³⁵			wai³⁵	wai³⁵	wai⁵⁵	wai³⁵	wai⁵⁵	wɐi⁵⁵	wai³⁵		vai²³	vai²³	vai³⁴	vai³⁴
4933	-	-	-	-	-	-	-	疤	pa³¹		pa1									pa²³																												
4934	-	-	-	-	-	-	-	污																																								
4935	-	-	-	-	-	-	-	汽	hɐi¹³		hɐi3									hɐi⁴⁴³																												
4936	-	-	-	-	-	-	-	粑																																								
4937	-	-	-	-	-	-	-	桕																																								
4938	-	-	-	-	-	-	-	棕			tʃən1									ʧoŋ²³																												
4939	-	-	-	-	-	-	-	撇	pʰit0³¹		pʰiʔ9									pʰit³																												
4940	-	-	-	-	-	-	-	撒	sæŋ¹³		ʃaʔ8									ʃɛ³⁴															sát	saat												
4941	-	-	-	-	-	-	-	撐			tʃʰan3									ʧʰɛŋ⁴⁴³																												
4942	-	-	-	-	-	-	-	囫																																								
4943	-	-	-	-	-	-	-	囡																																								
4944	-	-	-	-	-	-	-	砸			tʃaʔ8																																					
4945	-	-	-	-	-	-	-	砲																																								
4946	-	-	-	-	-	-	-	饈																																								
4947	-	-	-	-	-	-	-	掙			tʃan1																																					
4948	-	-	-	-	-	-	-	砍	hɔŋ³⁵		hɔn2									haŋ³⁵																												
4949	-	-	-	-	-	-	-	聯	lin²¹		lin4									lɵn³¹																												
4950	-	-	-	-	-	-	-	棋	kʰɐi²¹	kʰɐi²¹	kɐi4	kʰəi²¹	kʰɐi²¹	kʰɐi²¹	kʰɐi²¹	kʰɐi²²	kʰɐi²¹	kʰɐi²¹	kʰɐi3l	kʰɐi³¹	khɐi31	khɐi31	kʰɐi²¹	kʰɐi³¹	kʰɐi³¹	kʰəi²¹	kʰei²¹	kʰɐi²¹	kʰei²²¹	kʰɐi³¹	kʰɐi²	kʰei²¹	kʰei²¹	kʰɐi²¹			kʰɐi²¹	kʰɐi²¹	kʰəi²¹	kʰɐi²¹	kʰɐi²¹	kʰɐi²¹	kʰɐi²¹		kʰi²¹	kʰi²¹	kʰi²¹	kʰi²²
4951	-	-	-	-	-	-	-	蹦			pɐn1																																					
4952	-	-	-	-	-	-	-	週																																								
4953	-	-	-	-	-	-	-	她			tʰa1																																					
4954	-	-	-	-	-	-	-	奶	nai⁵⁵		lai3									nai³⁴																												
