單字	國際音標	粵拼	備註
	liɛp21		口語，縫隙
舔	liɛm55		
廉	liɛm22		
簾	liɛm22		
鐮	liɛm22		
斂	liɛm21		
臉	liɛm21		
殮	liɛm21		參考斗山鄭鈞
寫	ɬiɛ55		
瀉	ɬiɛ55		水溢曰瀉
些	ɬiɛ33		
卸	ɬiɛ33		
	liɛ21		「長炮仗」的俗稱：「lie11 lie11 beng325」
	liɛ21		「lie11fie11」指「邋遢」
小	ɬiɐu55		
逍	ɬiɐu33		
消	ɬiɐu33		
宵	ɬiɐu33		
硝	ɬiɐu33		
霄	ɬiɐu33		
銷	ɬiɐu33		
蕭	ɬiɐu33		
簫	ɬiɐu33		
瀟	ɬiɐu33		
肖	ɬiɐu33		姓氏
肖	ɬiɐu33		肖像
笑	ɬiɐu33		
嘯	ɬiɐu33		
鷯	liɐu32		鷯哥
蓼	liɐu32		參考斗山鄭鈞
料	liɐu32		單獨用多升變調
廖	liɐu32		
撩	liɐu22		撩人
聊	liɐu22		
僚	liɐu22		
寥	liɐu22		
遼	liɐu22		
嘹	liɐu22		嘹亮
寮	liɐu22		「更古寮225」指村子裡的公用茅屋，推測是打更佬的棲息地
燎	liɐu22		
療	liɐu22		
繚	liɐu22		
瞭	liɐu22		瞭望
省	ɬiɐŋ55		反省擦乾淨
醒	ɬiɐŋ55		「醒眼」指「起床」；「醒氣」指「醒目」
鉎	ɬiɐŋ33		鐵鏽也
腥	ɬiɐŋ33		形容詞
領	liɐŋ33		領獎、領錢
另	liɐŋ32		白讀
零	liɐŋ22		數字零
鯪	liɐŋ22		
靈	liɐŋ22		白讀
星	ɬiɐŋ21		白讀，低變調。
鈴	liɐŋ21		白讀，低變調。
領	liɐŋ21		領導、衣領、紅領巾
嶺	liɐŋ21		
叻	liɐk55		聰明，「作叻」即「自作聰明」
錫	ɬiɐk33		金屬錫
瀝	liɐk32		大瀝，地名，參考斗山
	liɐk32		鬆土的動作，liak32塱
此	ɬi55		
史	ɬi55		
使	ɬi55		使者
廁	ɬi33		
次	ɬi33		
刺	ɬi33		
賜	ɬi33		
師	ɬi33		
獅	ɬi33		
司	ɬi33		
私	ɬi33		
思	ɬi33		
斯	ɬi33		
絲	ɬi33		文读
撕	ɬi33		
嘶	ɬi33		
廝	ɬi33		
鷥	ɬi33		參考斗山
肆	ɬi33		
肆	ɬi33		
駟	ɬi33		參考斗山鄭鈞
恣	ɬi33		參考鄭鈞
伺	ɬi32		
士	ɬi32		
仕	ɬi32		
事	ɬi32		
侍	ɬi32		
茨	ɬi22		
祠	ɬi22		
瓷	ɬi22		
詞	ɬi22		
慈	ɬi22		
磁	ɬi22		
辭	ɬi22		
漓	li22		
疵	ɬi21		參考鄭鈞
似	ɬi21		
柿	ɬi21		柿子曰ɬi¹¹ tuɔt⁵
絲	ɬi21		
姒	ɬi21		褒姒
圾	ɬəp55		兩者都是普遍讀音，以「lup lhup」居多；「圾口」指「零食」
笠	ləp55		兩種都是普遍讀音，動詞，或名詞「笠衫sam55」
笠	ləp55		兩種都是普遍讀音
笠	ləp33		估算
垃	ləp32		兩者都是普遍讀音，以「lup lhup」居多
悚	ɬəŋ55		
聳	ɬəŋ55		
窿	ləŋ55		
櫳	ləŋ55		木閘門，即趟櫳。多升變
攏	ləŋ55		靠攏
忪	ɬəŋ33		參考鄭鈞
嵩	ɬəŋ33		
鬆	ɬəŋ33		
宋	ɬəŋ33		
送	ɬəŋ33		
弄	ləŋ32		
隆	ləŋ22		
龍	ləŋ22		
嚨	ləŋ22		
瀧	ləŋ22		
瓏	ləŋ22		
朧	ləŋ22		
籠	ləŋ22		文讀
聾	ləŋ22		
檸	ləŋ22		又讀，某部分口音（石橋一帶尤甚）讀「檸lung22檬」
餸	ɬəŋ21		飯菜
塱	ləŋ21		水邊低地曰塱，又作蓢。水邊低田曰塱田。
籠	ləŋ21		白讀
隴	ləŋ21		
壟	ləŋ21		田壟
	ɬəm55		同廣州話「嬸」，意思是「灑」
蘸	ləm33		參考斗山鄭鈞
奩	ləm22		完全不知道是什麼，參考斗山
隆	ləm21		擬聲詞
餿	ɬək55		訓讀
夙	ɬək55		
宿	ɬək55		住宿
粟	ɬək55		
肅	ɬək55		
碌	lək55		
轆	lək55		
麓	lək55		參考斗山鄭鈞
縮	ɬək33		又讀。
碌	lək33		變調；另有口語「碌碌lun11」指「匆匆忙忙」
六	lək32		
陸	lək32		
鹿	lək32		
祿	lək32		
漉	lək32		
錄	lək32		
氯	lək32		
綠	lək32		
死	ɬei55		
璃	lei55		玻璃
李	lei55		
裡	lei55		陰上
裏	lei55		陰上
四	ɬei33		
肆	ɬei33		大寫四
	lei325		見上表「更」的備註
洱	lei32		
吏	lei32		
利	lei32		
俐	lei32		
莉	lei32		
痢	lei32		
狸	lei22		狸貓
梨	lei22		
璃	lei22		琉璃
罹	lei22		
釐	lei22		
離	lei22		
籬	lei22		
驪	lei22		
鸝	lei22		
里	lei21		陽上（陽去）
理	lei21		「打理」有另外意思：「管」，如「打理你」即「管你怎麼樣」；「其理」指乾淨整齊
鯉	lei21		
邐	lei21		參考鄭鈞
履	lei21		
	lei21		狐狸，多升變
	ɬɔt55		「靜lhot5」，表達安靜
咯	lɔt55		咯咯脆
甩	lɔt55		
撒	ɬɔt33		
薩	ɬɔt33		
邋	lɔt32		「邋(lot32)遢(tot3)」
辣	lɔt32		
肋	lɔt32		豬肉下肋
桑	ɬɔŋ33		文讀。一般讀低變調，滄桑讀本調。
喪	ɬɔŋ33		
喪	ɬɔŋ33		
浪	lɔŋ33		墊高
	lɔŋ33		同廣州話，疊高
浪	lɔŋ32		
晾	lɔŋ32		晾衫
郎	lɔŋ22		
狼	lɔŋ22		
琅	lɔŋ22		
廊	lɔŋ22		
瑯	lɔŋ22		
榔	lɔŋ22		
螂	lɔŋ22		
蜋	lɔŋ22		參考斗山
桑	ɬɔŋ21		
嗓	ɬɔŋ21		
朗	lɔŋ21		
散	ɬɔn55		散文、散步「散慢」指「拖拖拉拉」
蘭	lɔn55		荷蘭
傘	ɬɔn33		
散	ɬɔn33		擴散、散學禮指淤傷漸恢復
懶	lɔn33		
爛	lɔn32		
闌	lɔn22		
攔	lɔn22		
蘭	lɔn22		
瀾	lɔn22		
欄	lɔn22		
斕	lɔn22		
塑	ɬɔk55		另一讀音
索	ɬɔk55		動詞，用繩綁。大江也是名詞，繩索
駱	lɔk55		
烙	lɔk55		
洛	lɔk55		
絡	lɔk55		
烙	lɔk33		用油爆香
落	lɔk32		
樂	lɔk32		快樂、「樂著」即「開心」、「舒服」
索	ɬɔk21		低變調。麻將「一索」；「仙索1」指「小魚」(待確定正式名稱)
洗	ɬɔi55		「洗涼」即「沖涼」
徙	ɬɔi55		
璽	ɬɔi55		
拉	lɔi55		阿拉伯、委內瑞拉
捩	lɔi55		訓讀，「扭轉」
晒	ɬɔi33		超常用補語，表示「了」、「光」、「都」
西	ɬɔi33		
犀	ɬɔi33		
細	ɬɔi33		
	ɬɔi33		超常用口語「了」、「光」，表達極度，等同廣州話口語「曬」，如「冇lhoi33」意思是「沒有了」；「好過lhoi33」指「太好了」
拉	lɔi33		
賴	lɔi32		
癩	lɔi32		
籟	lɔi32		
酹	lɔi32		酹酒
例	lɔi32		
厲	lɔi32		
勵	lɔi32		
隸	lɔi32		
麗	lɔi32		
蠣	lɔi32		
來	lɔi22		「來由」連用的變音，指「來頭」，口語指「很」、「交關」（廣州話同意思）
黎	lɔi22		「反對黎」專門形容抬槓的人
細	ɬɔi21		「細」指弟弟
婿	ɬɔi21		
豊	lɔi21		參考斗山
禮	lɔi21		
咯	lɔ33		語氣詞
嫂	ɬau55		
老	lau55		「老水」形容小孩子得意洋洋或有不匹配年齡的成熟
佬	lau55		人；「大個佬」即「成年男人」
搔	ɬau33		
騷	ɬau33		
掃	ɬau33		
撈	lau33		攪拌混合。如撈麵「撈搞」意思是「頑皮」
老	lau33		老鼠、老虎
撈	lau32		過濾、或表達名詞性的撈，譬如：撈起東西再煮，叫「過撈」
牢	lau22		
勞	lau22		
嘮	lau22		
撈	lau21		玩
蟧	lau21		蠄蟧即蜘蛛
澇	lau21		疿
潦	lau21		潦草
嗇	ɬɐt55		
昔	ɬɐt55		
析	ɬɐt55		
息	ɬɐt55		
悉	ɬɐt55		
惜	ɬɐt55		
晰	ɬɐt55		
蜥	ɬɐt55		
熄	ɬɐt55		
窸	ɬɐt55		
蟋	ɬɐt55		
媳	ɬɐt55		媳婦即「心婦」
楔	ɬɐt55		參考鄭鈞
薛	ɬɐt55		
	ɬɐt55		不確定，參考鄭鈞
瀝	lɐt55		嘔心瀝血
礫	lɐt55		上陰入
靂	lɐt55		上陰入
裂	lɐt33		下陰入
力	lɐt32		
歷	lɐt32		
曆	lɐt32		
列	lɐt32		
烈	lɐt32		
捩	lɐt32		參考鄭鈞
圾	ɬap55		
躐	lap33		逾越也。下陰入。
卅	ɬap32		
垃	lap32		垃圾lɛp¹ ɬɛp⁵
臘	lap32		「臘腸」又叫「風腸」
蠟	lap32		
冷	laŋ55		冷衫
	laŋ55		鬧鐘響的擬聲
	laŋ55		篩子
	laŋ55		僅用於口語「laang55花撐114」，指「彈弓」
僧	ɬaŋ33		參考斗山鄭鈞
冷	laŋ33		白讀 「生冷鋼」指「飯菜涼了」
	laŋ22		嚎哭、磨人的聲音，貶義
冷	laŋ21		
仙	ɬɐn55		類似廣州「一分錢」，如「仙仔」指「硬幣」；「仙索1」指「小魚」(待確定正式名稱)
鮮	ɬɐn55		
冼	ɬɐn55		
蘚	ɬɐn55		
仙	ɬɐn33		
先	ɬɐn33		頭先lhaan115（或不升調）
鮮	ɬɐn33		
腺	ɬɐn33		
線	ɬɐn33		
星	ɬɐn33		文讀
猩	ɬɐn33		
惺	ɬɐn33		
性	ɬɐn33		「梗性」意為「固執」
姓	ɬɐn33		
	lɐn33		僅用於口語「laan33頂(aan55)頂(aan55)」，指「有東西頂住的感覺」
愣	lɐn32		參考鄭鈞
煉	lɐn32		
練	lɐn32		
鍊	lɐn32		
鏈	lɐn32		多數升變調laan325；「昆鏈」是椅子所用的堅實木材，不知道什麼字
令	lɐn32		
楞	lɐn22		
連	lɐn22		
蓮	lɐn22		
漣	lɐn22		
憐	lɐn22		
伶	lɐn22		
玲	lɐn22		
凌	lɐn22		
陵	lɐn22		
聆	lɐn22		
菱	lɐn22		菱形
蛉	lɐn22		參考斗山鄭鈞
羚	lɐn22		
零	lɐn22		零落
齡	lɐn22		
靈	lɐn22		文讀
糝	ɬam55		豬食曰豬糝。
攬	lam55		
欖	lam55		
參	ɬam33		三的大寫多用「叁」
三	ɬam33		
冧	lam33		冧，屋跌也。不清楚，保留斗山用法
艦	lam32		
檻	lam32		
攬	lam32		提著
纜	lam32		
濫	lam32		
婪	lam22		
嵐	lam22		
藍	lam22		
三	ɬam21		撲克牌玩法「三花114」
籃	lam21		低變調，本調缺失。
覽	lam21		
塞	ɬak55		塞車「塞屋」指「打嗝」
簕	lak55		簕瓜lak⁵ ka¹¹，即苦瓜。
	lak55		僅用於撲克牌術語，十三張的特殊牌型，由英文luck翻譯成廣州話再翻譯而來
刺	lak33		白讀？
簕	lak33		刺也
	lak33		副詞，多形容「新」，如「新laak3啊」指「很新」
勒	lak32		
肋	lak32		肋骨
	lak32		口語,指「抱起」
	ɬak21		擬聲詞，「嘶嘶索索」的聲音；「lhaak1聲」指「快點」，超常用口語
漱	ɬai55		參考鄭鈞，彼岸及身邊人慣讀「Lhaai33」
搜	ɬai55		
嗖	ɬai55		
艘	ɬai55		
叟	ɬai55		
擻	ɬai55		抖擻
摟	lai55		參考鄭鈞
	lai55		口語，修飾遠近的程度，如「近laai553啊」表示「很近而已」
嗽	ɬai33		
蔞	lai33		陰平（陰去）沖蔞
褸	lai33		大褸
	lai33		動詞，「逗」、「撩」
陋	lai32		
漏	lai32		
鏤	lai32		
撈	lai22		撈上來
犁	lai22		
嘍	lai22		
樓	lai22		「早樓樓」、「早市樓樓」、「新年樓樓」
髏	lai22		
拉	la55		卡拉OK
喇	la33		喇叭la³³ pa⁵⁵
邋	la21		「邋(laa11)遢(tot11)」
罅	la21		隙也
汩	kut55		
骨	kut55		
橘	kut55		參考斗山鄭鈞
蕨	kut55		參考鄭鈞
橛	kut55		參考鄭鈞
	kut55		
倔	kut32		
掘	kut32		
崛	kut32		
葛	kut21		葛粉
訣	kut21		
滾	kun55		
卷	kun55		動詞
捲	kun55		
捐	kun33		
涓	kun33		
娟	kun33		
鵑	kun33		
眷	kun33		
絹	kun33		
均	kun33		「均神」指「吃東西過於冷淡」或「不慍不火」，多數貶義，用於調侃
君	kun33		
軍	kun33		
鈞	kun33		
昆	kun33		「昆鏈325」是椅子所用木材之一，非常堅實，不知道什麼字
崑	kun33		
倦	kun32		
郡	kun32		口語「郡水篤」/「gui32水篤」指「拐杖」，懷疑從「扶手篤」演化
棍	kun21		
矩	kui55		
舉	kui55		
櫸	kui55		參考斗山鄭鈞
車	kui33		車馬炮
居	kui33		
句	kui33		
倨	kui33		
据	kui33		
踞	kui33		
據	kui33		
鋸	kui33		
巨	kui32		
具	kui32		
炬	kui32		
鉅	kui32		
懼	kui32		
句	kui21		句子
葛	kuɔt55		姓葛
割	kuɔt33		
	kuɔt21		喝水的吞嚥擬聲，不知道什麼字
	kuɔt21		動詞，用力吞水的動作
稈	kuɔn55		稈堆kuɔn⁵⁵ (ʔ)ui¹¹
趕	kuɔn55		「趕緊」口語指「快點」
管	kuɔn55		口語有「由他吧」的意思；作為量詞表示「本」，如「一管書」；「只管」指「有種」的語義，如「你只管做」，意思是「你有種就做」
館	kuɔn55		
杆	kuɔn33		
肝	kuɔn33		
竿	kuɔn33		
桿	kuɔn33		
干	kuɔn33		
幹	kuɔn33		
官	kuɔn33		
冠	kuɔn33		
倌	kuɔn33		
棺	kuɔn33		
觀	kuɔn33		參觀
觀	kuɔn33		道觀
貫	kuɔn33		
灌	kuɔn33		
乾	kuɔn33		乾燥
桿	kuɔn21		擔桿
罐	kuɔn21		低變調，本調缺失。
乾	kuɔn21		餅乾、菜乾
改	kuɔi55		
賅	kuɔi33		
該	kuɔi33		
個	kuɔi33		
蓋	kuɔi21		白讀。
哥	kuɔ55		
果	kuɔ55		
裹	kuɔ55		
粿	kuɔ55		
過	kuɔ33		「過為」指「過分」
歌	kuɔ21		低變調，本調缺失。
過	kuɔ21		「次」的意思，如「二過」，指煲湯水時煲第二次
估	ku55		估計常用「估只」，意思是「猜」、「以為」；「估得」意思是「料到」
古	ku55		
股	ku55		
詁	ku55		參考斗山鄭鈞
鼓	ku55		「硬鼓鼓」指「硬」
賈	ku55		
沽	ku33		參考鄭鈞
孤	ku33		
姑	ku33		父之姊曰姑，讀本調
菰	ku33		參考斗山
辜	ku33		
固	ku33		
故	ku33		
雇	ku33		
僱	ku33		
錮	ku33		
顧	ku33		
枯	ku33		乾枯、夏枯草
颶	ku32		「打風颶」指「颳颱風」
姑	ku21		父之妹曰姑（小姑），讀低變調
糾	kiu55		
赳	kiu55		
九	kiu55		
久	kiu55		「久久」指「久不久」
玖	kiu55		
韭	kiu55		
究	kiu33		
灸	kiu33		
咎	kiu33		
疚	kiu33		
救	kiu33		
臼	kiu32		甩臼
舊	kiu32		
吉	kit55		
桔	kit55		年桔
	kit32		濃稠
急	kip55		
姜	kiŋ33		
僵	kiŋ33		
薑	kiŋ33		
疆	kiŋ33		
韁	kiŋ33		
羌	kiŋ33		
羌	kiŋ21		地名，中羌村
菫	kin55		
僅	kin55		有「剛好」的意思，如「僅熟114」是「僅僅煮熟」
緊	kin55		「緊緊彈(don32)」指「氣急敗壞」；「想緊」指「正打算」
瑾	kin55		
槿	kin55		
謹	kin55		
根	kin33		
跟	kin33		
巾	kin33		
斤	kin33		
觔	kin33		
筋	kin33		
近	kin32		文讀
錦	kim55		
今	kim33		
金	kim33		
禁	kim33		
搇	kim32		搇，按也。
撳	kim32		同搇，按也。
腳	kik33		「托大腳」指「拍馬屁」；「腳魄地」指「下注」，多用於撲克遊戲「話事」
腳	kik21		「香腳」、「豬腳」等
劫	kiɛp55		
澀	kiɛp33		苦澀
及	kiɛp32		
撿	kiɛm55		「唔撿久」意思是「快死了」
檢	kiɛm55		
兼	kiɛm33		
劍	kiɛm33		
儉	kiɛm32		
	kiɛ32		口語，釀蹌地走
	kiɐu5514		「幾好」的連讀音，指「怎麼」
矯	kiɐu55		
繳	kiɐu55		
	kiɐu55		擦、抹，使清潔
嬌	kiɐu33		
驕	kiɐu33		
叫	kiɐu33		
轎	kiɐu32		單用多升變音
撬	kiɐu32		「撬架」指「交叉」
頸	kiɐŋ55		「夠頸」有「做工辛苦了」的意思、「鬥頸」指「爭執」
驚	kiɐŋ33		白讀
鏡	kiɐŋ33		
驚	kiɐŋ21		「驚驚335」，指「輕輕地」
	kiɐŋ21		口語「污漬」，如「起giang11」指「生污漬」
	kiɐŋ21		「giang11 giang114」指「輕輕」、「悄悄」
撅	kʰut55		參考鄭鈞
抉	kʰut55		
決	kʰut55		
訣	kʰut55		訣別
獗	kʰut55		
橛	kʰut55		
缺	kʰut55		
闕	kʰut55		
訣	kʰut21		習讀
卷	kʰun55		試卷、蛋卷
捆	kʰun55		
窘	kʰun33		參考鄭鈞
坤	kʰun33		
困	kʰun33		
拳	kʰun22		
蜷	kʰun22		
權	kʰun22		
裙	kʰun22		
群	kʰun22		
菌	kʰun21		多數升變調kʰun¹¹5
拘	kʰui33		
俱	kʰui33		
區	kʰui33		區別
嶇	kʰui33		
軀	kʰui33		
驅	kʰui33		
渠	kʰui22		
瞿	kʰui22		
瞿	kʰui22		
拒	kʰui21		
距	kʰui21		
豁	kʰuɔt33		
丐	kʰuɔi33		
溉	kʰuɔi33		
蓋	kʰuɔi33		文讀。覆蓋。
概	kʰuɔi33		
檜	kʰuɔi33		
繪	kʰuɔi33		
慨	kʰuɔi33		
愾	kʰuɔi33		
膾	kʰuɔi33		
該	kʰuɔi21		超常用口語「這」、「這麼」
箍	kʰu33		
骷	kʰu33		參考斗山鄭鈞
箍	kʰu21		白讀，低變調，名詞
求	kʰiu22		
球	kʰiu22		
毬	kʰiu22		
桕	kʰiu21		參考斗山
舅	kʰiu21		
	kʰit33		口語，得意洋洋搖搖晃晃地走路，引申為貶義化的走路的形容詞
給	kʰip55		
岌	kʰip55		
級	kʰip55		
吸	kʰip55		
強	kʰiŋ22		
強	kʰiŋ21		強求
襁	kʰiŋ21		
近	kʰin33		白讀
芹	kʰin22		
勤	kʰin22		
胗	kʰin21		雞胗
肫	kʰin21		
襟	kʰim33		
禁	kʰim33		
琴	kʰim22		
禽	kʰim22		
擒	kʰim22		
卻	kʰik55		
及	kʰiɛp32		應是白讀
拑	kʰiɛm22		
鉗	kʰiɛm22		
	kʰiɛ55		量詞，「截」，多數形容動植物的一部分軀幹
	kʰiɛ55		屎
騎	kʰiɛ22		白讀。騎馬。「騎馬114」指「沙琪瑪」
茄	kʰiɛ21		
巧	kʰiɐu55		白讀
蹺	kʰiɐu33		蹊蹺讀kʰei²² kʰau⁵⁵ 「奇巧」包含的意思、用法與「蹊蹺」不完全相同，保留意見
翹	kʰiɐu33		白讀。翹起
喬	kʰiɐu22		
僑	kʰiɐu22		
橋	kʰiɐu22		
翹	kʰiɐu22		文讀。銀翹，翹首。
藠	kʰiɐu21		藠頭
劇	kʰiɐk55		
踢	kʰiɐk33		另一讀音
屐	kʰiɐk21		屐，木鞋也。
祇	kʰi22		地神也，神祇不確定，參考斗山
汲	kʰəp55		
拱	kʰəŋ55		又讀，某部分口音（石橋一帶尤甚）讀「拱khung55北」
孔	kʰəŋ55		
穹	kʰəŋ22		
窮	kʰəŋ22		
	kʰəŋ21		大江不說恁，說「khung11」，多升變
曲	kʰək55		
麴	kʰək55		
曲	kʰək21		「轉曲」指「轉彎」；「膝頭曲」指「膝蓋」
潰	kʰei55		參考斗山鄭鈞
企	kʰei55		家。如：翻企（回家），翻企村（回村）
規	kʰei33		
畸	kʰei33		應是文讀
亟	kʰei33		參考鄭鈞
冀	kʰei33		
盔	kʰei33		
窺	kʰei33		
虧	kʰei33		
愧	kʰei33		
企	kʰei33		有「豎直」的意思
逵	kʰei22		
揆	kʰei22		
葵	kʰei22		文讀
睽	kʰei22		
期	kʰei22		日期
芪	kʰei22		
其	kʰei22		「其理」指「乾淨整齊」
奇	kʰei22		奇怪「限奇」有「非得…不可」的意思，一般用於反問
歧	kʰei22		
祈	kʰei22		
耆	kʰei22		
畦	kʰei22		參考斗山鄭鈞
崎	kʰei22		
淇	kʰei22		
琪	kʰei22		
琦	kʰei22		
棋	kʰei22		
旗	kʰei22		
騎	kʰei22		文讀。胡騎
鰭	kʰei22		
攜	kʰei22		
葵	kʰei21		白讀；單獨可指撲克牌「葵11扇33」，亦讀「葵(22)扇(11)」
括	kʰɔt55		兩種都有人讀
	kʰɔt33		口語「摩擦」，如「kot3腳」
港	kʰɔŋ55		
廣	kʰɔŋ55		又讀，某部分口音（石橋一帶尤甚）讀「廣khong55州」
慷	kʰɔŋ55		
獷	kʰɔŋ33		不排除誤讀演化
亢	kʰɔŋ33		
亢	kʰɔŋ33		
抗	kʰɔŋ33		
炕	kʰɔŋ33		參考鄭鈞
筐	kʰɔŋ33		
框	kʰɔŋ33		文讀
眶	kʰɔŋ33		
鄺	kʰɔŋ33		
曠	kʰɔŋ33		
礦	kʰɔŋ33		
擴	kʰɔŋ33		不排除誤讀演化
狂	kʰɔŋ22		
	kʰɔŋ22		long33 kong22 意思是「佔地方」
閒	kʰɔn22		得閒。因連音所致
確	kʰɔk55		
郭	kʰɔk33		
槨	kʰɔk33		參考斗山
郝	kʰɔk33		
涸	kʰɔk33		口渴
壑	kʰɔk33		
霍	kʰɔk33		
廓	kʰɔk33		
稽	kʰɔi55		稽查kʰai⁵⁵ tsʰa²²
楷	kʰɔi55		楷模
啟	kʰɔi55		
稽	kʰɔi33		無稽
蹊	kʰɔi33		
契	kʰɔi33		契約
溪	kʰɔi33		
谿	kʰɔi33		
	kʰɔi33		超常用口語，「拿」
	kʰɔi22		笨，不知道什麼字，估計是廣州話「kuaai22」
絞	kʰau55		絞絲
巧	kʰau55		
	kʰau21		超常用口語「這樣」，如「興kaau115」意思是「可以這樣」
咳	kʰɐt55		咳嗽
迄	kʰɐt55		
訖	kʰɐt55		
隙	kʰɐt55		
蠍	kʰɐt55		
屹	kʰɐt55		
	kʰɐt55		口語，副詞，如「夠kaat5啊」代表「很累」
	kʰɐt55		口語，「kaat7kaat7顫」表示生動的「顫抖」
揭	kʰɐt33		
框	kʰaŋ55		白讀
	kʰaŋ22		口語，意思是「把圍巾繞在脖子的動作」
	kʰaŋ22		用於「空kaang22kaang22」，即「空空如也」
傾	kʰɐn55		
頃	kʰɐn55		
	kʰɐn55		裝餸的不鏽鋼兜，不知道什麼字
	kʰɐn55		中小型不鏽鋼器皿，可盛菜用
	kʰɐn55		僅用於口語「無kaan2」，指「數不勝數」
傾	kʰɐn33		傾偈kʰɪŋ³³ kai¹¹⁵，本字“謦欬”。
鯨	kʰɐn22		
虔	kʰɐn22		
乾	kʰɐn22		乾坤
擎	kʰɐn22		
瓊	kʰɐn22		
卡	kʰak33		動詞
咯	kʰak21		咯痰聲
卡	kʰak21		名词，低變調，繩結。
	kʰak21		口語，「結」、「節」，如「繩kaak1」、「蔗kaak1」
	kʰai55		本音不明，僅用於口語「親kaai335」,
溝	kʰai33		
搆	kʰai33		同「構」
構	kʰai33		
購	kʰai33		
靠	kʰai33		
摳	kʰai33		vaa55 是否此字白讀？
叩	kʰai33		
扣	kʰai33		
寇	kʰai33		
蔻	kʰai33		
敲	kʰai33		
	kʰai22		僅用於口語「蠻kaai22樓」，指「野蠻」
卡	kʰa55		信用卡
掛	kʰa33		
褂	kʰa33		
夸	kʰa33		
誇	kʰa33		
垮	kʰa33		參考鄭鈞
跨	kʰa33		
蠄	kʰa22		蠄蟧即蜘蛛
	kʰa21		擬聲詞，模仿別人笑；「kaa11 kaa11笑」即「形容別人笑的神態」
嘅	kɛ33		
蛤	kəp55		
公	kəŋ55		撲克牌「王公」
拱	kəŋ55		
鞏	kəŋ55		
工	kəŋ33		
弓	kəŋ33		
公	kəŋ33		
功	kəŋ33		
攻	kəŋ33		
供	kəŋ33		
恭	kəŋ33		
蚣	kəŋ33		
躬	kəŋ33		
宮	kəŋ33		
貢	kəŋ33		「貢祭」指平時拜神祭祀祖先的儀式
紅	kəŋ33		古同『工』
共	kəŋ32		單獨用有「照顧小朋友」的意思
公	kəŋ21		老公、公仔。
谷	kək55		山谷
穀	kək55		
鵠	kək55		
掬	kək55		
鞠	kək55		
菊	kək55		
旭	kək55		
局	kək32		
軌	kei55		
鬼	kei55		
詭	kei55		
畸	kei55		應是白讀
己	kei55		
幾	kei55		幾個，「門幾55」指「傳統大門的鎖」；「幾552啊」指「不知道啊」
紀	kei55		
杞	kei55		
圭	kei33		
瑰	kei33		瑰麗
瑰	kei33		玫瑰多升變調
閨	kei33		
龜	kei33		
鮭	kei33		
歸	kei33		
癸	kei33		
桂	kei33		
貴	kei33		
鱖	kei33		
肌	kei33		
飢	kei33		
姬	kei33		
基	kei33		家，如：翻去基（回家）、翻去基村（回村）
犄	kei33		
機	kei33		
磯	kei33		
譏	kei33		
饑	kei33		
几	kei33		茶几
幾	kei33		幾乎
季	kei33		
既	kei33		
記	kei33		
悸	kei33		
寄	kei33		
暨	kei33		
暨	kei33		
朞	kei33		參考斗山
期	kei33		期年
奇	kei33		奇數
跪	kei32		
櫃	kei32		
技	kei32		
忌	kei32		
妓	kei32		
匱	kei32		參考斗山鄭鈞
餽	kei32		參考鄭鈞
饋	kei32		參考鄭鈞
基	kei21		塘基
箕	kei21		
括	kɔt55		
刮	kɔt33		「惡刮」指「難以曉之以理」
颳	kɔt33		
廣	kɔŋ55		
講	kɔŋ55		有超常用口語用法，「才」的意思
肛	kɔŋ33		
岡	kɔŋ33		一般讀低變調，本調少見。岡州讀本調。
缸	kɔŋ33		
罡	kɔŋ33		
剛	kɔŋ33		
崗	kɔŋ33		
綱	kɔŋ33		
槓	kɔŋ33		
光	kɔŋ33		
胱	kɔŋ33		
江	kɔŋ33		
降	kɔŋ33		降落
扛	kɔŋ33		
岡	kɔŋ21		
崗	kɔŋ21		低變調，本調少見。蟹崗埠讀本調。
鋼	kɔŋ21		低變調，本調缺失。
揀	kɔn55		
繭	kɔn55		
簡	kɔn55		
鹼	kɔn55		
關	kɔn33		
慣	kɔn33		「慣勢」意為持久，可形容關係或習慣，「慣勢了」意為壞習慣
奸	kɔn33		
肩	kɔn33		
姦	kɔn33		
間	kɔn33		
艱	kɔn33		
澗	kɔn33		
諫	kɔn33		
綸	kɔn33		綸巾
咯	kɔk55		模仿雞叫
閣	kɔk55		閣讀高調意為塔。參考斗山
各	kɔk55		
聒	kɔk55		參考鄭鈞
國	kɔk55		
覺	kɔk55		覺醒
擱	kɔk33		
閣	kɔk33		
角	kɔk33		牛角
覺	kɔk33		白讀，覺得
角	kɔk21		直角、角仔。：單獨可指撲克牌「方塊」
拐	kɔi55		
街	kɔi55		高變調，本調缺失。街市、街坊
解	kɔi55		解決「解義」指「意思」，如「冇乜解義」指「沒意思」
蚧	kɔi55		蛤蚧；有樹蛙名曰「拿離蚧()(goi11)」
尬	kɔi33		
乖	kɔi33		
怪	kɔi33		
雞	kɔi33		有俗語：睇人屙屎生公雞（goi11），指生眼挑針。另有「雞頭」指「股份」或「下注」
計	kɔi33		
薊	kɔi33		參考斗山鄭鈞
繼	kɔi33		
佳	kɔi33		
皆	kɔi33		
階	kɔi33		
介	kɔi33		
戒	kɔi33		
芥	kɔi33		
屆	kɔi33		
界	kɔi33		
誡	kɔi33		
楷	kɔi33		楷書
偕	kɔi33		
