序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
13687	大事			tai53 sii53		重要的事、偉大的事。	例：子女个終身大事，使得講係爺哀盡關心个一件事。(（子女的終身大事，稱得上是父母最關心的一件事。）)			hk0000012472-1-3
13688	大嫂	名		tai53 so31		1.稱謂。用以稱自己大哥的妻子。　2.用以稱呼較年長朋友的太太。	例：大嫂係吾屋下最有權威个人。(（大嫂是我家最有權威的人。）) 例：恁敗勢！暗晡夜个聚會都交分大嫂一儕人來安排。(（真不好意思！今晚的聚會都交給大嫂一人來安排。）)			hk0000012473-1-3
13689	大體			tai53 ti31		大概、大致。	例：這條巷愛裨闊，若係無特殊情況，社區住民大體會贊成正著。(（這條巷子要拓寬，如果沒有特殊情況，社區住民大多會贊成才對。）)	大概大約大部分大勢		hk0000012474-1-3
13690	大條	形		tai53 tiau113		1.形容動物體型很大。　2.形容人高傲不可一世的樣子。　3.比喻人粗率、不拘小節的個性。	例：這魚仔恁大條，毋知有幾重。(（這魚很大條，不知有多重？）) 例：人係有錢，難免就會表現出大條个樣仔。(（人若有錢，不免就會表現出高傲的樣子。）) 例：佢做事總係糊裡糊塗，係神經大條个人。(（他做事總是糊裡糊塗，是神經粗線條的人。）)			hk0000012475-1-3
13691	大同	形		tai53 tung113		1.最和平安樂的盛世。　2.大致相同，可說幾近一樣。	例：愛達成世界大同个境界，需要大家共下來打拚。(（要達成世界大同的境界，需要大家一起來努力。）) 例：𫣆兩儕對這件事情个解釋，可以講係大同小異。(（我們倆對這件事情的解釋，可說是大同小異。）)			hk0000012476-1-3
13692	大位	名		tai53 vui53		指身分地位高者或年紀較長者所坐的位子。	例：在𠊎屋下食飯時節，大位都係分阿公坐。(（在我家吃飯時，尊位都是給爺爺坐。）)	上位尊位上橫頭		hk0000012477-1-3
13693	大窩	名		tai53 vo33		「窩」的講法是客家人對深谷低窪而開口向外的地方的習慣稱呼；故大窩就是指「大的盆狀地」。如新竹縣竹東鎮就有這樣的地方。	例：一般來講，來往大窩地區个交通都較毋方便。(（通常來往大窩地區的交通都較不便。）)	窩肚		hk0000012478-1-3
13694	大齋			tai53 zai33		臺灣的客家喪葬禮俗之一。家屬於親人往生後，請道士（俗稱和尚）或尼姑誦經做道場，以追修功德，通常開始於出殯前一天早上十點，到次日早上八、九點。又稱為「做齋」、「打齋」、「做法事」。				hk0000012480-1-3
13695	大志	名		tai53 zhi53		遠大的志向。	例：佢立下大志愛做一個救人救世个先生。(（他立下大志要做一個救人濟世的醫生。）)			hk0000012481-1-3
13696	大賊牯	名		tai53 ced54 gu31		強行掠奪別人財物的人。「牯」是詞尾，主要用在男生。	例：近來臺北市出現一個大賊牯，市民食睡毋得。(（近來臺北市出現一個大盜，市民寢食難安。）)			hk0000012483-1-3
13697	大擘擘			tai53 bag54 bag54		形容自大神氣不可一世的樣子。	例：佢總係大擘擘个樣仔，總有一日會刻虧。(（他總是不可一世的樣子，總有一天會吃虧。）)			hk0000012484-1-3
13698	大自家			tai53 cid21 ga33　又讀tai53 ci33 ga33		泛指眾人，即我們每一個人。	例：大自家若係會和又合共心，社會斯會和挼。（大家若是和睦加上同心，社會就會祥和。	大家		hk0000012485-1-3
13699	大丈夫	名		tai53 chong53 fu33		勇敢剛毅、有志氣的男子。	例：大丈夫做事愛敢做敢當。(（大丈夫做事要敢做敢當。）)			hk0000012487-1-3
13700	大肚屎			tai53 du31 shi31		大肚子，喻指懷孕。	例：職業婦女已艱難，大肚屎咧還係愛去上班。(（職業婦女很辛苦，懷孕了還是要去上班。）)	有身有身項有身妊擐大肚擐人		hk0000012488-1-3
13701	大家人	名 形		tai53 ga33 ngin113		1.泛指眾人，即我們每一個人。　2.比喻人口眾多。	例：恁久無看著你，𫣆大家人都盡想你呢。(（很久沒看到你，我們大家都很想你呢。）) 例：阿火伯，倈仔有七、八個，孫仔有十過個，做得講係大家人。(（阿火伯，兒子有七、八個，孫子有十幾個，稱得上是人口眾多。）)	大家大自家		hk0000012493-1-3
13702	大腳板	名		tai53 giog21 ban31		腳掌大的人。俗稱大腳、大腳丫。	例：阿姊生來就有一雙大腳板，輒常買毋著鞋仔來著。(（姊姊生來就有一雙大腳丫，時常買不到鞋子來穿。）)	大腳朳		hk0000012495-1-3
13703	大核包			特tai53 hag54 bau33		疝氣的一種。指男性腹股溝閉合不全，致腹腔中的小腸等臟器墜入陰囊、使其腫大的病症。	例：擔著大核包个病毋使愁，手術斯會好。(（得了疝氣的病不用煩惱，開刀就會好。）)	墜氣墜腸		
13704	大項下	名		tai53 hong53 ha53		1.泛指大的物件或事物的重點部分。　2.指普通的東西或大部分常見的東西。　3.指大的方面的開銷。	例：搬屋該下，大項下个東西請人搬會較省時省力。(（搬家時，大物件的東西請人搬會較省時省力。）) 例：阿姊搬入新屋，大項下个東西，佢自家就買有了。(（姊姊搬進新家，大部分的東西，她自己都買好了。）) 例：阿公做大生日，該擺大項下个開銷就用忒歸十萬銀。(（爺爺做大壽，那次最大方面的開銷就用掉整整十萬元。）)			hk0000012500-1-3
13705	大優待	名		tai53 rhiu113 tai53		給予很大優厚的對待。	例：百貨公司逐擺在週年慶該下，都會打折大優待。(（百貨公司每次在週年慶時，都會打折大優待。）)			hk0000012501-1-3
13706	大箍牯	名		tai53 kieu33 gu31		泛指身材肥胖的男子。	例：大箍牯買褲毋著來著。(（大胖子買不到褲子穿。）)			hk0000012502-1-3
13707	大坵嫲			tai53 kiu33 ma113		指面積特別大的田地。	例：這大坵嫲，愛賣撇實在已打爽。(（這塊面積很大的田，要賣掉實在很可惜。）)	大坵田		hk0000012503-1-3
13708	大老爺	名		tai53 lo31 rha113		1.舊時對於官紳的一種敬稱語。　2.引申形容一個人擺闊、裝腔作勢、不可一世的樣子，含有嘲弄的意味。	例：包拯係宋朝老百姓心中所敬仰个青天大老爺。(（包拯是宋朝老百姓心中所敬仰的青天大老爺。）) 例：大老爺！逐項事情都愛別人𢯭手，你敢無試著當見笑。(（大老爺！每樣事情都要別人幫，你難道不覺得很丟臉？）)	老爺大士爺大士爺		hk0000012505-1-3
13709	大郎伯			tai53 long113 bag21		丈夫的哥哥。	例：大郎伯較慢結婚，所以細人還當細。(（老公的哥哥比較晚婚，所以小孩還很小。）)			hk0000012506-1-3
13710	大磨石	名		tai53 mo53 shag54		大石磨。舊時用以磨碎穀粒的器具，由一對磨盤組成。	例：莫看佢瘦夾夾仔，歸百斤重个大磨石佢也扛得起來。(（不要看他瘦巴巴的，一百斤重的大磨石他也抬得起來。）)			hk0000012508-1-3
13711	大南蛇			tai53 nam113 sha113		動物名。俗稱「蟒」。一種無毒的大型蛇類，長二丈以上。有鱗，體黃褐色，腹白，背面有雲狀斑紋，多產於熱帶及亞熱帶地區。以捕食獸類為生，能吞食二十至三十斤的哺乳動物。其肉可食，皮亦可製成裝飾品。又稱為「蚺蛇」、「髯蛇」。				hk0000012509-1-3
13712	大娘姊			tai53 ngiong113 zi31						hk0000012511-1-3
13713	大戇牯	名		tai53 ngong53 gu31		指愚笨、傻瓜的人。多用來罵人或開玩笑。	例：毋好常常笑人係大戇牯，會傷害著人个自尊心。(（不要經常笑人是大傻瓜，會傷害到別人的自尊心。）)	大番薯		hk0000012512-1-3
13714	大聲胲			tai53 shang33 goi33		大嗓門。	例：佢係出名个大聲胲，打一個電話歸條街路都聽得著。(（他是出了名的大嗓門，打個電話整條街都聽得到。）)			hk0000012515-1-3
13715	大聲喊	動		tai53 shang33 hem33		大聲的呼喊。	例：在公共場所講話愛低言細語，做毋得大聲喊。(（在公共場所說話要輕聲細語，不可大聲喊叫。）)			hk0000012516-1-3
13716	大神氣	形		tai53 shin113 ki53		形容花費很大精神或氣力。	例：隨在佢愛仰般做，𠊎正無恁大神氣去插佢呢。(（隨便他要怎麼做，我才沒那麼大精神去理睬他呢。）)	大氣命		hk0000012518-1-3
13717	大樹下	名		tai53 shu53 ha33		大樹底下。	例：公園肚个大樹下輒常係大家坐尞个所在。(（公園裡的大樹下常是大家乘涼的地方。）)			hk0000012519-1-3
13718	大大把	名		tai53 tai53 ba31		形容數量很多，很大一把之意。	例：佢逐日都會擎大大把个祛把去市場賣。(（他每天都會拿很大一把的竹掃把去市場販賣。）)			hk0000012522-1-3
13719	大廳下	名		tai53 ten33 ha33		大廳堂，即現今所說的「客廳」，多用以招待賓客或集會。	例：年三十暗晡，𫣆歸家人都會在大廳下搞牌唱歌仔。(（除夕夜，我們全家人都會在大廳堂玩牌唱歌。）)			hk0000012523-1-3
13720	大頭家	名		tai53 teu113 ga33		大老闆。即擁有個人事業，並獲得同業人士認可的人。	例：經過恁多年个打拚，佢總算做大頭家了。(（經過這麼多年的打拚，他終於成為大老闆了。）)			hk0000012524-1-3
13721	大頭針	名		tai53 teu113 zhim33		一頭較大，有圓形突出，用來固定物體或紙張的針。	例：佢用大頭針摎廣告紙釘到看板頂項。(（他用大頭針把廣告紙釘到看板上。）)			hk0000012527-1-3
13722	大災難	名		tai53 zai33 nan53		十分重大的災禍危難。	例：這擺風搓分臺灣人帶來大災難，損失嚴重。(（這次颱風給臺灣人帶來大災難，損失嚴重。）)			hk0000012528-1-3
13723	大症頭	名		tai53 zhin53 teu113		嚴重的事情。	例：佢三頭兩日就喊頭那痛，毋知係著著麼个大症頭，愛遽遽去大醫院檢查。(（他三天兩日就喊頭痛，不知是得到什麼大病，要趕快去大醫院檢查。）)			hk0000012529-1-3
13724	大慈大悲	形		tai53 cii113 tai53 bi33		大慈，佛家用語，指愛一切眾生。大悲，指拯救一切受苦難的人。大慈大悲形容救度眾生的廣大慈悲。	例：正經慈悲个人，正曉得大慈大悲摎大愛。(（真正慈悲的人，才懂得大慈大悲與大愛。）)			hk0000012530-1-3
13725	大行大嫁	動		tai53 hang113 tai53 ga53		原指女子明媒正娶嫁至夫家，後用以形容一名女子之身分地位不容輕視、侮蔑。	例：頭擺皇后係大行大嫁个大婆，無人敢跌失佢。(（以前皇后是明媒正娶的大老婆，沒有人敢得罪他。）)			hk0000012531-1-3
13726	大名鼎鼎	形		tai53 miang113 den31 den31		形容人的名氣、聲望很大。	例：鍾理和先生係臺灣大名鼎鼎个文學家。(（鍾理和先生是臺灣大名鼎鼎的文學家。）)			hk0000012532-1-3
13727	大大方方	形		tai53 tai53 fong33 fong33		態度自然從容，不拘束。	例：你又無做壞事，做麼个毋敢大大方方在街路行？(（你又沒做壞事，為何不敢大大方方在街上走？）)	大方大方身勢		hk0000012535-1-3
13728	大大細細	名		tai53 tai53 se53 se53		無論大大小小。即總括所有之意。	例：屋下大大細細个事情，阿姆都一手包。(（家裡大大小小的事情，媽媽都一手包。）)	老幼老嫩大細老老嫩嫩		hk0000012536-1-3
13729	大庭廣眾	名		tai53 tin113 gong31 zhung53		形容人多而公開的場合。	例：在大庭廣眾講話毋好恁大聲。(（在大庭廣眾說話不要太大聲。）)			hk0000012537-1-3
13730	大雞鉗細雞啄	諺		tai53 gie33 kiam113 se53 gie33 dug21		喻受盡眾人種種的欺凌侮辱。	例：頭日上班難免大雞鉗細雞啄，等一段時間，應該就毋會了。(（第一天上班難免眾人的欺負，等一段時間後，應該就不會了。）)			hk0000012539-1-3
13731	大雞毋食細米	諺		tai53 gie33 m113 shid54 se53 mi31		比喻人一旦做慣大買賣，就不會願意做小生意了。	例：景氣毋好賺錢難，有麼个才調堅持愛大雞毋食細米呢。(（景氣不好賺錢不容易，有什麼能耐堅持要做大生意不做小生意呢？）)			hk0000012540-1-3
13732	大落細，一空鬥一榫	諺		tai53 lab21 se53，rhid21 kung33 deu53 rhid21 sun31		一個蘿蔔一個坑，剛剛好。比喻每個人都該有屬於自己的一份。	例：大落細，一空鬥一榫，凡事莫強求，自然就會得著。(（一個蘿蔔一個坑，凡事莫強求，自然就會得到。）)			hk0000012541-1-3
13733	大鑊吂滾，細鑊洛洛滾	諺		tai53 vog54 mang113 gun31，se53 vog54 log54 log54 gun31		1.大人（或先進）未開口，小孩（或後進）反而滔滔不絕。　2.高竿的人不喜誇耀，反倒半調子的人聲音很大。	例：厥屋下个細人仔還多嘴，逐擺都大鑊吂滾，細鑊洛洛滾。(（他家的小孩真多嘴，每次都是大人未開口，小孩反而滔滔不絕。）) 例：公司年終檢討會大家搶等講話，蔑到大鑊吂滾，細鑊洛洛滾。(（公司開年終檢討會大家搶著講話，搞到高竿的人不喜誇耀，反倒半調子的人聲音很大。）)			hk0000012542-1-3
13734	大𧊅食細𧊅，蛤蟆食石螺	諺		tai53 guai31 shid54 se53 guai31，ha113 ma113 shid54 shag54 lo113		比喻以大欺小，強者欺凌、吞併弱者之意。	例：大𧊅食細𧊅，蛤蟆食石螺，係自然界維持生存个一種法則。(（弱肉強食是自然界維持生存的一種法則。）)			hk0000012543-1-3
13735	大官食細官，細官食百姓，百姓食钁頭柄	諺		tai53 guan33 shid54 se53 guan33，se53 guan33 shid54 bag21 siang53，bag21 siang53 shid54 giog21 teu113 biang53		意謂在上位者層層剝削，到了農民，別無他法，只能靠鋤頭謀生。	例：暴政統治个時代，時常會有大官食細官，細官食百姓，百姓食钁頭柄个情形。(（暴政統治的時代，時常會有在上位者層層剝削，以致農民只能靠鋤頭謀生的情形。）)			hk0000012544-1-3
13736	太		詞目分類索引/稱謂身分	tai53		1.極、大。　2.稱謂。尊稱輩分極高或最高的長輩，不分男女。	例：太空。 例：阿太（曾祖父母）、太太(（高祖父母）)			hk0000012545-1-3
13737	太太			tai53 tai53		高祖父母。父母的曾祖父母。	例：阿爸講這棟屋係太太該央時起个。(（爸爸說這棟房子是高祖父那時所建的。）)	阿祖		hk0000012550-1-3
13738	怠			tai31		1.鬆懈、懶惰。　2.輕慢。	例：怠惰。 例：怠慢。			hk0000012552-1-3
13739	怠慢	動		tai31 man53		表示款待客人不周到或失禮的客套話。	例：人恁多，有怠慢个地方，希望你兜莫計較。(（人這麼多，有不周到的地方，希望你們不要計較。）)			hk0000012553-1-3
13740	待	動		tai31　tai53		對待、照顧。	例：對待。			hk0000012554-1-3　hk0000012554-2-3-1
13741	待人接物	動		tai31 ngin113 ziab21 vud54		處理人際關係與事務。	例：待人接物有分寸係佢事業成功个原因之一！(（待人接物有分寸是他事業成功的原因之一！）)	處世		hk0000012556-1-3
13742	泰		詞目分類索引/宗教民俗 詞目分類索引/空間方位	tai53		1.順適如意。　2.六十四卦之一。乾下坤上。為天地交而二氣通之象。　3.泰國的簡稱。	例：國泰民安。			hk0000012557-1-3
13743	泰山	名		tai53 san33		3.岳父的別稱。　1.山名。五嶽中的東嶽，位於山東省膠州灣西南，橫亙省境中部，盡於運河東岸，主峰在泰安縣北。　2.泰山電影中的男主角。原為「人猿泰山」小說中的主角，因深受歡迎而改拍成電影。敘述其在叢林中被人猿撫養長大及冒險活動的過程。	例：厥个泰山逐日天吂光就䟘床摎屋下人煮朝。(（他的岳父每天天沒亮就起床幫家人煮早飯。）)			hk0000012558-1-3
13744	逮			tai53		追捕、捉拿。	例：逮捕。			hk0000012559-1-3
13745	替	動		te53		1.代換。　2.衰落。	例：替換。 例：興替。			hk0000012560-1-3
13746	態	名		tai31		事物的情狀。	例：事態。			hk0000012561-1-3
13747	淡	形		tam33　tam53		味道不濃不鹹。	例：淡淡。			hk0000012563-1-3　hk0000012563-2-3-1
13748	淡水	名		tam33 shui31		非海水的。	例：這係淡水魚，毋係海魚。(（這是淡水魚，不是海魚。）)			hk0000012564-1-3
13749	淡淡	形		tam33 tam33		指湯味不濃。	例：湯無放著鹽，淡淡。(（湯沒放到鹽，淡淡的。）)			hk0000012565-1-3
13750	淡濫淡濫	形		tam33 lam53 tam33 lam53		指食物味道不濃。	例：這盤菜淡濫淡濫，毋好食。(（這盤菜味道太淡，不好吃。）)			hk0000012566-1-3
13751	貪		詞目分類索引/人物品評	tam33		1.愛財，不擇手段的求取財物。　2.對各種事物不知滿足的追求。　3.片面的追求。	例：貪財受賄。 例：貪食。 例：貪便宜。			hk0000012567-1-3
13752	貪食	形		tam33 shid54		愛吃東西而不知節制。	例：你實在有貪食，還吂拜好个東西就拿來食！(（你真的很貪吃，還沒祭拜完畢的東西就被你拿來吃！）)	圖食		hk0000012569-1-3
13753	貪汙	動		tam33 vu33		利用職務上的便利，獲取非法錢財。	例：該隻貪官，盡會貪汙。(（那個貪官，很會貪汙。）)			hk0000012570-1-3
13754	貪花好色	動		tam33 fa33 hau53 sed21		貪戀女色。	例：佛門規矩其中有一條係戒貪花好色。(（佛門規矩其中有一條是戒好女色。）)			hk0000012573-1-3
13755	貪心不足			tam33 sim33 bud21 ziug21		索求無度而不知足。	例：有人做生理心肝當大，賺錢愛多又愛多，貪心不足，毋知哪正係到頭。(（有人做生意野心很大，賺錢多還要更多，貪得無厭，不知道哪裡才是止境。）)			hk0000012574-1-3
13756	探	動		tam33		伸出之意。	例：探出兜仔(（伸出去一些）)			hk0000012575-1-3
13757	痰			tam113		從呼吸道、口腔或喉嚨表面排出的黏液。含有唾液、膿、微生物、血液或吸入的微粒等。平常分泌量少，肺部或氣管生病時，量則增加。				hk0000012576-1-3
13758	痰火鬼	名		tam113 fo31 gui31		1.稱患肺癆疾病的人。　2.指脾氣暴燥，動不動就生氣的人。	例：車肚有個痰火鬼，大家當驚分佢遰著。(（車上有位患肺癆的人，大家都怕被他傳染。）) 例：這個痰火鬼，時常跌失人還毋知。(（這個脾氣暴燥的人，常常得罪人還不知道！）)			hk0000012577-1-3
13759	潭	名		tam113		1.深水池。　2.姓。	例：深潭。			hk0000012578-1-3
13760	談	動		tam113		1.說話或討論。　2.姓。	例：談論。			hk0000012579-1-3
13761	談笑	動		tam113 siau53		談天說笑。	例：食飽夜，大家在花園肚談笑。(（吃完晚飯，大家在花園裡談天說笑。）)			hk0000012581-1-3
13762	談天	動		tam113 tien33		談話、聊天。	例：逐暗晡愛倒垃圾該下，大家都在巷仔口談天等垃圾車來。(（每天晚上到了倒垃圾的時候，大家都在巷口聊天等垃圾車來。）)	譫誃打嘴鼓談牙風		hk0000012582-1-3
13763	曇			tam113		1.雲氣。　2.見「曇花」。	例：雲曇。			hk0000012583-1-3
13764	曇花			tam113 fa33		植物名。多年生多肉質草本。主枝圓柱形，新枝扁平，色綠，呈葉狀。花大，白色，生在分枝邊緣上，多在夜間開放，但是不久即凋謝。				hk0000012584-1-3
13765	淡			tam53		稀薄。	例：淡淡、淡薄。			hk0000012585-1-3
13766	淡薄	形		tam53 pog54		1.不濃厚、稀薄。　2.味道平淡不濃厚。	例：當多人認為大都市个人情淡薄。(（許多人認為大都市的人情淡薄。）) 例：佛門子弟，食个東西項項全較淡薄。(（佛門子弟，吃的東西樣樣都比較平淡。）)			hk0000012586-1-3
13767	淡水			tam53 shui31		地名。今位於臺北市西北，淡水河口北岸，行政上隸屬新北市淡水區。過去稱為「滬尾」，日據時代正式改名「淡水」並延用至今。早期淡水港為貿易出入口港，商業發達，而今因河口淤塞，轉而發展觀光休閒業，街景多留有昔日色彩，具歷史意義。				hk0000012587-1-3
13768	探	動		tam53		架設、搭建。	例：探橋。			hk0000012588-1-3
13769	探礦	動		tam31 kong31		勘查礦源，尋找礦產。	例：開礦以前愛先探礦，正毋會白做。(（開礦之前要先勘查礦源，才不會做白工。）)			hk0000012590-1-3
13770	探路	動		tam31 lu53		在起程前，先行了解、熟悉道路情況。	例：天光日愛去國家考場考試，今晡日先去探路。(（明天要去國家考場考試，今天先去探路。）)	問路		hk0000012591-1-3
13771	探望	動		tam31 mong53		拜訪看望。	例：天光日愛同老弟探望阿婆。(（明天要和弟弟探望奶奶。）)	拜望探訪看望		hk0000012592-1-3
13772	探親	動		tam31 cin33		探訪親戚。	例：後日阿爸同阿姆愛去大陸探親。(（後天爸爸和媽媽要去大陸探訪親戚。）)			hk0000012593-1-3
13773	探險家	名		tam31 hiam31 ga33		深入不為人知或危險的地方去探測、研究新事物的專家。	例：老弟立志做一個探險家。(（弟弟立志做一位探險家。）)	冒險家		hk0000012595-1-3
13774	探囊取物	動		tam31 nong113 ci31 vud54		伸出手到袋子裡取東西，後來用以比喻事情極為容易辦得到。	例：恁簡單个事，對佢來講正經係探囊取物。(（這麼簡單的事，對他來講真正是極為容易。）)			hk0000012596-1-3
13775	彈	動		tan113		1.利用彈力將物品發射出。　2.利用手指彈擊物體。　3.以撥或按的方式來演奏弦樂器。　4.利用弦狀器具使纖維變鬆軟。　5.具有彈性的。　6.糾劾、檢舉。	例：彈出來。 例：彈耳公。 例：彈琵琶。 例：彈被。 例：彈簧。 例：彈劾。			hk0000012597-1-3
13776	彈劾	動		tan113 hed54		監察機關或民意機關，糾舉違法失職的官員，並追究其法律責任的行動。	例：監察委員提出調查報告，講會彈劾部分失職人員。(（監察委員提出調查報告，說會彈劾部分失職人員。）)			hk0000012598-1-3
13777	彈琴	動		tan113 kim113		用手指撥弄琴弦、鍵盤，發出樂音。	例：阿旺當會彈琴，常常分人喊去表演。(（阿旺很會彈琴，常常被人叫去表演。）)			hk0000012599-1-3
13778	彈性	名		tan113 sin53		1.物體受外力作用時，會改變形體，而當外力除去後隨即恢復原狀的性質。　2.比喻事情無絕對的標準、形式等，可以隨狀況調整。　3.指彈跳的能力。	例：樹奶仔个彈性當好，用來束東西當好。(（橡皮筋的彈性好，用來束東西很好。）) 例：公司个會計有準備一筆錢來彈性運用。(（公司會計有準備一筆錢來彈性運用！）) 例：佢雖然毋係當高，毋過彈性盡好，教練決定訓練佢向跳高方面發展。(（佢雖然不高，不過彈性相當好，教練決定訓練他朝跳高方面發展。）)			hk0000012601-1-3
13779	壇	名		tan113		1.古代舉行祭祀的高臺。　2.宗教舉行法事的處所。　3.用土堆砌成的矮圍籬。　4.團體的總稱。	例：天壇。 例：神壇。 例：花壇。 例：文壇。			hk0000012603-1-3
13780	檀			tan113		植物名。　1.古書中稱「檀」的木類很多，並沒有特定說法。常指的有青檀、紫檀、黃檀等，皆為木質堅硬之樹種，可作家具、農具、建材等。　2.見「檀香」。				hk0000012604-1-3
13781	檀香			tan113 hiong33		植物名。一般指檀香科檀香屬的半寄生性常綠小喬木。其株高，質薄，主幹和根部含有黃色芳香油，可蒸餾提取白檀油，用來製造香料、香皂和藥材。木材灰褐色，質密緻而堅韌，可用來雕刻及製造飾品、家具，其香味可保持數年之久。				hk0000012605-1-3
13782	但			tan31		此為dan55四之古音。				hk0000012606-1-3
13783	坦			tan31		淺。	例：平坦。			hk0000012607-1-3
13784	坦白	副		tan31 pag54		率直真誠，毫無隱瞞。	例：事情坦白講出來以後，老妹个壓力減輕盡多。(（事情坦白說出來以後，妹妹的壓力減輕很多。）)			hk0000012608-1-3
13785	毯	名		tan31		一種可以鋪開，用來保暖或裝飾的棉毛織物。	例：毛毯。			hk0000012609-1-3
13786	但			dan31		1.僅、只。　2.不過、可是。　3.姓。	例：不但。 例：但係。			hk0000012610-1-3
13787	但係	連		dan31 he53		不過、可是。	例：放學以後做得出去尞，但係功課愛先寫好。(（放學後可以出去玩，可是功課要先寫完。）)			hk0000012611-1-3
13788	炭	名		tan53		木材經火燃燒過後仍可做為燃料者。	例：火炭。			hk0000012612-1-3
13789	嘆	動		tan53		呼出長氣，以抒發內心的憂悶感傷。	例：道嘆。			hk0000012613-1-3
13790	聽	動		ten33		1.用耳朵接收聲音。　2.採信、順從。	例：聽歌。 例：聽話。			hk0000012614-1-3
13791	聽話			ten33 fa53						hk0000012615-1-3
13792	聽多聽少	動		ten33 do33 ten33 sheu31		採信、接收的多寡。	例：去參加研討會不管聽多聽少，總係有兜仔幫助。(（去參加研討會不管聽多聽少，總是會有一些幫助。）)			hk0000012617-1-3
13793	聽毋入耳	動		ten33 m113 ngib54 ngi31		不願採納他人意見。	例：吾老妹當硬殼，勸佢个話全部聽毋入耳。(（我妹妹很固執，規勸她的話全都聽不進去。）)			hk0000012618-1-3
13794	瞠			tang113		瞪著眼睛看。	例：目瞠瞠。			hk0000012619-1-3
13795	道	名		tau53　to53		有意義的。	例：無道。			hk0000012620-1-3　hk0000012620-2-3-1
13796	㐁	動		te31		吐舌、伸出舌頭。	例：㐁舌。			hk0000012621-1-3
13797	踢	動		ted21		以足觸擊。	例：踢球仔。			hk0000012622-1-3
13798	踢著	動		ted21 do31		踢到。	例：頭下毋堵好踢著門，腳趾公嗄腫起來。(（剛才不小心踢到門，腳姆指竟腫起來。）)			hk0000012623-1-3
13799	跈	動		特ten113		跟隨、跟從。	例：跈緊（跟著、馬上）、跈蹤（跟蹤）、跈龍（跟著舞龍隊伍行進）、跈嘴尾（跟他人的話複誦）、跈人毋著（跟不上別人）、這藥愛跈三餐食(（這藥要隨著三餐吃）)			hk0000012624-1-3
13800	挺	動		ten31		直立、撐直。	例：挺胸。			hk0000012626-1-3
13801	挺直	形		ten31 chid54		直挺挺的，一動也不動的，表傷心。	例：聽著佢選輸忒，佢睡在眠床頂挺直。(（聽到他選輸了，他直挺挺的睡在床上傷心不已。）)			hk0000012627-1-3
13802	挺胸	動		ten31 hiung33		挺起胸膛。	例：行路愛挺胸，莫背痀痀仔。(（走路要挺胸，不要彎腰駝背。）)		背鑊背痀痀背拱拱背蝦蝦背駝駝	hk0000012628-1-3
13803	挺挺昂			ten31 ten31 ngong33		仰臥，面部朝上的躺著。	例：佢在草坪項挺挺昂，戇神戇神在該發琢愕。(（他在草地上仰臥，愣愣地在那發呆。）)	打挺昂	盫盫覆	
13804	𢯭	動		ten53		幫助、幫忙。	例：𢯭手。			hk0000012630-1-3
13805	鄧			ten53		姓。				hk0000012632-1-3
13806	偷			teu33		1.竊取。　2.暗地裡。	例：偷食。 例：偷聽。			hk0000012633-1-3
13807	偷食	動		teu33 shid54		暗中偷吃東西。	例：你頭下在灶下偷食東西係無？無仰會恁久正出來。(（你剛才在廚房偷吃東西是嗎？不然怎麼會這麼久才出來。）)			hk0000012634-1-3
13808	偷走	動		teu33 zeu31		1.偷偷摸摸跑走。　2.盜走。	例：等𠊎知來，就分佢偷走忒了。(（等我知道，就給他偷跑掉了。）) 例：聽講昨暗晡你分賊仔偷，有偷走麼个無？(（聽說昨晚你遭竊，有被偷走什麼嗎？）)			hk0000012635-1-3
13809	偷工減料	動		teu33 gung33 gam31 liau53		沒有依照生產或工程所規定的質量要求，而削減工序或用料。亦比喻做事取巧。	例：這棟屋仔因為偷工減料个關係，還吂賣就發生當多問題。(（這棟房子因為偷工減料的關係，還未出售就發生很多問題。）)			hk0000012636-1-3
13810	偷偷匿匿	動		teu33 teu33 ngiab21 ngiab21		暗中做事，不讓別人知道。	例：你偷偷匿匿在裡背做麼个？(（你偷偷摸摸在裡面做什麼？）)	包包攝攝偷偷撂撂		hk0000012638-1-3
13811	投	動		teu113		1.扔、擲。　2.放入。　3.跳進去。　4.投射、照射。　5.寄出、寄發。　6.往、向。　7.合、契合。　8.贈送。　9.向某人投訴、訴苦。	例：投球。 例：投票。 例：投河。 例：投影。 例：投稿。 例：投軍食糧。 例：情投意合。 例：投桃報李。 例：投若爸。			hk0000012639-1-3
13812	投票			teu113 piau53		選舉或表決時，將個人意見表達在選票上，再投進票箱。	例：新學期，全班用投票个方式選出新个班長。(（新學期，全班用投票的方式選出新的班長。）)			hk0000012642-1-3
13813	投筆從戎	動		teu113 bid21 ciung113 rhung113		棄文從軍。此詞出自（後漢書．卷四十七．班超傳）中。	例：佢教書半年就投筆從戎。(（他教書半年便投筆從戎去了。）)			hk0000012644-1-3
13814	投河自盡	動		teu113 ho113 cii53 cin53		指人想不開而跳入河中自殺。	例：該隻後生仔因為頭路無忒，就想毋開投河自盡。(（那個年輕人因為失業就想不開投河自盡。）)			hk0000012645-1-3
