字目	读音	注释	声母	声母(原)	韵母	声调	声调（调类)	(声母)
高	kau22		k	k	au	22	1	k
交	kau22		k	k	au	22	1	k
郊	kau22		k	k	au	22	1	k
勾	kau22		k	k	au	22	1	k
鉤	kau22		k	k	au	22	1	k
溝	kau22		k	k	au	22	1	k
羔	kau22		k	k	au	22	1	k
蚯	kau22		k	k	au	22	1	k
猴	kau44		k	k	au	44	2	k
狡	kau53		k	k	au	53	3	k
搞	kau53		k	k	au	53	3	k
狗	kau53		k	k	au	53	3	k
垢	kau53		k	k	au	53	3	k
九	kau53		k	k	au	53	3	k
厚	kau213		k	k	au	213	4	k
到	kau21		k	k	au	21	5	k
究	kau21		k	k	au	21	5	k
夠	kau21		k	k	au	21	5	k
告	kau21		k	k	au	21	5	k
遘	kau21	到	k	k	au	21	5	k
薅	kʰau22		kʰ	kʰ	au	22	1	kʰ
摳	kʰau22		kʰ	kʰ	au	22	1	kʰ
□	kʰau44	剃毛	kʰ	kʰ	au	44	2	kʰ
考	kʰau53		kʰ	kʰ	au	53	3	kʰ
拷	kʰau53		kʰ	kʰ	au	53	3	kʰ
烤	kʰau53		kʰ	kʰ	au	53	3	kʰ
口	kʰau53		kʰ	kʰ	au	53	3	kʰ
叩	kʰau21		kʰ	kʰ	au	21	5	kʰ
扣	kʰau21		kʰ	kʰ	au	21	5	kʰ
哭	kʰau21		kʰ	kʰ	au	21	5	kʰ
靠	kʰau21		kʰ	kʰ	au	21	5	kʰ
賢	gau44	民间替字，乖；有才能；快，如：子孙～大，在跪拜时常说的话，意在希望子孙快快长大	g	g	au	44	2	g
囂	ŋau22		ŋ	ŋ	au	22	1	ŋ
熬	ŋau44		ŋ	ŋ	au	44	2	ŋ
敖	ŋau44		ŋ	ŋ	au	44	2	ŋ
肴	ŋau44		ŋ	ŋ	au	44	2	ŋ
淆	ŋau44		ŋ	ŋ	au	44	2	ŋ
爻	ŋau44		ŋ	ŋ	au	44	2	ŋ
遨	ŋau44		ŋ	ŋ	au	44	2	ŋ
傲	ŋau213		ŋ	ŋ	au	213	4	ŋ
樂	ŋau42	文	ŋ	ŋ	au	42	6	ŋ
哮	hau22		h	h	au	22	1	h
佝	hau22	腰~~：腰是弯的	h	h	au	22	1	h
豪	hau44		h	h	au	44	2	h
壕	hau44		h	h	au	44	2	h
毫	hau44		h	h	au	44	2	h
熬	hau44	白，～me2（熬夜）	h	h	au	44	2	h
皓	hau53		h	h	au	53	3	h
浩	hau53		h	h	au	53	3	h
昊	hau53		h	h	au	53	3	h
吼	hau53		h	h	au	53	3	h
灝	hau53		h	h	au	53	3	h
顥	hau53		h	h	au	53	3	h
好	hau53	文，又音	h	h	au	53	3	h
校	hau213		h	h	au	213	4	h
後	hau213		h	h	au	213	4	h
効	hau213		h	h	au	213	4	h
孝	hau21		h	h	au	21	5	h
效	hau42		h	h	au	42	6	h
候	hau42		h	h	au	42	6	h
鱟	hau42		h	h	au	42	6	h
凹	au22				au	22	1	〇
甌	au22				au	22	1	〇
歐	au22				au	22	1	〇
謳	au22				au	22	1	〇
區	au22				au	22	1	〇
毆	au22				au	22	1	〇
鏖	au22	文。～糟tsau1：糟蹋			au	22	1	〇
鷗	au22				au	22	1	〇
喉	au44				au	44	2	〇
懊	au53				au	53	3	〇
嘔	au53				au	53	3	〇
後	au213				au	213	4	〇
漚	au21				au	21	5	〇
飆	piau22		p	p	iau	22	1	p
表	piau53		p	p	iau	53	3	p
漂	pʰiau22		pʰ	pʰ	iau	22	1	pʰ
標	pʰiau22		pʰ	pʰ	iau	22	1	pʰ
飄	pʰiau22		pʰ	pʰ	iau	22	1	pʰ
嘌	pʰiau22		pʰ	pʰ	iau	22	1	pʰ
嫖	pʰiau44		pʰ	pʰ	iau	44	2	pʰ
苗	miau44		m	m	iau	44	2	m
藐	miau53		m	m	iau	53	3	m
渺	miau53		m	m	iau	53	3	m
秒	miau53		m	m	iau	53	3	m
邈	miau53		m	m	iau	53	3	m
妙	miau213		m	m	iau	213	4	m
刁	tiau22		t	t	iau	22	1	t
雕	tiau22		t	t	iau	22	1	t
貂	tiau22		t	t	iau	22	1	t
凋	tiau22		t	t	iau	22	1	t
□	tiau44	猪～：猪圈	t	t	iau	44	2	t
條	tiau44		t	t	iau	44	2	t
兆	tiau213		t	t	iau	213	4	t
召	tiau213		t	t	iau	213	4	t
吊	tiau21		t	t	iau	21	5	t
掉	tiau42		t	t	iau	42	6	t
調	tiau42		t	t	iau	42	6	t
挑	tʰiau22	～战，～剔	tʰ	tʰ	iau	22	1	tʰ
迢	tʰiau44		tʰ	tʰ	iau	44	2	tʰ
調	tʰiau44		tʰ	tʰ	iau	44	2	tʰ
柱	tʰiau213		tʰ	tʰ	iau	213	4	tʰ
超	tʰiau21		tʰ	tʰ	iau	21	5	tʰ
跳	tʰiau21		tʰ	tʰ	iau	21	5	tʰ
燎	liau44		l	l	iau	44	2	l
聊	liau44		l	l	iau	44	2	l
寥	liau44		l	l	iau	44	2	l
潦	liau44		l	l	iau	44	2	l
寮	liau44		l	l	iau	44	2	l
療	liau44		l	l	iau	44	2	l
遼	liau44		l	l	iau	44	2	l
□	liau42	量词，用于肉类	l	l	iau	42	6	l
撈	liau44		l	l	iau	44	2	l
燎	liau53		l	l	iau	53	3	l
了	liau53		l	l	iau	53	3	l
料	liau42		l	l	iau	42	6	l
廖	liau42		l	l	iau	42	6	l
撓	niau22	畏～（怕痒）	n	n	iau	22	1	n
焦	tsiau22		ts	ts	iau	22	1	ts
礁	tsiau22		ts	ts	iau	22	1	ts
朝	tsiau22		ts	ts	iau	22	1	ts
昭	tsiau22		ts	ts	iau	22	1	ts
招	tsiau22		ts	ts	iau	22	1	ts
釗	tsiau22		ts	ts	iau	22	1	ts
鳥	tsiau53		ts	ts	iau	53	3	ts
詔	tsiau21		ts	ts	iau	21	5	ts
□	tsʰiau22	混合	tsʰ	tsʰ	iau	22	1	tsʰ
朝	tsʰiau44		tsʰ	tsʰ	iau	44	2	tsʰ
稍	tsʰiau53	白	tsʰ	tsʰ	iau	53	3	tsʰ
俏	tsʰiau53		tsʰ	tsʰ	iau	53	3	tsʰ
悄	tsʰiau53		tsʰ	tsʰ	iau	53	3	tsʰ
抓	dziau44	训	dz	dz	iau	44	2	dz
撓	dziau44		dz	dz	iau	44	2	dz
饒	dziau44		dz	dz	iau	44	2	dz
嬈	dziau44		dz	dz	iau	44	2	dz
爪	dziau53		dz	dz	iau	53	3	dz
擾	dziau53		dz	dz	iau	53	3	dz
沼	dziau53		dz	dz	iau	53	3	dz
繞	dziau21		dz	dz	iau	21	5	dz
趭	dziau42	驱赶	dz	dz	iau	42	6	dz
消	siau22		s	s	iau	22	1	s
宵	siau22		s	s	iau	22	1	s
霄	siau22		s	s	iau	22	1	s
硝	siau22		s	s	iau	22	1	s
搜	siau22		s	s	iau	22	1	s
銷	siau22		s	s	iau	22	1	s
蕭	siau22		s	s	iau	22	1	s
瀟	siau22		s	s	iau	22	1	s
簫	siau22		s	s	iau	22	1	s
逍	siau22		s	s	iau	22	1	s
小	siau53		s	s	iau	53	3	s
肖	siau213		s	s	iau	213	4	s
韶	siau213		s	s	iau	213	4	s
邵	siau213		s	s	iau	213	4	s
紹	siau213		s	s	iau	213	4	s
肇	siau213		s	s	iau	213	4	s
少	siau21		s	s	iau	21	5	s
數	siau21		s	s	iau	21	5	s
驕	kiau22		k	k	iau	22	1	k
嬌	kiau22		k	k	iau	22	1	k
澆	kiau22		k	k	iau	22	1	k
矯	kiau53		k	k	iau	53	3	k
攪	kiau53	文，～拌	k	k	iau	53	3	k
繳	kiau53		k	k	iau	53	3	k
餃	kiau53		k	k	iau	53	3	k
撬	kiau213		k	k	iau	213	4	k
喬	kʰiau44		kʰ	kʰ	iau	44	2	kʰ
僑	kʰiau44		kʰ	kʰ	iau	44	2	kʰ
蕎	kʰiau44		kʰ	kʰ	iau	44	2	kʰ
翹	kʰiau44	银～	kʰ	kʰ	iau	44	2	kʰ
翹	kʰiau21		kʰ	kʰ	iau	21	5	kʰ
竅	kʰiau21		kʰ	kʰ	iau	21	5	kʰ
貓	ŋiau22		ŋ	ŋ	iau	22	1	ŋ
堯	ŋiau44		ŋ	ŋ	iau	44	2	ŋ
□	ŋiau53	猫叫声	ŋ	ŋ	iau	53	3	ŋ
囂	hiau22		h	h	iau	22	1	h
邀	hiau22		h	h	iau	22	1	h
僥	hiau22		h	h	iau	22	1	h
梟	hiau22		h	h	iau	22	1	h
曉	hiau53		h	h	iau	53	3	h
枵	iau22	肚子饿			iau	22	1	〇
妖	iau22				iau	22	1	〇
夭	iau22				iau	22	1	〇
要	iau22				iau	22	1	〇
吆	iau22				iau	22	1	〇
幺	iau22				iau	22	1	〇
仸	iau22				iau	22	1	〇
姚	iau44	又			iau	44	2	〇
搖	iau44				iau	44	2	〇
遙	iau44				iau	44	2	〇
瑤	iau44				iau	44	2	〇
媱	iau44				iau	44	2	〇
謠	iau44				iau	44	2	〇
杳	iau53				iau	53	3	〇
曜	iau213				iau	213	4	〇
燿	iau213				iau	213	4	〇
要	iau21				iau	21	5	〇
調	tiau21	～头	t	t	iau	21	5	t
夫	pou22		p	p	ou	22	1	p
逋	pou22		p	p	ou	22	1	p
埠	pou22		p	p	ou	22	1	p
谱	pou53	又	p	p	ou	53	3	p
脯	pou53		p	p	ou	53	3	p
斧	pou53		p	p	ou	53	3	p
補	pou53		p	p	ou	53	3	p
部	pou213		p	p	ou	213	4	p
傅	pou21	姓	p	p	ou	21	5	p
布	pou21		p	p	ou	21	5	p
怖	pou21		p	p	ou	21	5	p
哺	pou42	白	p	p	ou	42	6	p
步	pou42		p	p	ou	42	6	p
鋪	pʰou22		pʰ	pʰ	ou	22	1	pʰ
剖	pʰou22		pʰ	pʰ	ou	22	1	pʰ
普	pʰou53		pʰ	pʰ	ou	53	3	pʰ
浦	pʰou53		pʰ	pʰ	ou	53	3	pʰ
甫	pʰou53		pʰ	pʰ	ou	53	3	pʰ
譜	pʰou53		pʰ	pʰ	ou	53	3	pʰ
簿	pʰou213		pʰ	pʰ	ou	213	4	pʰ
鋪	pʰou21		pʰ	pʰ	ou	21	5	pʰ
模	bou44		b	b	ou	44	2	b
牡	bou53		b	b	ou	53	3	b
母	bou53	妻子	b	b	ou	53	3	b
亩	bou53		b	b	ou	53	3	b
戊	bou42		b	b	ou	42	6	b
謀	mou44		m	m	ou	44	2	m
某	mou53		m	m	ou	53	3	m
茂	mou213	又	m	m	ou	213	4	m
貿	mou21	又	m	m	ou	21	5	m
都	tou22		t	t	ou	22	1	t
塗	tou44		t	t	ou	44	2	t
圖	tou44		t	t	ou	44	2	t
廚	tou44		t	t	ou	44	2	t
櫥	tou44		t	t	ou	44	2	t
肚	tou53	肚子	t	t	ou	53	3	t
抖	tou53		t	t	ou	53	3	t
肚	tou213	猪～，用于食物	t	t	ou	213	4	t
妒	tou213		t	t	ou	213	4	t
杜	tou213		t	t	ou	213	4	t
□	tou21	～phe6：口袋	t	t	ou	21	5	t
鬥	tou21	文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗	t	t	ou	21	5	t
□	tou21	黑；味道浓	t	t	ou	21	5	t
度	tou42		t	t	ou	42	6	t
渡	tou42		t	t	ou	42	6	t
鍍	tou42		t	t	ou	42	6	t
塗	tʰou44		tʰ	tʰ	ou	44	2	tʰ
土	tʰou53		tʰ	tʰ	ou	53	3	tʰ
吐	tʰou53	外露。如：目～～	tʰ	tʰ	ou	53	3	tʰ
吐	tʰou21		tʰ	tʰ	ou	21	5	tʰ
兔	tʰou21		tʰ	tʰ	ou	21	5	tʰ
盧	lou44		l	l	ou	44	2	l
爐	lou44		l	l	ou	44	2	l
蘆	lou44		l	l	ou	44	2	l
臚	lou44		l	l	ou	44	2	l
婁	lou44		l	l	ou	44	2	l
瀘	lou44		l	l	ou	44	2	l
滷	lou53	～水	l	l	ou	53	3	l
鹵	lou213	腌制	l	l	ou	213	4	l
露	lou21	文，暴～	l	l	ou	21	5	l
陋	lou21		l	l	ou	21	5	l
路	lou42		l	l	ou	42	6	l
露	lou42	白，～水	l	l	ou	42	6	l
鷺	lou42		l	l	ou	42	6	l
孥	nou22	孥囝	n	n	ou	22	1	n
奴	nou44		n	n	ou	44	2	n
孥	nou44		n	n	ou	44	2	n
租	tsou22		ts	ts	ou	22	1	ts
鄒	tsou22		ts	ts	ou	22	1	ts
祖	tsou53		ts	ts	ou	53	3	ts
驟	tsou213		ts	ts	ou	213	4	ts
粗	tsʰou22		tsʰ	tsʰ	ou	22	1	tsʰ
愁	tsʰou44		tsʰ	tsʰ	ou	44	2	tsʰ
醋	tsʰou21		tsʰ	tsʰ	ou	21	5	tsʰ
湊	tsʰou21		tsʰ	tsʰ	ou	21	5	tsʰ
酥	sou22		s	s	ou	22	1	s
蘇	sou22		s	s	ou	22	1	s
叟	sou53		s	s	ou	53	3	s
瘦	sou53		s	s	ou	53	3	s
□	sou42	白，教～（教训）	s	s	ou	42	6	s
姑	kou22		k	k	ou	22	1	k
孤	kou22		k	k	ou	22	1	k
菇	kou22		k	k	ou	22	1	k
辜	kou22		k	k	ou	22	1	k
枯	kou22		k	k	ou	22	1	k
糊	kou44		k	k	ou	44	2	k
古	kou53		k	k	ou	53	3	k
估	kou53		k	k	ou	53	3	k
牯	kou53		k	k	ou	53	3	k
鼓	kou53		k	k	ou	53	3	k
股	kou53		k	k	ou	53	3	k
苟	kou53		k	k	ou	53	3	k
雇	kou21		k	k	ou	21	5	k
顧	kou21	姓	k	k	ou	21	5	k
購	kou21		k	k	ou	21	5	k
構	kou21		k	k	ou	21	5	k
夠	kou21		k	k	ou	21	5	k
媾	kou21		k	k	ou	21	5	k
□	kou42	觉～（留意到）。可能是“悟”gou42音变	k	k	ou	42	6	k
箍	kʰou22		kʰ	kʰ	ou	22	1	kʰ
枯	kʰou22		kʰ	kʰ	ou	22	1	kʰ
摳	kʰou22		kʰ	kʰ	ou	22	1	kʰ
苦	kʰou53		kʰ	kʰ	ou	53	3	kʰ
許	kʰou53	白，姓	kʰ	kʰ	ou	53	3	kʰ
寇	kʰou21		kʰ	kʰ	ou	21	5	kʰ
蔻	kʰou21		kʰ	kʰ	ou	21	5	kʰ
庫	kʰou21		kʰ	kʰ	ou	21	5	kʰ
褲	kʰou21		kʰ	kʰ	ou	21	5	kʰ
吳	gou44		g	g	ou	44	2	g
呉	gou44		g	g	ou	44	2	g
誤	gou42		g	g	ou	42	6	g
五	ŋou53		ŋ	ŋ	ou	53	3	ŋ
伍	ŋou53		ŋ	ŋ	ou	53	3	ŋ
午	ŋou53		ŋ	ŋ	ou	53	3	ŋ
偶	ŋou53		ŋ	ŋ	ou	53	3	ŋ
藕	ŋou53		ŋ	ŋ	ou	53	3	ŋ
語	ŋou53	白，～文	ŋ	ŋ	ou	53	3	ŋ
仵	ŋou53		ŋ	ŋ	ou	53	3	ŋ
五	ŋou213		ŋ	ŋ	ou	213	4	ŋ
呼	hou22		h	h	ou	22	1	h
胡	hou44		h	h	ou	44	2	h
狐	hou44		h	h	ou	44	2	h
蝴	hou44		h	h	ou	44	2	h
糊	hou44	白：～tou2，指做事不细心	h	h	ou	44	2	h
侯	hou44		h	h	ou	44	2	h
□	hou44	大叫	h	h	ou	44	2	h
葫	hou44		h	h	ou	44	2	h
雨	hou213		h	h	ou	213	4	h
后	hou213		h	h	ou	213	4	h
戶	hou213		h	h	ou	213	4	h
戽	hou21		h	h	ou	21	5	h
互	hou42		h	h	ou	42	6	h
淤	ou22	训，～青			ou	22	1	〇
烏	ou22				ou	22	1	〇
胡	ou44				ou	44	2	〇
湖	ou44				ou	44	2	〇
芋	ou42	白			ou	42	6	〇
郴	tim22		t	t	im	22	1	t
沉	tim44		t	t	im	44	2	t
林	lim44		l	l	im	44	2	l
臨	lim44		l	l	im	44	2	l
琳	lim44		l	l	im	44	2	l
凜	lim53		l	l	im	53	3	l
斟	tsim22		ts	ts	im	22	1	ts
吣	tsim22	亲吻	ts	ts	im	22	1	ts
箴	tsim22		ts	ts	im	22	1	ts
□	tsim44	从口袋中取出	ts	ts	im	44	2	ts
尋	tsim44		ts	ts	im	44	2	ts
撏	tsim44	从袋中取出	ts	ts	im	44	2	ts
□	tsim53	用力拋出物品	ts	ts	im	53	3	ts
枕	tsim53		ts	ts	im	53	3	ts
抌	tsim53	扔	ts	ts	im	53	3	ts
浸	tsim21		ts	ts	im	21	5	ts
深	tsʰim22		tsʰ	tsʰ	im	22	1	tsʰ
侵	tsʰim44		tsʰ	tsʰ	im	44	2	tsʰ
尋	tsʰim44		tsʰ	tsʰ	im	44	2	tsʰ
潯	tsʰim44		tsʰ	tsʰ	im	44	2	tsʰ
寢	tsʰim53		tsʰ	tsʰ	im	53	3	tsʰ
□	tsʰim21	抬起重物	tsʰ	tsʰ	im	21	5	tsʰ
沁	tsʰim21		tsʰ	tsʰ	im	21	5	tsʰ
任	dzim213		dz	dz	im	213	4	dz
賃	dzim213		dz	dz	im	213	4	dz
任	dzim42		dz	dz	im	42	6	dz
心	sim22		s	s	im	22	1	s
芯	sim22		s	s	im	22	1	s
森	sim22		s	s	im	22	1	s
蔘	sim22		s	s	im	22	1	s
參	sim22	海～，党～	s	s	im	22	1	s
沈	sim53		s	s	im	53	3	s
瀋	sim53		s	s	im	53	3	s
甚	sim53	～至	s	s	im	53	3	s
審	sim53		s	s	im	53	3	s
嬸	sim53		s	s	im	53	3	s
□	sim21	弯腰	s	s	im	21	5	s
□	sim42	等待	s	s	im	42	6	s
甚	sim42	～么	s	s	im	42	6	s
審	sim42		s	s	im	42	6	s
今	kim22		k	k	im	22	1	k
金	kim22		k	k	im	22	1	k
錦	kim53		k	k	im	53	3	k
妗	kim213		k	k	im	213	4	k
禁	kim21		k	k	im	21	5	k
襟	kʰim22		kʰ	kʰ	im	22	1	kʰ
欽	kʰim22		kʰ	kʰ	im	22	1	kʰ
琴	kʰim44		kʰ	kʰ	im	44	2	kʰ
禽	kʰim44		kʰ	kʰ	im	44	2	kʰ
擒	kʰim44		kʰ	kʰ	im	44	2	kʰ
岑	ŋim44		ŋ	ŋ	im	44	2	ŋ
吟	ŋim44		ŋ	ŋ	im	44	2	ŋ
□	ŋim53	抓，握	ŋ	ŋ	im	53	3	ŋ
熊	him44		h	h	im	44	2	h
熋	him44		h	h	im	44	2	h
音	im22				im	22	1	〇
陰	im22				im	22	1	〇
淫	im44				im	44	2	〇
飲	im53				im	53	3	〇
窨	im21				im	21	5	〇
蔭	im21				im	21	5	〇
耽	tam22		t	t	am	22	1	t
擔	tam22		t	t	am	22	1	t
□	tam44	湿	t	t	am	44	2	t
膽	tam53		t	t	am	53	3	t
坍	tʰam22	又	tʰ	tʰ	am	22	1	tʰ
貪	tʰam22		tʰ	tʰ	am	22	1	tʰ
潭	tʰam44		tʰ	tʰ	am	44	2	tʰ
痰	tʰam44		tʰ	tʰ	am	44	2	tʰ
譚	tʰam44		tʰ	tʰ	am	44	2	tʰ
談	tʰam44		tʰ	tʰ	am	44	2	tʰ
探	tʰam21		tʰ	tʰ	am	21	5	tʰ
婪	lam44		l	l	am	44	2	l
嵐	lam44		l	l	am	44	2	l
淋	lam44		l	l	am	44	2	l
覽	lam53		l	l	am	53	3	l
攬	lam53		l	l	am	53	3	l
纜	lam53		l	l	am	53	3	l
腩	lam53		l	l	am	53	3	l
南	nam44		n	n	am	44	2	n
男	nam44		n	n	am	44	2	n
婪	nam44		n	n	am	44	2	n
淋	nam44	白：～糖，普宁特产糕点	n	n	am	44	2	n
藍	nam44		n	n	am	44	2	n
喃	nam44		n	n	am	44	2	n
簪	tsam22		ts	ts	am	22	1	ts
針	tsam22		ts	ts	am	22	1	ts
斬	tsam53		ts	ts	am	53	3	ts
嶄	tsam53		ts	ts	am	53	3	ts
站	tsam213	文	ts	ts	am	213	4	ts
湛	tsam213	文	ts	ts	am	213	4	ts
滲	tsam21	白：～水	ts	ts	am	21	5	ts
參	tsʰam22		tsʰ	tsʰ	am	22	1	tsʰ
滲	tsʰam22		tsʰ	tsʰ	am	22	1	tsʰ
摻	tsʰam22		tsʰ	tsʰ	am	22	1	tsʰ
慚	tsʰam44		tsʰ	tsʰ	am	44	2	tsʰ
潺	tsʰam44		tsʰ	tsʰ	am	44	2	tsʰ
慘	tsʰam53		tsʰ	tsʰ	am	53	3	tsʰ
三	sam22		s	s	am	22	1	s
杉	sam22		s	s	am	22	1	s
甘	kam22		k	k	am	22	1	k
尷	kam22		k	k	am	22	1	k
監	kam22	～狱，坐～	k	k	am	22	1	k
含	kam44		k	k	am	44	2	k
感	kam53		k	k	am	53	3	k
㔶	kam53	埋	k	k	am	53	3	k
贛	kam21		k	k	am	21	5	k
監	kam21	～管，～督	k	k	am	21	5	k
鑒	kam21	借～	k	k	am	21	5	k
堪	kʰam22		kʰ	kʰ	am	22	1	kʰ
勘	kʰam22		kʰ	kʰ	am	22	1	kʰ
湛	kʰam22	～江，广东地名	kʰ	kʰ	am	22	1	kʰ
龕	kʰam22		kʰ	kʰ	am	22	1	kʰ
坎	kʰam53	一～楼梯：一级楼梯	kʰ	kʰ	am	53	3	kʰ
限	kʰam53	训，如：到～（到顶），极～	kʰ	kʰ	am	53	3	kʰ
砍	kʰam53	文	kʰ	kʰ	am	53	3	kʰ
坎	kʰam21	文	kʰ	kʰ	am	21	5	kʰ
檻	kʰam21	门～	kʰ	kʰ	am	21	5	kʰ
勘	ŋam22	白：估测	ŋ	ŋ	am	22	1	ŋ
堪	ŋam22	白：～好，刚好	ŋ	ŋ	am	22	1	ŋ
巖	ŋam44		ŋ	ŋ	am	44	2	ŋ
巗	ŋam44		ŋ	ŋ	am	44	2	ŋ
癌	ŋam44		ŋ	ŋ	am	44	2	ŋ
蚶	ham22		h	h	am	22	1	h
憨	ham22		h	h	am	22	1	h
酣	ham22		h	h	am	22	1	h
含	ham44		h	h	am	44	2	h
涵	ham44		h	h	am	44	2	h
函	ham44		h	h	am	44	2	h
鹹	ham44		h	h	am	44	2	h
銜	ham44		h	h	am	44	2	h
撼	ham213		h	h	am	213	4	h
憾	ham213		h	h	am	213	4	h
喊	ham21		h	h	am	21	5	h
陷	ham42		h	h	am	42	6	h
餡	ham42	文	h	h	am	42	6	h
庵	am22				am	22	1	〇
鵪	am22				am	22	1	〇
飲	am53	白，米汤			am	53	3	〇
含	am213				am	213	4	〇
唅	am213	张嘴			am	213	4	〇
暗	am21				am	21	5	〇
沾	tiam22		t	t	iam	22	1	t
砧	tiam22		t	t	iam	22	1	t
甜	tiam44		t	t	iam	44	2	t
點	tiam53		t	t	iam	53	3	t
簟	tiam213		t	t	iam	213	4	t
店	tiam21		t	t	iam	21	5	t
添	tʰiam22		tʰ	tʰ	iam	22	1	tʰ
沉	tʰiam44		tʰ	tʰ	iam	44	2	tʰ
舔	tʰiam53		tʰ	tʰ	iam	53	3	tʰ
忝	tʰiam53		tʰ	tʰ	iam	53	3	tʰ
□	tʰiam21	踢	tʰ	tʰ	iam	21	5	tʰ
黏	niam22		n	n	iam	22	1	n
沾	niam22	俗	n	n	iam	22	1	n
粘	niam22	俗	n	n	iam	22	1	n
廉	niam44		n	n	iam	44	2	n
鐮	niam44		n	n	iam	44	2	n
簾	niam44		n	n	iam	44	2	n
亷	niam44		n	n	iam	44	2	n
斂	niam53		n	n	iam	53	3	n
殮	niam53		n	n	iam	53	3	n
念	niam213		n	n	iam	213	4	n
拈	niam21		n	n	iam	21	5	n
捻	niam21	扯	n	n	iam	21	5	n
唸	niam42		n	n	iam	42	6	n
尖	tsiam22		ts	ts	iam	22	1	ts
占	tsiam22		ts	ts	iam	22	1	ts
粘	tsiam22	文：～粞，粘米粉	ts	ts	iam	22	1	ts
暫	tsiam213	依《广韵》藏濫切，今俗读不合音韵，本字“渐”音	ts	ts	iam	213	4	ts
漸	tsiam213		ts	ts	iam	213	4	ts
占	tsiam21		ts	ts	iam	21	5	ts
簽	tsʰiam22		tsʰ	tsʰ	iam	22	1	tsʰ
殱	tsʰiam44		tsʰ	tsʰ	iam	44	2	tsʰ
纖	tsʰiam44		tsʰ	tsʰ	iam	44	2	tsʰ
潛	tsʰiam44		tsʰ	tsʰ	iam	44	2	tsʰ
染	dziam53		dz	dz	iam	53	3	dz
冉	dziam53		dz	dz	iam	53	3	dz
蟬	siam44		s	s	iam	44	2	s
禪	siam44		s	s	iam	44	2	s
尋	siam44	白：两臂伸展为一寻	s	s	iam	44	2	s
嬋	siam44		s	s	iam	44	2	s
陝	siam53		s	s	iam	53	3	s
閃	siam53		s	s	iam	53	3	s
滲	siam21		s	s	iam	21	5	s
兼	kiam22		k	k	iam	22	1	k
鹹	kiam44		k	k	iam	44	2	k
減	kiam53		k	k	iam	53	3	k
堿	kiam53		k	k	iam	53	3	k
檢	kiam53		k	k	iam	53	3	k
劍	kiam21		k	k	iam	21	5	k
謙	kʰiam22		kʰ	kʰ	iam	22	1	kʰ
鉗	kʰiam44		kʰ	kʰ	iam	44	2	kʰ
歉	kʰiam53		kʰ	kʰ	iam	53	3	kʰ
儉	kʰiam213		kʰ	kʰ	iam	213	4	kʰ
芡	kʰiam213		kʰ	kʰ	iam	213	4	kʰ
欠	kʰiam21		kʰ	kʰ	iam	21	5	kʰ
嚴	ŋiam44		ŋ	ŋ	iam	44	2	ŋ
釅	ŋiam44	浓，常用于茶、药汤等	ŋ	ŋ	iam	44	2	ŋ
釅	ŋiam53	又	ŋ	ŋ	iam	53	3	ŋ
驗	ŋiam42		ŋ	ŋ	iam	42	6	ŋ
嫌	hiam44		h	h	iam	44	2	h
險	hiam53		h	h	iam	53	3	h
醃	iam22				iam	22	1	〇
淹	iam22				iam	22	1	〇
腌	iam22	文，～制			iam	22	1	〇
閹	iam22				iam	22	1	〇
醃	iam22				iam	22	1	〇
鹽	iam44				iam	44	2	〇
閻	iam44				iam	44	2	〇
掩	iam53				iam	53	3	〇
偃	iam53				iam	53	3	〇
厭	iam21				iam	21	5	〇
炎	iam42				iam	42	6	〇
焰	iam42				iam	42	6	〇
豔	iam42				iam	42	6	〇
凡	huam44		h	h	uam	44	2	h
矾	huam44		h	h	uam	44	2	h
范	huam213		h	h	uam	213	4	h
犯	huam213		h	h	uam	213	4	h
梵	huam213		h	h	uam	213	4	h
患	huam213		h	h	uam	213	4	h
宦	huam213		h	h	uam	213	4	h
範	huam213		h	h	uam	213	4	h
販	huam213		h	h	uam	213	4	h
飯	huam213	文读	h	h	uam	213	4	h
幻	huam21		h	h	uam	21	5	h
泛	huam21		h	h	uam	21	5	h
丼	tom213	石头落入水井声	t	t	om	213	4	t
□	tsom44	口	ts	ts	om	44	2	ts
五	ŋom213	又。市区音	ŋ	ŋ	om	213	4	ŋ
斌	piŋ22		p	p	iŋ	22	1	p
賓	piŋ22		p	p	iŋ	22	1	p
濱	piŋ22		p	p	iŋ	22	1	p
殯	piŋ22		p	p	iŋ	22	1	p
乒	piŋ22		p	p	iŋ	22	1	p
品	piŋ53		p	p	iŋ	53	3	p
稟	piŋ53		p	p	iŋ	53	3	p
瓶	pʰiŋ44		pʰ	pʰ	iŋ	44	2	pʰ
屏	pʰiŋ44		pʰ	pʰ	iŋ	44	2	pʰ
貧	pʰiŋ44		pʰ	pʰ	iŋ	44	2	pʰ
頻	pʰiŋ44		pʰ	pʰ	iŋ	44	2	pʰ
蘋	pʰiŋ44		pʰ	pʰ	iŋ	44	2	pʰ
品	pʰiŋ53	又	pʰ	pʰ	iŋ	53	3	pʰ
遍	pʰiŋ21	白：～身，全身	pʰ	pʰ	iŋ	21	5	pʰ
眠	miŋ44		m	m	iŋ	44	2	m
民	miŋ44		m	m	iŋ	44	2	m
面	miŋ42		m	m	iŋ	42	6	m
命	miŋ42	司～公	m	m	iŋ	42	6	m
